ward_2022,group,count_2020
Milwaukee - C 0045,vap_white,144
Milwaukee - C 0046,vap,744
Milwaukee - C 0046,vap_aian,2
Milwaukee - C 0046,vap_asian,23
Milwaukee - C 0046,vap_black,529
Milwaukee - C 0046,vap_hisp,43
Milwaukee - C 0046,vap_nhpi,0
Milwaukee - C 0046,vap_other,0
Milwaukee - C 0046,vap_two,12
Milwaukee - C 0046,vap_white,135
Milwaukee - C 0047,vap,850
Milwaukee - C 0047,vap_aian,2
Milwaukee - C 0047,vap_asian,13
Milwaukee - C 0047,vap_black,677
Milwaukee - C 0047,vap_hisp,41
Milwaukee - C 0047,vap_nhpi,1
Milwaukee - C 0047,vap_other,8
Milwaukee - C 0047,vap_two,33
Milwaukee - C 0047,vap_white,75
Milwaukee - C 0048,vap,2292
Milwaukee - C 0048,vap_aian,9
Milwaukee - C 0048,vap_asian,71
Milwaukee - C 0048,vap_black,1866
Milwaukee - C 0048,vap_hisp,102
Milwaukee - C 0048,vap_nhpi,0
Milwaukee - C 0048,vap_other,7
Milwaukee - C 0048,vap_two,66
Milwaukee - C 0048,vap_white,171
Milwaukee - C 0049,vap,1387
Milwaukee - C 0049,vap_aian,1
Milwaukee - C 0049,vap_asian,8
Milwaukee - C 0049,vap_black,1178
Milwaukee - C 0049,vap_hisp,52
Milwaukee - C 0049,vap_nhpi,0
Milwaukee - C 0049,vap_other,8
Milwaukee - C 0049,vap_two,35
Milwaukee - C 0049,vap_white,105
Milwaukee - C 0050,vap,1167
Milwaukee - C 0050,vap_aian,0
Milwaukee - C 0050,vap_asian,15
Milwaukee - C 0050,vap_black,990
Milwaukee - C 0050,vap_hisp,43
Milwaukee - C 0050,vap_nhpi,0
Milwaukee - C 0050,vap_other,0
Milwaukee - C 0050,vap_two,29
Milwaukee - C 0050,vap_white,90
Milwaukee - C 0051,vap,1307
Milwaukee - C 0051,vap_aian,8
Milwaukee - C 0051,vap_asian,18
Milwaukee - C 0051,vap_black,1096
Milwaukee - C 0051,vap_hisp,41
Milwaukee - C 0051,vap_nhpi,0
Milwaukee - C 0051,vap_other,16
Milwaukee - C 0051,vap_two,55
Milwaukee - C 0051,vap_white,73
Milwaukee - C 0052,vap,1134
Milwaukee - C 0052,vap_aian,1
Milwaukee - C 0052,vap_asian,23
Milwaukee - C 0052,vap_black,548
Milwaukee - C 0052,vap_hisp,94
Milwaukee - C 0052,vap_nhpi,0
Milwaukee - C 0052,vap_other,7
Milwaukee - C 0052,vap_two,47
Milwaukee - C 0052,vap_white,414
Milwaukee - C 0053,vap,892
Milwaukee - C 0053,vap_aian,1
Milwaukee - C 0053,vap_asian,2
Milwaukee - C 0053,vap_black,835
Milwaukee - C 0053,vap_hisp,18
Milwaukee - C 0053,vap_nhpi,0
Milwaukee - C 0053,vap_other,1
Milwaukee - C 0053,vap_two,9
Milwaukee - C 0053,vap_white,26
Milwaukee - C 0054,vap,1293
Milwaukee - C 0054,vap_aian,11
Milwaukee - C 0054,vap_asian,6
Milwaukee - C 0054,vap_black,1156
Milwaukee - C 0054,vap_hisp,51
Milwaukee - C 0054,vap_nhpi,0
Milwaukee - C 0054,vap_other,2
Milwaukee - C 0054,vap_two,18
Milwaukee - C 0054,vap_white,49
Milwaukee - C 0055,vap,916
Milwaukee - C 0055,vap_aian,2
Milwaukee - C 0055,vap_asian,3
Milwaukee - C 0055,vap_black,812
Milwaukee - C 0055,vap_hisp,37
Milwaukee - C 0055,vap_nhpi,0
Milwaukee - C 0055,vap_other,4
Milwaukee - C 0055,vap_two,29
Milwaukee - C 0055,vap_white,29
Milwaukee - C 0056,vap,1933
Milwaukee - C 0056,vap_aian,5
Milwaukee - C 0056,vap_asian,4
Milwaukee - C 0056,vap_black,1717
Milwaukee - C 0056,vap_hisp,89
Milwaukee - C 0056,vap_nhpi,0
Milwaukee - C 0056,vap_other,1
Milwaukee - C 0056,vap_two,49
Milwaukee - C 0056,vap_white,68
Milwaukee - C 0057,vap,1161
Milwaukee - C 0057,vap_aian,0
Milwaukee - C 0057,vap_asian,3
Milwaukee - C 0057,vap_black,1045
Milwaukee - C 0057,vap_hisp,25
Milwaukee - C 0057,vap_nhpi,0
Milwaukee - C 0057,vap_other,8
Milwaukee - C 0057,vap_two,49
Milwaukee - C 0057,vap_white,31
Milwaukee - C 0058,vap,1139
Milwaukee - C 0058,vap_aian,4
Milwaukee - C 0058,vap_asian,3
Milwaukee - C 0058,vap_black,1024
Milwaukee - C 0058,vap_hisp,31
Milwaukee - C 0058,vap_nhpi,0
Milwaukee - C 0058,vap_other,8
Milwaukee - C 0058,vap_two,38
Milwaukee - C 0058,vap_white,31
Milwaukee - C 0059,vap,978
Milwaukee - C 0059,vap_aian,2
Milwaukee - C 0059,vap_asian,10
Milwaukee - C 0059,vap_black,886
Milwaukee - C 0059,vap_hisp,24
Milwaukee - C 0059,vap_nhpi,0
Milwaukee - C 0059,vap_other,6
Milwaukee - C 0059,vap_two,25
Milwaukee - C 0059,vap_white,25
Milwaukee - C 0060,vap,1039
Milwaukee - C 0060,vap_aian,0
Milwaukee - C 0060,vap_asian,1
Milwaukee - C 0060,vap_black,952
Milwaukee - C 0060,vap_hisp,32
Milwaukee - C 0060,vap_nhpi,0
Milwaukee - C 0060,vap_other,9
Milwaukee - C 0060,vap_two,17
Milwaukee - C 0060,vap_white,28
Milwaukee - C 0061,vap,1562
Milwaukee - C 0061,vap_aian,5
Milwaukee - C 0061,vap_asian,10
Milwaukee - C 0061,vap_black,1346
Milwaukee - C 0061,vap_hisp,89
Milwaukee - C 0061,vap_nhpi,0
Milwaukee - C 0061,vap_other,1
Milwaukee - C 0061,vap_two,45
Milwaukee - C 0061,vap_white,66
Milwaukee - C 0062,vap,1469
Milwaukee - C 0062,vap_aian,6
Milwaukee - C 0062,vap_asian,16
Milwaukee - C 0062,vap_black,1249
Milwaukee - C 0062,vap_hisp,78
Milwaukee - C 0062,vap_nhpi,0
Milwaukee - C 0062,vap_other,2
Milwaukee - C 0062,vap_two,57
Milwaukee - C 0062,vap_white,61
Milwaukee - C 0063,vap,860
Milwaukee - C 0063,vap_aian,0
Milwaukee - C 0063,vap_asian,10
Milwaukee - C 0063,vap_black,779
Milwaukee - C 0063,vap_hisp,8
Milwaukee - C 0063,vap_nhpi,0
Milwaukee - C 0063,vap_other,9
Milwaukee - C 0063,vap_two,19
Milwaukee - C 0063,vap_white,35
Milwaukee - C 0064,vap,922
Milwaukee - C 0064,vap_aian,8
Milwaukee - C 0064,vap_asian,11
Milwaukee - C 0064,vap_black,757
Milwaukee - C 0064,vap_hisp,49
Milwaukee - C 0064,vap_nhpi,0
Milwaukee - C 0064,vap_other,5
Milwaukee - C 0064,vap_two,32
Milwaukee - C 0064,vap_white,60
Milwaukee - C 0065,vap,1623
Milwaukee - C 0065,vap_aian,0
Milwaukee - C 0065,vap_asian,143
Milwaukee - C 0065,vap_black,1226
Milwaukee - C 0065,vap_hisp,65
Milwaukee - C 0065,vap_nhpi,2
Milwaukee - C 0065,vap_other,6
Milwaukee - C 0065,vap_two,31
Milwaukee - C 0065,vap_white,150
Milwaukee - C 0066,vap,1214
Milwaukee - C 0066,vap_aian,3
Milwaukee - C 0066,vap_asian,20
Milwaukee - C 0066,vap_black,1036
Milwaukee - C 0066,vap_hisp,33
Milwaukee - C 0066,vap_nhpi,0
Milwaukee - C 0066,vap_other,4
Milwaukee - C 0066,vap_two,25
Milwaukee - C 0066,vap_white,93
Milwaukee - C 0067,vap,1557
Milwaukee - C 0067,vap_aian,4
Milwaukee - C 0067,vap_asian,62
Milwaukee - C 0067,vap_black,1268
Milwaukee - C 0067,vap_hisp,54
Milwaukee - C 0067,vap_nhpi,0
Milwaukee - C 0067,vap_other,2
Milwaukee - C 0067,vap_two,31
Milwaukee - C 0067,vap_white,136
Milwaukee - C 0068,vap,987
Milwaukee - C 0068,vap_aian,0
Milwaukee - C 0068,vap_asian,66
Milwaukee - C 0068,vap_black,761
Milwaukee - C 0068,vap_hisp,23
Milwaukee - C 0068,vap_nhpi,0
Milwaukee - C 0068,vap_other,12
Milwaukee - C 0068,vap_two,22
Milwaukee - C 0068,vap_white,103
Milwaukee - C 0069,vap,1267
Milwaukee - C 0069,vap_aian,8
Milwaukee - C 0069,vap_asian,118
Milwaukee - C 0069,vap_black,940
Milwaukee - C 0069,vap_hisp,26
Milwaukee - C 0069,vap_nhpi,0
Milwaukee - C 0069,vap_other,0
Milwaukee - C 0069,vap_two,32
Milwaukee - C 0069,vap_white,143
Milwaukee - C 0070,vap,1444
Milwaukee - C 0070,vap_aian,9
Milwaukee - C 0070,vap_asian,150
Milwaukee - C 0070,vap_black,975
Milwaukee - C 0070,vap_hisp,55
Milwaukee - C 0070,vap_nhpi,0
Milwaukee - C 0070,vap_other,0
Milwaukee - C 0070,vap_two,36
Milwaukee - C 0070,vap_white,219
Milwaukee - C 0071,vap,1033
Milwaukee - C 0071,vap_aian,3
Milwaukee - C 0071,vap_asian,65
Milwaukee - C 0071,vap_black,812
Milwaukee - C 0071,vap_hisp,27
Milwaukee - C 0071,vap_nhpi,0
Milwaukee - C 0071,vap_other,0
Milwaukee - C 0071,vap_two,17
Milwaukee - C 0071,vap_white,109
Milwaukee - C 0072,vap,1051
Milwaukee - C 0072,vap_aian,4
Milwaukee - C 0072,vap_asian,78
Milwaukee - C 0072,vap_black,606
Milwaukee - C 0072,vap_hisp,37
Milwaukee - C 0072,vap_nhpi,0
Milwaukee - C 0072,vap_other,0
Milwaukee - C 0072,vap_two,33
Milwaukee - C 0072,vap_white,293
Milwaukee - C 0073,vap,1028
Milwaukee - C 0073,vap_aian,0
Milwaukee - C 0073,vap_asian,76
Milwaukee - C 0073,vap_black,725
Milwaukee - C 0073,vap_hisp,63
Milwaukee - C 0073,vap_nhpi,0
Milwaukee - C 0073,vap_other,3
Milwaukee - C 0073,vap_two,22
Milwaukee - C 0073,vap_white,139
Milwaukee - C 0074,vap,970
Milwaukee - C 0074,vap_aian,0
Milwaukee - C 0074,vap_asian,106
Milwaukee - C 0074,vap_black,620
Milwaukee - C 0074,vap_hisp,39
Milwaukee - C 0074,vap_nhpi,0
Milwaukee - C 0074,vap_other,7
Milwaukee - C 0074,vap_two,37
Milwaukee - C 0074,vap_white,161
Milwaukee - C 0075,vap,1680
Milwaukee - C 0075,vap_aian,0
Milwaukee - C 0075,vap_asian,166
Milwaukee - C 0075,vap_black,1085
Milwaukee - C 0075,vap_hisp,50
Milwaukee - C 0075,vap_nhpi,1
Milwaukee - C 0075,vap_other,5
Milwaukee - C 0075,vap_two,51
Milwaukee - C 0075,vap_white,322
Milwaukee - C 0076,vap,1697
Milwaukee - C 0076,vap_aian,4
Milwaukee - C 0076,vap_asian,61
Milwaukee - C 0076,vap_black,1056
Milwaukee - C 0076,vap_hisp,51
Milwaukee - C 0076,vap_nhpi,0
Milwaukee - C 0076,vap_other,2
Milwaukee - C 0076,vap_two,49
Milwaukee - C 0076,vap_white,474
Milwaukee - C 0077,vap,1822
Milwaukee - C 0077,vap_aian,6
Milwaukee - C 0077,vap_asian,81
Milwaukee - C 0077,vap_black,859
Milwaukee - C 0077,vap_hisp,72
Milwaukee - C 0077,vap_nhpi,0
Milwaukee - C 0077,vap_other,13
Milwaukee - C 0077,vap_two,65
Milwaukee - C 0077,vap_white,726
Milwaukee - C 0078,vap,849
Milwaukee - C 0078,vap_aian,3
Milwaukee - C 0078,vap_asian,32
Milwaukee - C 0078,vap_black,134
Milwaukee - C 0078,vap_hisp,51
Milwaukee - C 0078,vap_nhpi,0
Milwaukee - C 0078,vap_other,6
Milwaukee - C 0078,vap_two,32
Milwaukee - C 0078,vap_white,591
Milwaukee - C 0079,vap,1555
Milwaukee - C 0079,vap_aian,8
Milwaukee - C 0079,vap_asian,47
Milwaukee - C 0079,vap_black,134
Milwaukee - C 0079,vap_hisp,90
Milwaukee - C 0079,vap_nhpi,0
Milwaukee - C 0079,vap_other,6
Milwaukee - C 0079,vap_two,61
Milwaukee - C 0079,vap_white,1209
Milwaukee - C 0080,vap,946
Milwaukee - C 0080,vap_aian,0
Milwaukee - C 0080,vap_asian,26
Milwaukee - C 0080,vap_black,196
Milwaukee - C 0080,vap_hisp,54
Milwaukee - C 0080,vap_nhpi,5
Milwaukee - C 0080,vap_other,1
Milwaukee - C 0080,vap_two,34
Milwaukee - C 0080,vap_white,630
Milwaukee - C 0081,vap,943
Milwaukee - C 0081,vap_aian,5
Milwaukee - C 0081,vap_asian,22
Milwaukee - C 0081,vap_black,143
Milwaukee - C 0081,vap_hisp,67
Milwaukee - C 0081,vap_nhpi,0
Milwaukee - C 0081,vap_other,7
Milwaukee - C 0081,vap_two,51
Milwaukee - C 0081,vap_white,648
Milwaukee - C 0082,vap,557
Milwaukee - C 0082,vap_aian,0
Milwaukee - C 0082,vap_asian,5
Milwaukee - C 0082,vap_black,127
Milwaukee - C 0082,vap_hisp,16
Milwaukee - C 0082,vap_nhpi,0
Milwaukee - C 0082,vap_other,2
Milwaukee - C 0082,vap_two,18
Milwaukee - C 0082,vap_white,389
Milwaukee - C 0083,vap,1880
Milwaukee - C 0083,vap_aian,9
Milwaukee - C 0083,vap_asian,42
Milwaukee - C 0083,vap_black,178
Milwaukee - C 0083,vap_hisp,78
Milwaukee - C 0083,vap_nhpi,0
Milwaukee - C 0083,vap_other,6
Milwaukee - C 0083,vap_two,69
Milwaukee - C 0083,vap_white,1498
Milwaukee - C 0084,vap,1180
Milwaukee - C 0084,vap_aian,1
Milwaukee - C 0084,vap_asian,7
Milwaukee - C 0084,vap_black,970
Milwaukee - C 0084,vap_hisp,50
Milwaukee - C 0084,vap_nhpi,0
Milwaukee - C 0084,vap_other,3
Milwaukee - C 0084,vap_two,31
Milwaukee - C 0084,vap_white,118
Milwaukee - C 0085,vap,1779
Milwaukee - C 0085,vap_aian,5
Milwaukee - C 0085,vap_asian,30
Milwaukee - C 0085,vap_black,385
Milwaukee - C 0085,vap_hisp,87
Milwaukee - C 0085,vap_nhpi,0
Milwaukee - C 0085,vap_other,12
Milwaukee - C 0085,vap_two,56
Milwaukee - C 0085,vap_white,1204
Milwaukee - C 0086,vap,1146
Milwaukee - C 0086,vap_aian,1
Milwaukee - C 0086,vap_asian,52
Milwaukee - C 0086,vap_black,457
Milwaukee - C 0086,vap_hisp,47
Milwaukee - C 0086,vap_nhpi,3
Milwaukee - C 0086,vap_other,19
Milwaukee - C 0086,vap_two,39
Milwaukee - C 0086,vap_white,528
Milwaukee - C 0087,vap,1207
Milwaukee - C 0087,vap_aian,3
Milwaukee - C 0087,vap_asian,84
Milwaukee - C 0087,vap_black,483
Milwaukee - C 0087,vap_hisp,81
Milwaukee - C 0087,vap_nhpi,4
Milwaukee - C 0087,vap_other,4
Milwaukee - C 0087,vap_two,36
Milwaukee - C 0087,vap_white,512
Milwaukee - C 0088,vap,1998
Milwaukee - C 0088,vap_aian,8
Milwaukee - C 0088,vap_asian,87
Milwaukee - C 0088,vap_black,1480
Milwaukee - C 0088,vap_hisp,55
Milwaukee - C 0088,vap_nhpi,0
Milwaukee - C 0088,vap_other,6
Milwaukee - C 0088,vap_two,62
Milwaukee - C 0088,vap_white,300
Milwaukee - C 0089,vap,1453
Milwaukee - C 0089,vap_aian,2
Milwaukee - C 0089,vap_asian,9
Milwaukee - C 0089,vap_black,610
Milwaukee - C 0089,vap_hisp,70
Milwaukee - C 0089,vap_nhpi,1
Milwaukee - C 0089,vap_other,3
Milwaukee - C 0089,vap_two,51
Milwaukee - C 0089,vap_white,707
Milwaukee - C 0090,vap,1134
Milwaukee - C 0090,vap_aian,3
Milwaukee - C 0090,vap_asian,15
Milwaukee - C 0090,vap_black,192
Milwaukee - C 0090,vap_hisp,49
Milwaukee - C 0090,vap_nhpi,1
Milwaukee - C 0090,vap_other,7
Milwaukee - C 0090,vap_two,35
Milwaukee - C 0090,vap_white,832
Milwaukee - C 0091,vap,778
Milwaukee - C 0091,vap_aian,1
Milwaukee - C 0091,vap_asian,26
Milwaukee - C 0091,vap_black,641
Milwaukee - C 0091,vap_hisp,19
Milwaukee - C 0091,vap_nhpi,0
Milwaukee - C 0091,vap_other,9
Milwaukee - C 0091,vap_two,15
Milwaukee - C 0091,vap_white,67
Milwaukee - C 0092,vap,972
Milwaukee - C 0092,vap_aian,0
Milwaukee - C 0092,vap_asian,28
Milwaukee - C 0092,vap_black,742
Milwaukee - C 0092,vap_hisp,46
Milwaukee - C 0092,vap_nhpi,0
Milwaukee - C 0092,vap_other,2
Milwaukee - C 0092,vap_two,29
Milwaukee - C 0092,vap_white,125
Milwaukee - C 0093,vap,1357
Milwaukee - C 0093,vap_aian,2
Milwaukee - C 0093,vap_asian,15
Milwaukee - C 0093,vap_black,902
Milwaukee - C 0093,vap_hisp,61
Milwaukee - C 0093,vap_nhpi,1
Milwaukee - C 0093,vap_other,6
Milwaukee - C 0093,vap_two,36
Milwaukee - C 0093,vap_white,334
Milwaukee - C 0094,vap,1063
Milwaukee - C 0094,vap_aian,2
Milwaukee - C 0094,vap_asian,20
Milwaukee - C 0094,vap_black,564
Milwaukee - C 0094,vap_hisp,41
Milwaukee - C 0094,vap_nhpi,2
Milwaukee - C 0094,vap_other,16
Milwaukee - C 0094,vap_two,32
Milwaukee - C 0094,vap_white,386
Milwaukee - C 0095,vap,833
Milwaukee - C 0095,vap_aian,3
Milwaukee - C 0095,vap_asian,10
Milwaukee - C 0095,vap_black,697
Milwaukee - C 0095,vap_hisp,33
Milwaukee - C 0095,vap_nhpi,2
Milwaukee - C 0095,vap_other,4
Milwaukee - C 0095,vap_two,25
Milwaukee - C 0095,vap_white,59
Milwaukee - C 0096,vap,1436
Milwaukee - C 0096,vap_aian,4
Milwaukee - C 0096,vap_asian,24
Milwaukee - C 0096,vap_black,1105
Milwaukee - C 0096,vap_hisp,63
Milwaukee - C 0096,vap_nhpi,0
Milwaukee - C 0096,vap_other,12
Milwaukee - C 0096,vap_two,55
Milwaukee - C 0096,vap_white,173
Milwaukee - C 0097,vap,927
Milwaukee - C 0097,vap_aian,4
Milwaukee - C 0097,vap_asian,12
Milwaukee - C 0097,vap_black,815
Milwaukee - C 0097,vap_hisp,22
Milwaukee - C 0097,vap_nhpi,2
Milwaukee - C 0097,vap_other,4
Milwaukee - C 0097,vap_two,15
Milwaukee - C 0097,vap_white,53
Milwaukee - C 0098,vap,1366
Milwaukee - C 0098,vap_aian,5
Milwaukee - C 0098,vap_asian,10
Milwaukee - C 0098,vap_black,1229
Milwaukee - C 0098,vap_hisp,44
Milwaukee - C 0098,vap_nhpi,0
Milwaukee - C 0098,vap_other,5
Milwaukee - C 0098,vap_two,32
Milwaukee - C 0098,vap_white,41
Milwaukee - C 0099,vap,1652
Milwaukee - C 0099,vap_aian,11
Milwaukee - C 0099,vap_asian,21
Milwaukee - C 0099,vap_black,1378
Milwaukee - C 0099,vap_hisp,59
Milwaukee - C 0099,vap_nhpi,0
Milwaukee - C 0099,vap_other,9
Milwaukee - C 0099,vap_two,44
Milwaukee - C 0099,vap_white,130
Milwaukee - C 0100,vap,825
Milwaukee - C 0100,vap_aian,0
Milwaukee - C 0100,vap_asian,23
Milwaukee - C 0100,vap_black,683
Milwaukee - C 0100,vap_hisp,34
Milwaukee - C 0100,vap_nhpi,0
Milwaukee - C 0100,vap_other,4
Milwaukee - C 0100,vap_two,17
Milwaukee - C 0100,vap_white,64
Milwaukee - C 0101,vap,1824
Milwaukee - C 0101,vap_aian,5
Milwaukee - C 0101,vap_asian,8
Milwaukee - C 0101,vap_black,1628
Milwaukee - C 0101,vap_hisp,71
Milwaukee - C 0101,vap_nhpi,0
Milwaukee - C 0101,vap_other,19
Milwaukee - C 0101,vap_two,35
Milwaukee - C 0101,vap_white,58
Milwaukee - C 0102,vap,798
Milwaukee - C 0102,vap_aian,0
Milwaukee - C 0102,vap_asian,0
Milwaukee - C 0102,vap_black,737
Milwaukee - C 0102,vap_hisp,18
Milwaukee - C 0102,vap_nhpi,2
Milwaukee - C 0102,vap_other,3
Milwaukee - C 0102,vap_two,24
Milwaukee - C 0102,vap_white,14
Milwaukee - C 0103,vap,1009
Milwaukee - C 0103,vap_aian,1
Milwaukee - C 0103,vap_asian,1
Milwaukee - C 0103,vap_black,915
Milwaukee - C 0103,vap_hisp,26
Milwaukee - C 0103,vap_nhpi,0
Milwaukee - C 0103,vap_other,7
Milwaukee - C 0103,vap_two,24
Milwaukee - C 0103,vap_white,35
Milwaukee - C 0104,vap,1544
Milwaukee - C 0104,vap_aian,3
Milwaukee - C 0104,vap_asian,3
Milwaukee - C 0104,vap_black,1453
Milwaukee - C 0104,vap_hisp,27
Milwaukee - C 0104,vap_nhpi,0
Milwaukee - C 0104,vap_other,2
Milwaukee - C 0104,vap_two,38
Milwaukee - C 0104,vap_white,18
Milwaukee - C 0105,vap,1299
Milwaukee - C 0105,vap_aian,10
Milwaukee - C 0105,vap_asian,10
Milwaukee - C 0105,vap_black,1199
Milwaukee - C 0105,vap_hisp,27
Milwaukee - C 0105,vap_nhpi,0
Milwaukee - C 0105,vap_other,7
Milwaukee - C 0105,vap_two,21
Milwaukee - C 0105,vap_white,25
Milwaukee - C 0106,vap,979
Milwaukee - C 0106,vap_aian,3
Milwaukee - C 0106,vap_asian,9
Milwaukee - C 0106,vap_black,878
Milwaukee - C 0106,vap_hisp,39
Milwaukee - C 0106,vap_nhpi,0
Milwaukee - C 0106,vap_other,6
Milwaukee - C 0106,vap_two,31
Milwaukee - C 0106,vap_white,13
Milwaukee - C 0107,vap,896
Milwaukee - C 0107,vap_aian,1
Milwaukee - C 0107,vap_asian,4
Milwaukee - C 0107,vap_black,798
Milwaukee - C 0107,vap_hisp,52
Milwaukee - C 0107,vap_nhpi,0
Milwaukee - C 0107,vap_other,8
Milwaukee - C 0107,vap_two,15
Milwaukee - C 0107,vap_white,18
Milwaukee - C 0108,vap,1004
Milwaukee - C 0108,vap_aian,2
Milwaukee - C 0108,vap_asian,3
Milwaukee - C 0108,vap_black,930
Milwaukee - C 0108,vap_hisp,23
Milwaukee - C 0108,vap_nhpi,0
Milwaukee - C 0108,vap_other,4
Milwaukee - C 0108,vap_two,22
Milwaukee - C 0108,vap_white,20
Milwaukee - C 0109,vap,974
Milwaukee - C 0109,vap_aian,4
Milwaukee - C 0109,vap_asian,7
Milwaukee - C 0109,vap_black,910
Milwaukee - C 0109,vap_hisp,34
Milwaukee - C 0109,vap_nhpi,0
Milwaukee - C 0109,vap_other,1
Milwaukee - C 0109,vap_two,10
Milwaukee - C 0109,vap_white,8
Milwaukee - C 0110,vap,802
Milwaukee - C 0110,vap_aian,0
Milwaukee - C 0110,vap_asian,1
Milwaukee - C 0110,vap_black,763
Milwaukee - C 0110,vap_hisp,11
Milwaukee - C 0110,vap_nhpi,0
Milwaukee - C 0110,vap_other,0
Milwaukee - C 0110,vap_two,13
Milwaukee - C 0110,vap_white,14
Milwaukee - C 0111,vap,1412
Milwaukee - C 0111,vap_aian,1
Milwaukee - C 0111,vap_asian,9
Milwaukee - C 0111,vap_black,1316
Milwaukee - C 0111,vap_hisp,22
Milwaukee - C 0111,vap_nhpi,2
Milwaukee - C 0111,vap_other,8
Milwaukee - C 0111,vap_two,26
Milwaukee - C 0111,vap_white,28
Milwaukee - C 0112,vap,831
Milwaukee - C 0112,vap_aian,0
Milwaukee - C 0112,vap_asian,0
Milwaukee - C 0112,vap_black,737
Milwaukee - C 0112,vap_hisp,35
Milwaukee - C 0112,vap_nhpi,0
Milwaukee - C 0112,vap_other,1
Milwaukee - C 0112,vap_two,34
Milwaukee - C 0112,vap_white,24
Milwaukee - C 0113,vap,794
Milwaukee - C 0113,vap_aian,5
Milwaukee - C 0113,vap_asian,0
Milwaukee - C 0113,vap_black,718
Milwaukee - C 0113,vap_hisp,29
Milwaukee - C 0113,vap_nhpi,0
Milwaukee - C 0113,vap_other,0
Milwaukee - C 0113,vap_two,20
Milwaukee - C 0113,vap_white,22
Milwaukee - C 0114,vap,720
Milwaukee - C 0114,vap_aian,0
Milwaukee - C 0114,vap_asian,7
Milwaukee - C 0114,vap_black,631
Milwaukee - C 0114,vap_hisp,39
Milwaukee - C 0114,vap_nhpi,0
Milwaukee - C 0114,vap_other,0
Milwaukee - C 0114,vap_two,22
Milwaukee - C 0114,vap_white,21
Milwaukee - C 0115,vap,1046
Milwaukee - C 0115,vap_aian,3
Milwaukee - C 0115,vap_asian,9
Milwaukee - C 0115,vap_black,929
Milwaukee - C 0115,vap_hisp,46
Milwaukee - C 0115,vap_nhpi,0
Milwaukee - C 0115,vap_other,2
Milwaukee - C 0115,vap_two,23
Milwaukee - C 0115,vap_white,34
Milwaukee - C 0116,vap,1032
Milwaukee - C 0116,vap_aian,6
Milwaukee - C 0116,vap_asian,2
Milwaukee - C 0116,vap_black,788
Milwaukee - C 0116,vap_hisp,114
Milwaukee - C 0116,vap_nhpi,0
Milwaukee - C 0116,vap_other,9
Milwaukee - C 0116,vap_two,25
Milwaukee - C 0116,vap_white,88
Milwaukee - C 0117,vap,1112
Milwaukee - C 0117,vap_aian,8
Milwaukee - C 0117,vap_asian,2
Milwaukee - C 0117,vap_black,955
Milwaukee - C 0117,vap_hisp,46
Milwaukee - C 0117,vap_nhpi,0
Milwaukee - C 0117,vap_other,8
Milwaukee - C 0117,vap_two,40
Milwaukee - C 0117,vap_white,53
Milwaukee - C 0118,vap,1236
Milwaukee - C 0118,vap_aian,0
Milwaukee - C 0118,vap_asian,6
Milwaukee - C 0118,vap_black,914
Milwaukee - C 0118,vap_hisp,133
Milwaukee - C 0118,vap_nhpi,0
Milwaukee - C 0118,vap_other,1
Milwaukee - C 0118,vap_two,47
Milwaukee - C 0118,vap_white,135
Milwaukee - C 0119,vap,1833
Milwaukee - C 0119,vap_aian,18
Milwaukee - C 0119,vap_asian,13
Milwaukee - C 0119,vap_black,669
Milwaukee - C 0119,vap_hisp,257
Milwaukee - C 0119,vap_nhpi,0
Milwaukee - C 0119,vap_other,10
Milwaukee - C 0119,vap_two,74
Milwaukee - C 0119,vap_white,792
Milwaukee - C 0120,vap,1025
Milwaukee - C 0120,vap_aian,0
Milwaukee - C 0120,vap_asian,61
Milwaukee - C 0120,vap_black,435
Milwaukee - C 0120,vap_hisp,68
Milwaukee - C 0120,vap_nhpi,0
Milwaukee - C 0120,vap_other,4
Milwaukee - C 0120,vap_two,36
Milwaukee - C 0120,vap_white,421
Milwaukee - C 0121,vap,1188
Milwaukee - C 0121,vap_aian,3
Milwaukee - C 0121,vap_asian,21
Milwaukee - C 0121,vap_black,80
Milwaukee - C 0121,vap_hisp,133
Milwaukee - C 0121,vap_nhpi,0
Milwaukee - C 0121,vap_other,6
Milwaukee - C 0121,vap_two,62
Milwaukee - C 0121,vap_white,883
Milwaukee - C 0122,vap,1109
Milwaukee - C 0122,vap_aian,0
Milwaukee - C 0122,vap_asian,13
Milwaukee - C 0122,vap_black,278
Milwaukee - C 0122,vap_hisp,64
Milwaukee - C 0122,vap_nhpi,0
Milwaukee - C 0122,vap_other,2
Milwaukee - C 0122,vap_two,62
Milwaukee - C 0122,vap_white,690
Milwaukee - C 0123,vap,2657
Milwaukee - C 0123,vap_aian,3
Milwaukee - C 0123,vap_asian,112
Milwaukee - C 0123,vap_black,84
Milwaukee - C 0123,vap_hisp,166
Milwaukee - C 0123,vap_nhpi,0
Milwaukee - C 0123,vap_other,77
Milwaukee - C 0123,vap_two,78
Milwaukee - C 0123,vap_white,2137
Milwaukee - C 0124,vap,2664
Milwaukee - C 0124,vap_aian,13
Milwaukee - C 0124,vap_asian,109
Milwaukee - C 0124,vap_black,107
Milwaukee - C 0124,vap_hisp,172
Milwaukee - C 0124,vap_nhpi,0
Milwaukee - C 0124,vap_other,18
Milwaukee - C 0124,vap_two,104
