ward_2022,group,count_2020
Greendale - V 0011,vap_nhpi,0
Greendale - V 0011,vap_other,1
Greendale - V 0011,vap_two,16
Greendale - V 0011,vap_white,186
Greenfield - C 0001,vap,1431
Greenfield - C 0001,vap_aian,9
Greenfield - C 0001,vap_asian,55
Greenfield - C 0001,vap_black,29
Greenfield - C 0001,vap_hisp,252
Greenfield - C 0001,vap_nhpi,1
Greenfield - C 0001,vap_other,8
Greenfield - C 0001,vap_two,31
Greenfield - C 0001,vap_white,1046
Greenfield - C 0002,vap,1369
Greenfield - C 0002,vap_aian,8
Greenfield - C 0002,vap_asian,58
Greenfield - C 0002,vap_black,53
Greenfield - C 0002,vap_hisp,136
Greenfield - C 0002,vap_nhpi,0
Greenfield - C 0002,vap_other,0
Greenfield - C 0002,vap_two,47
Greenfield - C 0002,vap_white,1067
Greenfield - C 0003,vap,1507
Greenfield - C 0003,vap_aian,9
Greenfield - C 0003,vap_asian,102
Greenfield - C 0003,vap_black,137
Greenfield - C 0003,vap_hisp,282
Greenfield - C 0003,vap_nhpi,0
Greenfield - C 0003,vap_other,3
Greenfield - C 0003,vap_two,41
Greenfield - C 0003,vap_white,933
Greenfield - C 0004,vap,1497
Greenfield - C 0004,vap_aian,13
Greenfield - C 0004,vap_asian,87
Greenfield - C 0004,vap_black,108
Greenfield - C 0004,vap_hisp,279
Greenfield - C 0004,vap_nhpi,0
Greenfield - C 0004,vap_other,19
Greenfield - C 0004,vap_two,49
Greenfield - C 0004,vap_white,942
Greenfield - C 0005,vap,48
Greenfield - C 0005,vap_aian,3
Greenfield - C 0005,vap_asian,0
Greenfield - C 0005,vap_black,2
Greenfield - C 0005,vap_hisp,3
Greenfield - C 0005,vap_nhpi,0
Greenfield - C 0005,vap_other,2
Greenfield - C 0005,vap_two,5
Greenfield - C 0005,vap_white,33
Greenfield - C 0006,vap,62
Greenfield - C 0006,vap_aian,0
Greenfield - C 0006,vap_asian,1
Greenfield - C 0006,vap_black,4
Greenfield - C 0006,vap_hisp,12
Greenfield - C 0006,vap_nhpi,0
Greenfield - C 0006,vap_other,0
Greenfield - C 0006,vap_two,3
Greenfield - C 0006,vap_white,42
Greenfield - C 0007,vap,9
Greenfield - C 0007,vap_aian,0
Greenfield - C 0007,vap_asian,0
Greenfield - C 0007,vap_black,0
Greenfield - C 0007,vap_hisp,3
Greenfield - C 0007,vap_nhpi,0
Greenfield - C 0007,vap_other,0
Greenfield - C 0007,vap_two,0
Greenfield - C 0007,vap_white,6
Greenfield - C 0008,vap,1490
Greenfield - C 0008,vap_aian,7
Greenfield - C 0008,vap_asian,47
Greenfield - C 0008,vap_black,93
Greenfield - C 0008,vap_hisp,209
Greenfield - C 0008,vap_nhpi,0
Greenfield - C 0008,vap_other,0
Greenfield - C 0008,vap_two,50
Greenfield - C 0008,vap_white,1084
Greenfield - C 0009,vap,1298
Greenfield - C 0009,vap_aian,9
Greenfield - C 0009,vap_asian,54
Greenfield - C 0009,vap_black,26
Greenfield - C 0009,vap_hisp,101
Greenfield - C 0009,vap_nhpi,0
Greenfield - C 0009,vap_other,2
Greenfield - C 0009,vap_two,47
Greenfield - C 0009,vap_white,1059
Greenfield - C 0010,vap,1075
Greenfield - C 0010,vap_aian,0
Greenfield - C 0010,vap_asian,33
Greenfield - C 0010,vap_black,27
Greenfield - C 0010,vap_hisp,61
Greenfield - C 0010,vap_nhpi,0
Greenfield - C 0010,vap_other,4
Greenfield - C 0010,vap_two,29
Greenfield - C 0010,vap_white,921
Greenfield - C 0011,vap,1767
Greenfield - C 0011,vap_aian,4
Greenfield - C 0011,vap_asian,65
Greenfield - C 0011,vap_black,104
Greenfield - C 0011,vap_hisp,143
Greenfield - C 0011,vap_nhpi,0
Greenfield - C 0011,vap_other,5
Greenfield - C 0011,vap_two,39
Greenfield - C 0011,vap_white,1407
Greenfield - C 0012,vap,831
Greenfield - C 0012,vap_aian,3
Greenfield - C 0012,vap_asian,28
Greenfield - C 0012,vap_black,22
Greenfield - C 0012,vap_hisp,74
Greenfield - C 0012,vap_nhpi,0
Greenfield - C 0012,vap_other,0
Greenfield - C 0012,vap_two,28
Greenfield - C 0012,vap_white,676
Greenfield - C 0013,vap,1542
Greenfield - C 0013,vap_aian,3
Greenfield - C 0013,vap_asian,34
Greenfield - C 0013,vap_black,35
Greenfield - C 0013,vap_hisp,87
Greenfield - C 0013,vap_nhpi,1
Greenfield - C 0013,vap_other,0
Greenfield - C 0013,vap_two,25
Greenfield - C 0013,vap_white,1357
Greenfield - C 0014,vap,1506
Greenfield - C 0014,vap_aian,5
Greenfield - C 0014,vap_asian,85
Greenfield - C 0014,vap_black,74
Greenfield - C 0014,vap_hisp,106
Greenfield - C 0014,vap_nhpi,0
Greenfield - C 0014,vap_other,4
Greenfield - C 0014,vap_two,46
Greenfield - C 0014,vap_white,1186
Greenfield - C 0015,vap,1623
Greenfield - C 0015,vap_aian,1
Greenfield - C 0015,vap_asian,77
Greenfield - C 0015,vap_black,25
Greenfield - C 0015,vap_hisp,78
Greenfield - C 0015,vap_nhpi,0
Greenfield - C 0015,vap_other,4
Greenfield - C 0015,vap_two,61
Greenfield - C 0015,vap_white,1377
Greenfield - C 0016,vap,1739
Greenfield - C 0016,vap_aian,6
Greenfield - C 0016,vap_asian,119
Greenfield - C 0016,vap_black,51
Greenfield - C 0016,vap_hisp,112
Greenfield - C 0016,vap_nhpi,0
Greenfield - C 0016,vap_other,1
Greenfield - C 0016,vap_two,34
Greenfield - C 0016,vap_white,1416
Greenfield - C 0017,vap,997
Greenfield - C 0017,vap_aian,10
Greenfield - C 0017,vap_asian,29
Greenfield - C 0017,vap_black,27
Greenfield - C 0017,vap_hisp,122
Greenfield - C 0017,vap_nhpi,1
Greenfield - C 0017,vap_other,4
Greenfield - C 0017,vap_two,23
Greenfield - C 0017,vap_white,781
Greenfield - C 0018,vap,1496
Greenfield - C 0018,vap_aian,4
Greenfield - C 0018,vap_asian,72
Greenfield - C 0018,vap_black,58
Greenfield - C 0018,vap_hisp,254
Greenfield - C 0018,vap_nhpi,0
Greenfield - C 0018,vap_other,3
Greenfield - C 0018,vap_two,53
Greenfield - C 0018,vap_white,1052
Greenfield - C 0019,vap,1454
Greenfield - C 0019,vap_aian,14
Greenfield - C 0019,vap_asian,68
Greenfield - C 0019,vap_black,42
Greenfield - C 0019,vap_hisp,235
Greenfield - C 0019,vap_nhpi,1
Greenfield - C 0019,vap_other,0
Greenfield - C 0019,vap_two,46
Greenfield - C 0019,vap_white,1048
Greenfield - C 0020,vap,532
Greenfield - C 0020,vap_aian,3
Greenfield - C 0020,vap_asian,22
Greenfield - C 0020,vap_black,15
Greenfield - C 0020,vap_hisp,52
Greenfield - C 0020,vap_nhpi,0
Greenfield - C 0020,vap_other,2
Greenfield - C 0020,vap_two,22
Greenfield - C 0020,vap_white,416
Greenfield - C 0021,vap,1552
Greenfield - C 0021,vap_aian,0
Greenfield - C 0021,vap_asian,177
Greenfield - C 0021,vap_black,63
Greenfield - C 0021,vap_hisp,139
Greenfield - C 0021,vap_nhpi,0
Greenfield - C 0021,vap_other,6
Greenfield - C 0021,vap_two,43
Greenfield - C 0021,vap_white,1124
Greenfield - C 0022,vap,1217
Greenfield - C 0022,vap_aian,14
Greenfield - C 0022,vap_asian,79
Greenfield - C 0022,vap_black,40
Greenfield - C 0022,vap_hisp,173
Greenfield - C 0022,vap_nhpi,0
Greenfield - C 0022,vap_other,5
Greenfield - C 0022,vap_two,49
Greenfield - C 0022,vap_white,857
Greenfield - C 0023,vap,1820
Greenfield - C 0023,vap_aian,1
Greenfield - C 0023,vap_asian,115
Greenfield - C 0023,vap_black,43
Greenfield - C 0023,vap_hisp,92
Greenfield - C 0023,vap_nhpi,1
Greenfield - C 0023,vap_other,4
Greenfield - C 0023,vap_two,32
Greenfield - C 0023,vap_white,1532
Greenfield - C 0024,vap,1679
Greenfield - C 0024,vap_aian,12
Greenfield - C 0024,vap_asian,83
Greenfield - C 0024,vap_black,23
Greenfield - C 0024,vap_hisp,196
Greenfield - C 0024,vap_nhpi,0
Greenfield - C 0024,vap_other,9
Greenfield - C 0024,vap_two,43
Greenfield - C 0024,vap_white,1313
Greenfield - C 0025,vap,1312
Greenfield - C 0025,vap_aian,3
Greenfield - C 0025,vap_asian,153
Greenfield - C 0025,vap_black,59
Greenfield - C 0025,vap_hisp,204
Greenfield - C 0025,vap_nhpi,0
Greenfield - C 0025,vap_other,0
Greenfield - C 0025,vap_two,53
Greenfield - C 0025,vap_white,840
Greenfield - C 0026,vap,194
Greenfield - C 0026,vap_aian,0
Greenfield - C 0026,vap_asian,3
Greenfield - C 0026,vap_black,2
Greenfield - C 0026,vap_hisp,49
Greenfield - C 0026,vap_nhpi,0
Greenfield - C 0026,vap_other,1
Greenfield - C 0026,vap_two,6
Greenfield - C 0026,vap_white,133
Hales Corners - V 0001,vap,734
Hales Corners - V 0001,vap_aian,0
Hales Corners - V 0001,vap_asian,10
Hales Corners - V 0001,vap_black,1
Hales Corners - V 0001,vap_hisp,36
Hales Corners - V 0001,vap_nhpi,0
Hales Corners - V 0001,vap_other,3
Hales Corners - V 0001,vap_two,10
Hales Corners - V 0001,vap_white,674
Hales Corners - V 0002,vap,680
Hales Corners - V 0002,vap_aian,2
Hales Corners - V 0002,vap_asian,9
Hales Corners - V 0002,vap_black,6
Hales Corners - V 0002,vap_hisp,46
Hales Corners - V 0002,vap_nhpi,0
Hales Corners - V 0002,vap_other,2
Hales Corners - V 0002,vap_two,20
Hales Corners - V 0002,vap_white,595
Hales Corners - V 0003,vap,638
Hales Corners - V 0003,vap_aian,4
Hales Corners - V 0003,vap_asian,8
Hales Corners - V 0003,vap_black,19
Hales Corners - V 0003,vap_hisp,43
Hales Corners - V 0003,vap_nhpi,0
Hales Corners - V 0003,vap_other,1
Hales Corners - V 0003,vap_two,23
Hales Corners - V 0003,vap_white,540
Hales Corners - V 0004,vap,667
Hales Corners - V 0004,vap_aian,3
Hales Corners - V 0004,vap_asian,10
Hales Corners - V 0004,vap_black,9
Hales Corners - V 0004,vap_hisp,40
Hales Corners - V 0004,vap_nhpi,0
Hales Corners - V 0004,vap_other,0
Hales Corners - V 0004,vap_two,14
Hales Corners - V 0004,vap_white,591
Hales Corners - V 0005,vap,711
Hales Corners - V 0005,vap_aian,0
Hales Corners - V 0005,vap_asian,11
Hales Corners - V 0005,vap_black,8
Hales Corners - V 0005,vap_hisp,40
Hales Corners - V 0005,vap_nhpi,0
Hales Corners - V 0005,vap_other,0
Hales Corners - V 0005,vap_two,7
Hales Corners - V 0005,vap_white,645
Hales Corners - V 0006,vap,665
Hales Corners - V 0006,vap_aian,0
Hales Corners - V 0006,vap_asian,8
Hales Corners - V 0006,vap_black,8
Hales Corners - V 0006,vap_hisp,51
Hales Corners - V 0006,vap_nhpi,0
Hales Corners - V 0006,vap_other,1
Hales Corners - V 0006,vap_two,13
Hales Corners - V 0006,vap_white,584
Hales Corners - V 0007,vap,702
Hales Corners - V 0007,vap_aian,0
Hales Corners - V 0007,vap_asian,6
Hales Corners - V 0007,vap_black,8
Hales Corners - V 0007,vap_hisp,47
Hales Corners - V 0007,vap_nhpi,0
Hales Corners - V 0007,vap_other,1
Hales Corners - V 0007,vap_two,19
Hales Corners - V 0007,vap_white,621
Hales Corners - V 0008,vap,708
Hales Corners - V 0008,vap_aian,0
Hales Corners - V 0008,vap_asian,0
Hales Corners - V 0008,vap_black,4
Hales Corners - V 0008,vap_hisp,24
Hales Corners - V 0008,vap_nhpi,0
Hales Corners - V 0008,vap_other,3
Hales Corners - V 0008,vap_two,14
Hales Corners - V 0008,vap_white,663
Hales Corners - V 0009,vap,646
Hales Corners - V 0009,vap_aian,0
Hales Corners - V 0009,vap_asian,33
Hales Corners - V 0009,vap_black,47
Hales Corners - V 0009,vap_hisp,34
Hales Corners - V 0009,vap_nhpi,0
Hales Corners - V 0009,vap_other,9
Hales Corners - V 0009,vap_two,23
Hales Corners - V 0009,vap_white,500
Milwaukee - C 0001,vap,2499
Milwaukee - C 0001,vap_aian,7
Milwaukee - C 0001,vap_asian,102
Milwaukee - C 0001,vap_black,1553
Milwaukee - C 0001,vap_hisp,342
Milwaukee - C 0001,vap_nhpi,0
Milwaukee - C 0001,vap_other,12
Milwaukee - C 0001,vap_two,60
Milwaukee - C 0001,vap_white,423
Milwaukee - C 0002,vap,899
Milwaukee - C 0002,vap_aian,0
Milwaukee - C 0002,vap_asian,4
Milwaukee - C 0002,vap_black,659
Milwaukee - C 0002,vap_hisp,134
Milwaukee - C 0002,vap_nhpi,0
Milwaukee - C 0002,vap_other,11
Milwaukee - C 0002,vap_two,20
Milwaukee - C 0002,vap_white,71
Milwaukee - C 0003,vap,1539
Milwaukee - C 0003,vap_aian,2
Milwaukee - C 0003,vap_asian,101
Milwaukee - C 0003,vap_black,850
Milwaukee - C 0003,vap_hisp,92
Milwaukee - C 0003,vap_nhpi,0
Milwaukee - C 0003,vap_other,3
Milwaukee - C 0003,vap_two,51
Milwaukee - C 0003,vap_white,440
Milwaukee - C 0004,vap,2692
Milwaukee - C 0004,vap_aian,6
Milwaukee - C 0004,vap_asian,82
Milwaukee - C 0004,vap_black,1764
Milwaukee - C 0004,vap_hisp,92
Milwaukee - C 0004,vap_nhpi,1
Milwaukee - C 0004,vap_other,12
Milwaukee - C 0004,vap_two,63
Milwaukee - C 0004,vap_white,672
Milwaukee - C 0005,vap,1344
Milwaukee - C 0005,vap_aian,2
Milwaukee - C 0005,vap_asian,45
Milwaukee - C 0005,vap_black,931
Milwaukee - C 0005,vap_hisp,61
Milwaukee - C 0005,vap_nhpi,1
Milwaukee - C 0005,vap_other,7
Milwaukee - C 0005,vap_two,43
Milwaukee - C 0005,vap_white,254
Milwaukee - C 0006,vap,1562
Milwaukee - C 0006,vap_aian,3
Milwaukee - C 0006,vap_asian,148
Milwaukee - C 0006,vap_black,738
Milwaukee - C 0006,vap_hisp,78
Milwaukee - C 0006,vap_nhpi,0
Milwaukee - C 0006,vap_other,7
Milwaukee - C 0006,vap_two,39
Milwaukee - C 0006,vap_white,549
Milwaukee - C 0007,vap,981
Milwaukee - C 0007,vap_aian,2
Milwaukee - C 0007,vap_asian,74
Milwaukee - C 0007,vap_black,444
Milwaukee - C 0007,vap_hisp,68
Milwaukee - C 0007,vap_nhpi,1
Milwaukee - C 0007,vap_other,0
Milwaukee - C 0007,vap_two,29
Milwaukee - C 0007,vap_white,363
Milwaukee - C 0008,vap,1957
Milwaukee - C 0008,vap_aian,4
Milwaukee - C 0008,vap_asian,94
Milwaukee - C 0008,vap_black,1052
Milwaukee - C 0008,vap_hisp,115
Milwaukee - C 0008,vap_nhpi,2
Milwaukee - C 0008,vap_other,9
Milwaukee - C 0008,vap_two,83
Milwaukee - C 0008,vap_white,598
Milwaukee - C 0009,vap,1097
Milwaukee - C 0009,vap_aian,1
Milwaukee - C 0009,vap_asian,151
Milwaukee - C 0009,vap_black,667
Milwaukee - C 0009,vap_hisp,46
Milwaukee - C 0009,vap_nhpi,0
Milwaukee - C 0009,vap_other,4
Milwaukee - C 0009,vap_two,33
Milwaukee - C 0009,vap_white,195
Milwaukee - C 0010,vap,1779
Milwaukee - C 0010,vap_aian,0
Milwaukee - C 0010,vap_asian,284
Milwaukee - C 0010,vap_black,754
Milwaukee - C 0010,vap_hisp,78
Milwaukee - C 0010,vap_nhpi,0
Milwaukee - C 0010,vap_other,4
Milwaukee - C 0010,vap_two,44
Milwaukee - C 0010,vap_white,615
Milwaukee - C 0011,vap,1644
Milwaukee - C 0011,vap_aian,1
Milwaukee - C 0011,vap_asian,274
Milwaukee - C 0011,vap_black,835
Milwaukee - C 0011,vap_hisp,107
Milwaukee - C 0011,vap_nhpi,0
Milwaukee - C 0011,vap_other,4
Milwaukee - C 0011,vap_two,63
Milwaukee - C 0011,vap_white,360
Milwaukee - C 0012,vap,1372
Milwaukee - C 0012,vap_aian,2
Milwaukee - C 0012,vap_asian,349
Milwaukee - C 0012,vap_black,761
Milwaukee - C 0012,vap_hisp,41
Milwaukee - C 0012,vap_nhpi,0
Milwaukee - C 0012,vap_other,3
Milwaukee - C 0012,vap_two,29
Milwaukee - C 0012,vap_white,187
Milwaukee - C 0013,vap,778
Milwaukee - C 0013,vap_aian,0
Milwaukee - C 0013,vap_asian,129
Milwaukee - C 0013,vap_black,400
Milwaukee - C 0013,vap_hisp,19
Milwaukee - C 0013,vap_nhpi,0
Milwaukee - C 0013,vap_other,3
Milwaukee - C 0013,vap_two,20
Milwaukee - C 0013,vap_white,207
Milwaukee - C 0014,vap,1591
Milwaukee - C 0014,vap_aian,1
Milwaukee - C 0014,vap_asian,17
Milwaukee - C 0014,vap_black,1305
Milwaukee - C 0014,vap_hisp,55
Milwaukee - C 0014,vap_nhpi,0
Milwaukee - C 0014,vap_other,0
Milwaukee - C 0014,vap_two,42
Milwaukee - C 0014,vap_white,171
Milwaukee - C 0015,vap,1015
Milwaukee - C 0015,vap_aian,5
Milwaukee - C 0015,vap_asian,110
Milwaukee - C 0015,vap_black,329
Milwaukee - C 0015,vap_hisp,87
Milwaukee - C 0015,vap_nhpi,3
Milwaukee - C 0015,vap_other,7
Milwaukee - C 0015,vap_two,38
Milwaukee - C 0015,vap_white,436
Milwaukee - C 0016,vap,2234
Milwaukee - C 0016,vap_aian,3
Milwaukee - C 0016,vap_asian,164
Milwaukee - C 0016,vap_black,1506
Milwaukee - C 0016,vap_hisp,103
Milwaukee - C 0016,vap_nhpi,0
Milwaukee - C 0016,vap_other,7
Milwaukee - C 0016,vap_two,63
Milwaukee - C 0016,vap_white,388
Milwaukee - C 0017,vap,928
Milwaukee - C 0017,vap_aian,0
Milwaukee - C 0017,vap_asian,41
Milwaukee - C 0017,vap_black,480
Milwaukee - C 0017,vap_hisp,60
Milwaukee - C 0017,vap_nhpi,1
Milwaukee - C 0017,vap_other,7
Milwaukee - C 0017,vap_two,80
Milwaukee - C 0017,vap_white,259
Milwaukee - C 0018,vap,1357
Milwaukee - C 0018,vap_aian,1
Milwaukee - C 0018,vap_asian,77
Milwaukee - C 0018,vap_black,824
Milwaukee - C 0018,vap_hisp,80
Milwaukee - C 0018,vap_nhpi,0
Milwaukee - C 0018,vap_other,4
Milwaukee - C 0018,vap_two,48
Milwaukee - C 0018,vap_white,323
Milwaukee - C 0019,vap,1202
Milwaukee - C 0019,vap_aian,4
Milwaukee - C 0019,vap_asian,85
Milwaukee - C 0019,vap_black,826
Milwaukee - C 0019,vap_hisp,56
Milwaukee - C 0019,vap_nhpi,2
Milwaukee - C 0019,vap_other,2
Milwaukee - C 0019,vap_two,38
Milwaukee - C 0019,vap_white,189
Milwaukee - C 0020,vap,1524
Milwaukee - C 0020,vap_aian,3
Milwaukee - C 0020,vap_asian,30
Milwaukee - C 0020,vap_black,1099
Milwaukee - C 0020,vap_hisp,95
Milwaukee - C 0020,vap_nhpi,0
Milwaukee - C 0020,vap_other,13
Milwaukee - C 0020,vap_two,52
Milwaukee - C 0020,vap_white,232
Milwaukee - C 0021,vap,770
Milwaukee - C 0021,vap_aian,5
Milwaukee - C 0021,vap_asian,26
Milwaukee - C 0021,vap_black,598
Milwaukee - C 0021,vap_hisp,20
Milwaukee - C 0021,vap_nhpi,0
Milwaukee - C 0021,vap_other,5
Milwaukee - C 0021,vap_two,28
Milwaukee - C 0021,vap_white,88
Milwaukee - C 0022,vap,1287
Milwaukee - C 0022,vap_aian,4
Milwaukee - C 0022,vap_asian,26
Milwaukee - C 0022,vap_black,972
Milwaukee - C 0022,vap_hisp,59
Milwaukee - C 0022,vap_nhpi,0
Milwaukee - C 0022,vap_other,3
Milwaukee - C 0022,vap_two,25
Milwaukee - C 0022,vap_white,198
Milwaukee - C 0023,vap,854
Milwaukee - C 0023,vap_aian,0
Milwaukee - C 0023,vap_asian,11
Milwaukee - C 0023,vap_black,712
Milwaukee - C 0023,vap_hisp,32
Milwaukee - C 0023,vap_nhpi,0
Milwaukee - C 0023,vap_other,1
Milwaukee - C 0023,vap_two,20
Milwaukee - C 0023,vap_white,78
Milwaukee - C 0024,vap,638
Milwaukee - C 0024,vap_aian,0
Milwaukee - C 0024,vap_asian,136
Milwaukee - C 0024,vap_black,445
Milwaukee - C 0024,vap_hisp,10
Milwaukee - C 0024,vap_nhpi,0
Milwaukee - C 0024,vap_other,0
Milwaukee - C 0024,vap_two,20
Milwaukee - C 0024,vap_white,27
Milwaukee - C 0025,vap,1381
Milwaukee - C 0025,vap_aian,9
Milwaukee - C 0025,vap_asian,276
Milwaukee - C 0025,vap_black,936
Milwaukee - C 0025,vap_hisp,55
Milwaukee - C 0025,vap_nhpi,0
Milwaukee - C 0025,vap_other,8
Milwaukee - C 0025,vap_two,17
Milwaukee - C 0025,vap_white,80
Milwaukee - C 0026,vap,719
Milwaukee - C 0026,vap_aian,3
Milwaukee - C 0026,vap_asian,111
Milwaukee - C 0026,vap_black,470
Milwaukee - C 0026,vap_hisp,34
Milwaukee - C 0026,vap_nhpi,0
Milwaukee - C 0026,vap_other,2
Milwaukee - C 0026,vap_two,24
Milwaukee - C 0026,vap_white,75
Milwaukee - C 0027,vap,1097
Milwaukee - C 0027,vap_aian,5
Milwaukee - C 0027,vap_asian,321
Milwaukee - C 0027,vap_black,583
Milwaukee - C 0027,vap_hisp,36
Milwaukee - C 0027,vap_nhpi,0
Milwaukee - C 0027,vap_other,4
Milwaukee - C 0027,vap_two,10
Milwaukee - C 0027,vap_white,138
Milwaukee - C 0028,vap,914
Milwaukee - C 0028,vap_aian,1
Milwaukee - C 0028,vap_asian,68
Milwaukee - C 0028,vap_black,604
Milwaukee - C 0028,vap_hisp,39
Milwaukee - C 0028,vap_nhpi,0
Milwaukee - C 0028,vap_other,0
Milwaukee - C 0028,vap_two,50
Milwaukee - C 0028,vap_white,152
Milwaukee - C 0029,vap,1138
Milwaukee - C 0029,vap_aian,12
Milwaukee - C 0029,vap_asian,133
Milwaukee - C 0029,vap_black,769
Milwaukee - C 0029,vap_hisp,38
Milwaukee - C 0029,vap_nhpi,0
Milwaukee - C 0029,vap_other,9
Milwaukee - C 0029,vap_two,41
Milwaukee - C 0029,vap_white,136
Milwaukee - C 0030,vap,1018
Milwaukee - C 0030,vap_aian,6
Milwaukee - C 0030,vap_asian,160
Milwaukee - C 0030,vap_black,656
Milwaukee - C 0030,vap_hisp,16
Milwaukee - C 0030,vap_nhpi,2
Milwaukee - C 0030,vap_other,3
Milwaukee - C 0030,vap_two,26
Milwaukee - C 0030,vap_white,149
Milwaukee - C 0031,vap,1471
Milwaukee - C 0031,vap_aian,9
Milwaukee - C 0031,vap_asian,131
Milwaukee - C 0031,vap_black,1024
Milwaukee - C 0031,vap_hisp,77
Milwaukee - C 0031,vap_nhpi,0
Milwaukee - C 0031,vap_other,9
Milwaukee - C 0031,vap_two,43
Milwaukee - C 0031,vap_white,178
Milwaukee - C 0032,vap,1580
Milwaukee - C 0032,vap_aian,0
Milwaukee - C 0032,vap_asian,215
Milwaukee - C 0032,vap_black,814
Milwaukee - C 0032,vap_hisp,83
Milwaukee - C 0032,vap_nhpi,0
Milwaukee - C 0032,vap_other,8
Milwaukee - C 0032,vap_two,46
Milwaukee - C 0032,vap_white,414
Milwaukee - C 0033,vap,2683
Milwaukee - C 0033,vap_aian,12
Milwaukee - C 0033,vap_asian,118
Milwaukee - C 0033,vap_black,888
Milwaukee - C 0033,vap_hisp,133
Milwaukee - C 0033,vap_nhpi,0
Milwaukee - C 0033,vap_other,8
Milwaukee - C 0033,vap_two,85
Milwaukee - C 0033,vap_white,1439
Milwaukee - C 0034,vap,1165
Milwaukee - C 0034,vap_aian,4
Milwaukee - C 0034,vap_asian,53
Milwaukee - C 0034,vap_black,699
Milwaukee - C 0034,vap_hisp,48
Milwaukee - C 0034,vap_nhpi,0
Milwaukee - C 0034,vap_other,16
Milwaukee - C 0034,vap_two,32
Milwaukee - C 0034,vap_white,313
Milwaukee - C 0035,vap,2317
Milwaukee - C 0035,vap_aian,13
Milwaukee - C 0035,vap_asian,233
Milwaukee - C 0035,vap_black,853
Milwaukee - C 0035,vap_hisp,172
Milwaukee - C 0035,vap_nhpi,0
Milwaukee - C 0035,vap_other,10
Milwaukee - C 0035,vap_two,94
Milwaukee - C 0035,vap_white,942
Milwaukee - C 0036,vap,1237
Milwaukee - C 0036,vap_aian,9
Milwaukee - C 0036,vap_asian,77
Milwaukee - C 0036,vap_black,888
Milwaukee - C 0036,vap_hisp,33
Milwaukee - C 0036,vap_nhpi,2
Milwaukee - C 0036,vap_other,2
Milwaukee - C 0036,vap_two,43
Milwaukee - C 0036,vap_white,183
Milwaukee - C 0037,vap,1456
Milwaukee - C 0037,vap_aian,2
Milwaukee - C 0037,vap_asian,89
Milwaukee - C 0037,vap_black,1064
Milwaukee - C 0037,vap_hisp,38
Milwaukee - C 0037,vap_nhpi,0
Milwaukee - C 0037,vap_other,7
Milwaukee - C 0037,vap_two,38
Milwaukee - C 0037,vap_white,218
Milwaukee - C 0038,vap,986
Milwaukee - C 0038,vap_aian,2
Milwaukee - C 0038,vap_asian,45
Milwaukee - C 0038,vap_black,730
Milwaukee - C 0038,vap_hisp,54
Milwaukee - C 0038,vap_nhpi,0
Milwaukee - C 0038,vap_other,8
Milwaukee - C 0038,vap_two,43
Milwaukee - C 0038,vap_white,104
Milwaukee - C 0039,vap,1075
Milwaukee - C 0039,vap_aian,6
Milwaukee - C 0039,vap_asian,122
Milwaukee - C 0039,vap_black,589
Milwaukee - C 0039,vap_hisp,48
Milwaukee - C 0039,vap_nhpi,3
Milwaukee - C 0039,vap_other,1
Milwaukee - C 0039,vap_two,28
Milwaukee - C 0039,vap_white,278
Milwaukee - C 0040,vap,1127
Milwaukee - C 0040,vap_aian,0
Milwaukee - C 0040,vap_asian,59
Milwaukee - C 0040,vap_black,861
Milwaukee - C 0040,vap_hisp,43
Milwaukee - C 0040,vap_nhpi,1
Milwaukee - C 0040,vap_other,0
Milwaukee - C 0040,vap_two,32
Milwaukee - C 0040,vap_white,131
Milwaukee - C 0041,vap,1343
Milwaukee - C 0041,vap_aian,4
Milwaukee - C 0041,vap_asian,100
Milwaukee - C 0041,vap_black,960
Milwaukee - C 0041,vap_hisp,48
Milwaukee - C 0041,vap_nhpi,0
Milwaukee - C 0041,vap_other,8
Milwaukee - C 0041,vap_two,43
Milwaukee - C 0041,vap_white,180
Milwaukee - C 0042,vap,1597
Milwaukee - C 0042,vap_aian,2
Milwaukee - C 0042,vap_asian,103
Milwaukee - C 0042,vap_black,1131
Milwaukee - C 0042,vap_hisp,83
Milwaukee - C 0042,vap_nhpi,0
Milwaukee - C 0042,vap_other,5
Milwaukee - C 0042,vap_two,34
Milwaukee - C 0042,vap_white,239
Milwaukee - C 0043,vap,1328
Milwaukee - C 0043,vap_aian,3
Milwaukee - C 0043,vap_asian,40
Milwaukee - C 0043,vap_black,989
Milwaukee - C 0043,vap_hisp,70
Milwaukee - C 0043,vap_nhpi,0
Milwaukee - C 0043,vap_other,4
Milwaukee - C 0043,vap_two,33
Milwaukee - C 0043,vap_white,189
Milwaukee - C 0044,vap,1459
Milwaukee - C 0044,vap_aian,6
Milwaukee - C 0044,vap_asian,88
Milwaukee - C 0044,vap_black,1090
Milwaukee - C 0044,vap_hisp,61
Milwaukee - C 0044,vap_nhpi,1
Milwaukee - C 0044,vap_other,15
Milwaukee - C 0044,vap_two,25
Milwaukee - C 0044,vap_white,173
Milwaukee - C 0045,vap,1412
Milwaukee - C 0045,vap_aian,1
Milwaukee - C 0045,vap_asian,84
Milwaukee - C 0045,vap_black,1075
Milwaukee - C 0045,vap_hisp,59
Milwaukee - C 0045,vap_nhpi,0
Milwaukee - C 0045,vap_other,1
Milwaukee - C 0045,vap_two,48
