ward_2011,group,count_2010,est_2012,est_2014,est_2016,est_2018,count_2020
Milwaukee - C 1,vap_two,50,52,54,56,58,60
Milwaukee - C 1,vap_white,860,772.6,685.2,597.8,510.4,423
Milwaukee - C 10,vap,1798,1794.2,1790.4,1786.6,1782.8,1779
Milwaukee - C 10,vap_aian,5,4,3,2,1,0
Milwaukee - C 10,vap_asian,138,167.2,196.4,225.6,254.8,284
Milwaukee - C 10,vap_black,679,694,709,724,739,754
Milwaukee - C 10,vap_hisp,61,64.4,67.8,71.2,74.6,78
Milwaukee - C 10,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 10,vap_other,3,3.2,3.4,3.6,3.8,4
Milwaukee - C 10,vap_two,23,27.2,31.4,35.6,39.8,44
Milwaukee - C 10,vap_white,889,834.2,779.4,724.6,669.8,615
Milwaukee - C 100,vap,971,962.2,953.4,944.6,935.8,927
Milwaukee - C 100,vap_aian,1,1.6,2.2,2.8,3.4000000000000004,4
Milwaukee - C 100,vap_asian,3,4.8,6.6,8.399999999999999,10.2,12
Milwaukee - C 100,vap_black,864,854.2,844.4,834.6,824.8,815
Milwaukee - C 100,vap_hisp,17,18,19,20,21,22
Milwaukee - C 100,vap_nhpi,0,0.4,0.8,1.2,1.6,2
Milwaukee - C 100,vap_other,0,0.8,1.6,2.4,3.2,4
Milwaukee - C 100,vap_two,13,13.4,13.8,14.2,14.6,15
Milwaukee - C 100,vap_white,73,69,65,61,57,53
Milwaukee - C 101,vap,1333,1339.6,1346.2,1352.8,1359.4,1366
Milwaukee - C 101,vap_aian,3,3.4,3.8,4.2,4.6,5
Milwaukee - C 101,vap_asian,13,12.4,11.8,11.2,10.6,10
Milwaukee - C 101,vap_black,1209,1213,1217,1221,1225,1229
Milwaukee - C 101,vap_hisp,24,28,32,36,40,44
Milwaukee - C 101,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 101,vap_other,0,1,2,3,4,5
Milwaukee - C 101,vap_two,21,23.2,25.4,27.6,29.8,32
Milwaukee - C 101,vap_white,63,58.6,54.2,49.8,45.4,41
Milwaukee - C 102,vap,1614,1621.6,1629.2,1636.8,1644.4,1652
Milwaukee - C 102,vap_aian,7,7.8,8.6,9.4,10.2,11
Milwaukee - C 102,vap_asian,3,6.6,10.2,13.799999999999999,17.4,21
Milwaukee - C 102,vap_black,1382,1381.2,1380.4,1379.6,1378.8,1378
Milwaukee - C 102,vap_hisp,29,35,41,47,53,59
Milwaukee - C 102,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 102,vap_other,1,2.6,4.2,5.8,7.4,9
Milwaukee - C 102,vap_two,30,32.8,35.6,38.4,41.2,44
Milwaukee - C 102,vap_white,162,155.6,149.2,142.8,136.4,130
Milwaukee - C 103,vap,2080,2065,2050,2035,2020,2005
Milwaukee - C 103,vap_aian,8,6.6,5.199999999999999,3.8,2.3999999999999995,1
Milwaukee - C 103,vap_asian,18,20.4,22.8,25.2,27.6,30
Milwaukee - C 103,vap_black,1762,1740.2,1718.4,1696.6,1674.8,1653
Milwaukee - C 103,vap_hisp,54,60,66,72,78,84
Milwaukee - C 103,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 103,vap_other,1,2.2,3.4000000000000004,4.6,5.800000000000001,7
Milwaukee - C 103,vap_two,25,29.6,34.2,38.8,43.400000000000006,48
Milwaukee - C 103,vap_white,212,206,200,194,188,182
Milwaukee - C 104,vap,1949,1924,1899,1874,1849,1824
Milwaukee - C 104,vap_aian,4,4.2,4.4,4.6,4.8,5
Milwaukee - C 104,vap_asian,21,18.4,15.8,13.2,10.6,8
Milwaukee - C 104,vap_black,1769,1740.8,1712.6,1684.4,1656.2,1628
Milwaukee - C 104,vap_hisp,54,57.4,60.8,64.2,67.6,71
Milwaukee - C 104,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 104,vap_other,1,4.6,8.2,11.799999999999999,15.4,19
Milwaukee - C 104,vap_two,28,29.4,30.8,32.2,33.6,35
Milwaukee - C 104,vap_white,72,69.2,66.4,63.6,60.8,58
Milwaukee - C 105,vap,989,960.8,932.6,904.4,876.2,848
Milwaukee - C 105,vap_aian,3,2.4,1.7999999999999998,1.2000000000000002,0.5999999999999996,0
Milwaukee - C 105,vap_asian,14,11.2,8.399999999999999,5.6,2.799999999999999,0
Milwaukee - C 105,vap_black,915,886.8,858.6,830.4,802.2,774
Milwaukee - C 105,vap_hisp,17,16.6,16.2,15.8,15.4,15
Milwaukee - C 105,vap_nhpi,0,0.4,0.8,1.2,1.6,2
Milwaukee - C 105,vap_other,0,0.6000000000000001,1.2000000000000002,1.7999999999999998,2.4000000000000004,3
Milwaukee - C 105,vap_two,14,17.8,21.6,25.4,29.200000000000003,33
Milwaukee - C 105,vap_white,26,25,24,23,22,21
Milwaukee - C 106,vap,831,809.2,787.4,765.6,743.8,722
Milwaukee - C 106,vap_aian,1,1.2,1.4,1.6,1.8,2
Milwaukee - C 106,vap_asian,7,6,5,4,3,2
Milwaukee - C 106,vap_black,779,755,731,707,683,659
Milwaukee - C 106,vap_hisp,22,23.4,24.8,26.2,27.6,29
Milwaukee - C 106,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 106,vap_other,0,0.6000000000000001,1.2000000000000002,1.7999999999999998,2.4000000000000004,3
Milwaukee - C 106,vap_two,11,12,13,14,15,16
Milwaukee - C 106,vap_white,11,11,11,11,11,11
Milwaukee - C 107,vap,1162,1157.8,1153.6,1149.4,1145.2,1141
Milwaukee - C 107,vap_aian,3,3.2,3.4,3.6,3.8,4
Milwaukee - C 107,vap_asian,1,1.2,1.4,1.6,1.8,2
Milwaukee - C 107,vap_black,1095,1086.4,1077.8,1069.2,1060.6,1052
Milwaukee - C 107,vap_hisp,28,25.6,23.2,20.8,18.4,16
Milwaukee - C 107,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 107,vap_other,1,2.2,3.4000000000000004,4.6,5.800000000000001,7
Milwaukee - C 107,vap_two,10,13.6,17.2,20.799999999999997,24.4,28
Milwaukee - C 107,vap_white,24,25.6,27.2,28.8,30.4,32
Milwaukee - C 108,vap,1105,1094.8,1084.6,1074.4,1064.2,1054
Milwaukee - C 108,vap_aian,1,0.8,0.6,0.4,0.19999999999999996,0
Milwaukee - C 108,vap_asian,4,3.6,3.2,2.8,2.4,2
Milwaukee - C 108,vap_black,1045,1035,1025,1015,1005,995
Milwaukee - C 108,vap_hisp,14,15.6,17.2,18.8,20.4,22
Milwaukee - C 108,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 108,vap_other,0,0.2,0.4,0.6,0.8,1
Milwaukee - C 108,vap_two,15,17.4,19.8,22.2,24.6,27
Milwaukee - C 108,vap_white,26,22.2,18.4,14.6,10.799999999999999,7
Milwaukee - C 109,vap,1438,1378.6,1319.2,1259.8,1200.4,1141
Milwaukee - C 109,vap_aian,3,4.4,5.800000000000001,7.2,8.600000000000001,10
Milwaukee - C 109,vap_asian,3,4.4,5.800000000000001,7.2,8.600000000000001,10
Milwaukee - C 109,vap_black,1385,1318.2,1251.4,1184.6,1117.8,1051
Milwaukee - C 109,vap_hisp,15,16.6,18.2,19.8,21.4,23
Milwaukee - C 109,vap_nhpi,1,0.8,0.6,0.4,0.19999999999999996,0
Milwaukee - C 109,vap_other,0,1.4000000000000001,2.8000000000000003,4.2,5.6000000000000005,7
Milwaukee - C 109,vap_two,16,16.4,16.8,17.2,17.6,18
Milwaukee - C 109,vap_white,15,16.4,17.8,19.2,20.6,22
Milwaukee - C 11,vap,1737,1718.4,1699.8,1681.2,1662.6,1644
Milwaukee - C 11,vap_aian,6,5,4,3,2,1
Milwaukee - C 11,vap_asian,160,182.8,205.6,228.39999999999998,251.2,274
Milwaukee - C 11,vap_black,862,856.6,851.2,845.8,840.4,835
Milwaukee - C 11,vap_hisp,65,73.4,81.8,90.2,98.6,107
Milwaukee - C 11,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 11,vap_other,0,0.8,1.6,2.4,3.2,4
Milwaukee - C 11,vap_two,26,33.4,40.8,48.2,55.6,63
Milwaukee - C 11,vap_white,618,566.4,514.8,463.20000000000005,411.6,360
Milwaukee - C 110,vap,877,839.6,802.2,764.8,727.4,690
Milwaukee - C 110,vap_aian,4,3.4,2.8,2.2,1.5999999999999996,1
Milwaukee - C 110,vap_asian,5,5.4,5.8,6.2,6.6,7
Milwaukee - C 110,vap_black,826,784.6,743.2,701.8,660.4,619
Milwaukee - C 110,vap_hisp,21,23.2,25.4,27.6,29.8,32
Milwaukee - C 110,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 110,vap_other,0,0.8,1.6,2.4,3.2,4
Milwaukee - C 110,vap_two,8,9.6,11.2,12.8,14.4,16
Milwaukee - C 110,vap_white,13,12.6,12.2,11.8,11.4,11
Milwaukee - C 111,vap,1251,1202,1153,1104,1055,1006
Milwaukee - C 111,vap_aian,4,3.6,3.2,2.8,2.4,2
Milwaukee - C 111,vap_asian,10,8.8,7.6,6.4,5.199999999999999,4
Milwaukee - C 111,vap_black,1183,1125.6,1068.2,1010.8,953.4,896
Milwaukee - C 111,vap_hisp,11,20,29,38,47,56
Milwaukee - C 111,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 111,vap_other,2,4,6,8,10,12
Milwaukee - C 111,vap_two,15,15.4,15.8,16.2,16.6,17
Milwaukee - C 111,vap_white,26,24.6,23.2,21.8,20.4,19
Milwaukee - C 112,vap,1261,1209.6,1158.2,1106.8,1055.4,1004
Milwaukee - C 112,vap_aian,5,4.4,3.8,3.2,2.5999999999999996,2
Milwaukee - C 112,vap_asian,0,0.6000000000000001,1.2000000000000002,1.7999999999999998,2.4000000000000004,3
Milwaukee - C 112,vap_black,1206,1150.8,1095.6,1040.4,985.2,930
Milwaukee - C 112,vap_hisp,19,19.8,20.6,21.4,22.2,23
Milwaukee - C 112,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 112,vap_other,2,2.4,2.8,3.2,3.6,4
Milwaukee - C 112,vap_two,21,21.2,21.4,21.6,21.8,22
Milwaukee - C 112,vap_white,8,10.4,12.8,15.2,17.6,20
Milwaukee - C 113,vap,1199,1154,1109,1064,1019,974
Milwaukee - C 113,vap_aian,1,1.6,2.2,2.8,3.4000000000000004,4
Milwaukee - C 113,vap_asian,4,4.6,5.2,5.8,6.4,7
Milwaukee - C 113,vap_black,1139,1093.2,1047.4,1001.6,955.8,910
Milwaukee - C 113,vap_hisp,17,20.4,23.8,27.2,30.6,34
Milwaukee - C 113,vap_nhpi,1,0.8,0.6,0.4,0.19999999999999996,0
Milwaukee - C 113,vap_other,0,0.2,0.4,0.6,0.8,1
Milwaukee - C 113,vap_two,24,21.2,18.4,15.6,12.799999999999999,10
Milwaukee - C 113,vap_white,13,12,11,10,9,8
Milwaukee - C 114,vap,875,860.4,845.8,831.2,816.6,802
Milwaukee - C 114,vap_aian,8,6.4,4.8,3.2,1.5999999999999996,0
Milwaukee - C 114,vap_asian,4,3.4,2.8,2.2,1.5999999999999996,1
Milwaukee - C 114,vap_black,824,811.8,799.6,787.4,775.2,763
Milwaukee - C 114,vap_hisp,14,13.4,12.8,12.2,11.6,11
Milwaukee - C 114,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 114,vap_other,1,0.8,0.6,0.4,0.19999999999999996,0
Milwaukee - C 114,vap_two,12,12.2,12.4,12.6,12.8,13
Milwaukee - C 114,vap_white,12,12.4,12.8,13.2,13.6,14
Milwaukee - C 115,vap,1542,1516,1490,1464,1438,1412
Milwaukee - C 115,vap_aian,0,0.2,0.4,0.6,0.8,1
Milwaukee - C 115,vap_asian,13,12.2,11.4,10.6,9.8,9
Milwaukee - C 115,vap_black,1459,1430.4,1401.8,1373.2,1344.6,1316
Milwaukee - C 115,vap_hisp,26,25.2,24.4,23.6,22.8,22
Milwaukee - C 115,vap_nhpi,0,0.4,0.8,1.2,1.6,2
Milwaukee - C 115,vap_other,2,3.2,4.4,5.6,6.800000000000001,8
Milwaukee - C 115,vap_two,23,23.6,24.2,24.8,25.4,26
Milwaukee - C 115,vap_white,19,20.8,22.6,24.4,26.2,28
Milwaukee - C 116,vap,1015,978.2,941.4,904.6,867.8,831
Milwaukee - C 116,vap_aian,2,1.6,1.2,0.8,0.3999999999999999,0
Milwaukee - C 116,vap_asian,0,0,0,0,0,0
Milwaukee - C 116,vap_black,966,920.2,874.4,828.6,782.8,737
Milwaukee - C 116,vap_hisp,26,27.8,29.6,31.4,33.2,35
Milwaukee - C 116,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 116,vap_other,0,0.2,0.4,0.6,0.8,1
Milwaukee - C 116,vap_two,9,14,19,24,29,34
Milwaukee - C 116,vap_white,12,14.4,16.8,19.2,21.6,24
Milwaukee - C 117,vap,1030,982.8,935.6,888.4,841.2,794
Milwaukee - C 117,vap_aian,0,1,2,3,4,5
Milwaukee - C 117,vap_asian,0,0,0,0,0,0
Milwaukee - C 117,vap_black,984,930.8,877.6,824.4,771.2,718
Milwaukee - C 117,vap_hisp,17,19.4,21.8,24.2,26.6,29
Milwaukee - C 117,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 117,vap_other,0,0,0,0,0,0
Milwaukee - C 117,vap_two,5,8,11,14,17,20
Milwaukee - C 117,vap_white,24,23.6,23.2,22.8,22.4,22
Milwaukee - C 118,vap,1104,1070.8,1037.6,1004.4,971.2,938
Milwaukee - C 118,vap_aian,2,1.6,1.2,0.8,0.3999999999999999,0
Milwaukee - C 118,vap_asian,13,12,11,10,9,8
Milwaukee - C 118,vap_black,1005,966.6,928.2,889.8,851.4,813
Milwaukee - C 118,vap_hisp,28,33.4,38.8,44.2,49.6,55
Milwaukee - C 118,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 118,vap_other,0,0.2,0.4,0.6,0.8,1
Milwaukee - C 118,vap_two,7,10.6,14.2,17.799999999999997,21.4,25
Milwaukee - C 118,vap_white,49,46.4,43.8,41.2,38.6,36
Milwaukee - C 119,vap,1218,1183.6,1149.2,1114.8,1080.4,1046
Milwaukee - C 119,vap_aian,4,3.8,3.6,3.4,3.2,3
Milwaukee - C 119,vap_asian,2,3.4000000000000004,4.800000000000001,6.2,7.6000000000000005,9
Milwaukee - C 119,vap_black,1123,1084.2,1045.4,1006.6,967.8,929
Milwaukee - C 119,vap_hisp,48,47.6,47.2,46.8,46.4,46
Milwaukee - C 119,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 119,vap_other,3,2.8,2.6,2.4,2.2,2
Milwaukee - C 119,vap_two,6,9.4,12.8,16.2,19.6,23
Milwaukee - C 119,vap_white,32,32.4,32.8,33.2,33.6,34
Milwaukee - C 12,vap,1441,1427.2,1413.4,1399.6,1385.8,1372
Milwaukee - C 12,vap_aian,4,3.6,3.2,2.8,2.4,2
Milwaukee - C 12,vap_asian,210,237.8,265.6,293.4,321.2,349
Milwaukee - C 12,vap_black,798,790.6,783.2,775.8,768.4,761
Milwaukee - C 12,vap_hisp,29,31.4,33.8,36.2,38.6,41
Milwaukee - C 12,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 12,vap_other,0,0.6000000000000001,1.2000000000000002,1.7999999999999998,2.4000000000000004,3
Milwaukee - C 12,vap_two,28,28.2,28.4,28.6,28.8,29
Milwaukee - C 12,vap_white,372,335,298,261,224,187
Milwaukee - C 120,vap,1170,1142.4,1114.8,1087.2,1059.6,1032
Milwaukee - C 120,vap_aian,7,6.8,6.6,6.4,6.2,6
Milwaukee - C 120,vap_asian,4,3.6,3.2,2.8,2.4,2
Milwaukee - C 120,vap_black,980,941.6,903.2,864.8,826.4,788
Milwaukee - C 120,vap_hisp,66,75.6,85.2,94.8,104.4,114
Milwaukee - C 120,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 120,vap_other,3,4.2,5.4,6.6,7.800000000000001,9
Milwaukee - C 120,vap_two,14,16.2,18.4,20.6,22.8,25
Milwaukee - C 120,vap_white,96,94.4,92.8,91.2,89.6,88
Milwaukee - C 121,vap,1191,1175.2,1159.4,1143.6,1127.8,1112
Milwaukee - C 121,vap_aian,3,4,5,6,7,8
Milwaukee - C 121,vap_asian,3,2.8,2.6,2.4,2.2,2
Milwaukee - C 121,vap_black,1119,1086.2,1053.4,1020.6,987.8,955
Milwaukee - C 121,vap_hisp,34,36.4,38.8,41.2,43.6,46
Milwaukee - C 121,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 121,vap_other,0,1.6,3.2,4.8,6.4,8
Milwaukee - C 121,vap_two,20,24,28,32,36,40
Milwaukee - C 121,vap_white,12,20.200000000000003,28.400000000000002,36.599999999999994,44.800000000000004,53
Milwaukee - C 122,vap,1334,1314.4,1294.8,1275.2,1255.6,1236
Milwaukee - C 122,vap_aian,4,3.2,2.4,1.6,0.7999999999999998,0
Milwaukee - C 122,vap_asian,1,2,3,4,5,6
Milwaukee - C 122,vap_black,1133,1089.2,1045.4,1001.6,957.8,914
Milwaukee - C 122,vap_hisp,83,93,103,113,123,133
Milwaukee - C 122,vap_nhpi,1,0.8,0.6,0.4,0.19999999999999996,0
Milwaukee - C 122,vap_other,3,2.6,2.2,1.8,1.4,1
Milwaukee - C 122,vap_two,29,32.6,36.2,39.8,43.4,47
Milwaukee - C 122,vap_white,80,91,102,113,124,135
Milwaukee - C 123,vap,1588,1569.6,1551.2,1532.8,1514.4,1496
Milwaukee - C 123,vap_aian,22,21,20,19,18,17
Milwaukee - C 123,vap_asian,5,5.4,5.8,6.2,6.6,7
Milwaukee - C 123,vap_black,748,725.4,702.8,680.2,657.6,635
Milwaukee - C 123,vap_hisp,279,269.6,260.2,250.8,241.4,232
Milwaukee - C 123,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 123,vap_other,8,7.6,7.2,6.8,6.4,6
Milwaukee - C 123,vap_two,42,46,50,54,58,62
Milwaukee - C 123,vap_white,484,494.6,505.2,515.8,526.4,537
Milwaukee - C 124,vap,1365,1297,1229,1161,1093,1025
Milwaukee - C 124,vap_aian,2,1.6,1.2,0.8,0.3999999999999999,0
Milwaukee - C 124,vap_asian,77,73.8,70.6,67.4,64.2,61
Milwaukee - C 124,vap_black,583,553.4,523.8,494.2,464.6,435
Milwaukee - C 124,vap_hisp,54,56.8,59.6,62.4,65.2,68
Milwaukee - C 124,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 124,vap_other,2,2.4,2.8,3.2,3.6,4
Milwaukee - C 124,vap_two,20,23.2,26.4,29.6,32.8,36
Milwaukee - C 124,vap_white,627,585.8,544.6,503.4,462.2,421
Milwaukee - C 125,vap,1537,1534.6,1532.2,1529.8,1527.4,1525
Milwaukee - C 125,vap_aian,16,13.6,11.2,8.8,6.399999999999999,4
Milwaukee - C 125,vap_asian,14,16.6,19.2,21.8,24.4,27
Milwaukee - C 125,vap_black,112,112.4,112.8,113.2,113.6,114
Milwaukee - C 125,vap_hisp,155,155.6,156.2,156.8,157.4,158
Milwaukee - C 125,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 125,vap_other,1,2.8,4.6,6.3999999999999995,8.2,10
Milwaukee - C 125,vap_two,39,46,53,60,67,74
Milwaukee - C 125,vap_white,1200,1187.6,1175.2,1162.8,1150.4,1138
Milwaukee - C 126,vap,1094,1097,1100,1103,1106,1109
Milwaukee - C 126,vap_aian,1,0.8,0.6,0.4,0.19999999999999996,0
Milwaukee - C 126,vap_asian,12,12.2,12.4,12.6,12.8,13
Milwaukee - C 126,vap_black,285,283.6,282.2,280.8,279.4,278
Milwaukee - C 126,vap_hisp,56,57.6,59.2,60.8,62.4,64
Milwaukee - C 126,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 126,vap_other,0,0.4,0.8,1.2,1.6,2
Milwaukee - C 126,vap_two,22,30,38,46,54,62
Milwaukee - C 126,vap_white,718,712.4,706.8,701.2,695.6,690
Milwaukee - C 127,vap,2254,2334.6,2415.2,2495.8,2576.4,2657
Milwaukee - C 127,vap_aian,10,8.6,7.199999999999999,5.8,4.3999999999999995,3
Milwaukee - C 127,vap_asian,110,110.4,110.8,111.2,111.6,112
Milwaukee - C 127,vap_black,46,53.6,61.2,68.8,76.4,84
Milwaukee - C 127,vap_hisp,64,84.4,104.80000000000001,125.19999999999999,145.60000000000002,166
Milwaukee - C 127,vap_nhpi,1,0.8,0.6,0.4,0.19999999999999996,0
Milwaukee - C 127,vap_other,3,17.8,32.6,47.4,62.2,77
Milwaukee - C 127,vap_two,26,36.4,46.8,57.2,67.6,78
Milwaukee - C 127,vap_white,1994,2022.6,2051.2,2079.8,2108.4,2137
Milwaukee - C 128,vap,2759,2740,2721,2702,2683,2664
Milwaukee - C 128,vap_aian,5,6.6,8.2,9.8,11.4,13
Milwaukee - C 128,vap_asian,62,71.4,80.8,90.2,99.6,109
Milwaukee - C 128,vap_black,51,62.2,73.4,84.6,95.80000000000001,107
Milwaukee - C 128,vap_hisp,83,100.8,118.6,136.4,154.2,172
Milwaukee - C 128,vap_nhpi,1,0.8,0.6,0.4,0.19999999999999996,0
Milwaukee - C 128,vap_other,1,4.4,7.800000000000001,11.2,14.600000000000001,18
Milwaukee - C 128,vap_two,42,54.4,66.8,79.19999999999999,91.6,104
Milwaukee - C 128,vap_white,2514,2439.4,2364.8,2290.2,2215.6,2141
Milwaukee - C 129,vap,1580,1561.6,1543.2,1524.8,1506.4,1488
Milwaukee - C 129,vap_aian,1,1,1,1,1,1
Milwaukee - C 129,vap_asian,39,47.4,55.8,64.2,72.6,81
Milwaukee - C 129,vap_black,28,35.4,42.8,50.2,57.6,65
Milwaukee - C 129,vap_hisp,38,43.6,49.2,54.8,60.400000000000006,66
Milwaukee - C 129,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 129,vap_other,3,3.8,4.6,5.4,6.2,7
Milwaukee - C 129,vap_two,23,26.4,29.8,33.2,36.6,40
Milwaukee - C 129,vap_white,1448,1404,1360,1316,1272,1228
Milwaukee - C 13,vap,773,774,775,776,777,778
Milwaukee - C 13,vap_aian,2,1.6,1.2,0.8,0.3999999999999999,0
Milwaukee - C 13,vap_asian,57,71.4,85.8,100.19999999999999,114.6,129
Milwaukee - C 13,vap_black,395,396,397,398,399,400
Milwaukee - C 13,vap_hisp,15,15.8,16.6,17.4,18.2,19
Milwaukee - C 13,vap_nhpi,1,0.8,0.6,0.4,0.19999999999999996,0
Milwaukee - C 13,vap_other,1,1.4,1.8,2.2,2.6,3
Milwaukee - C 13,vap_two,16,16.8,17.6,18.4,19.2,20
Milwaukee - C 13,vap_white,286,270.2,254.4,238.6,222.8,207
Milwaukee - C 130,vap,2763,2642.2,2521.4,2400.6,2279.8,2159
Milwaukee - C 130,vap_aian,8,6.4,4.8,3.2,1.5999999999999996,0
Milwaukee - C 130,vap_asian,57,51.8,46.6,41.4,36.2,31
Milwaukee - C 130,vap_black,99,81,63,45,27,9
Milwaukee - C 130,vap_hisp,96,101.8,107.6,113.4,119.2,125
Milwaukee - C 130,vap_nhpi,1,0.8,0.6,0.4,0.19999999999999996,0
Milwaukee - C 130,vap_other,22,61.400000000000006,100.80000000000001,140.2,179.60000000000002,219
Milwaukee - C 130,vap_two,43,38.2,33.4,28.6,23.799999999999997,19
Milwaukee - C 130,vap_white,2437,2300.8,2164.6,2028.4,1892.1999999999998,1756
Milwaukee - C 131,vap,1431,1426,1421,1416,1411,1406
Milwaukee - C 131,vap_aian,2,2.2,2.4,2.6,2.8,3
Milwaukee - C 131,vap_asian,24,29.8,35.6,41.4,47.2,53
Milwaukee - C 131,vap_black,29,31.4,33.8,36.2,38.6,41
Milwaukee - C 131,vap_hisp,61,62.4,63.8,65.2,66.6,68
Milwaukee - C 131,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 131,vap_other,1,3.8000000000000003,6.6000000000000005,9.4,12.200000000000001,15
Milwaukee - C 131,vap_two,13,18.4,23.8,29.2,34.6,40
Milwaukee - C 131,vap_white,1301,1278,1255,1232,1209,1186
Milwaukee - C 132,vap,2013,2021.4,2029.8,2038.2,2046.6,2055
Milwaukee - C 132,vap_aian,1,2.6,4.2,5.8,7.4,9
Milwaukee - C 132,vap_asian,37,34,31,28,25,22
Milwaukee - C 132,vap_black,40,52.6,65.2,77.8,90.4,103
Milwaukee - C 132,vap_hisp,28,37,46,55,64,73
Milwaukee - C 132,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 132,vap_other,1,4.2,7.4,10.6,13.8,17
Milwaukee - C 132,vap_two,18,25.4,32.8,40.2,47.6,55
Milwaukee - C 132,vap_white,1888,1865.6,1843.2,1820.8,1798.4,1776
Milwaukee - C 133,vap,1424,1403.8,1383.6,1363.4,1343.2,1323
Milwaukee - C 133,vap_aian,1,1.6,2.2,2.8,3.4000000000000004,4
Milwaukee - C 133,vap_asian,36,39.4,42.8,46.2,49.6,53
Milwaukee - C 133,vap_black,46,51.4,56.8,62.2,67.6,73
Milwaukee - C 133,vap_hisp,33,45.6,58.2,70.8,83.4,96
Milwaukee - C 133,vap_nhpi,1,1.2,1.4,1.6,1.8,2
Milwaukee - C 133,vap_other,0,0.2,0.4,0.6,0.8,1
Milwaukee - C 133,vap_two,16,22.2,28.4,34.599999999999994,40.8,47
Milwaukee - C 133,vap_white,1291,1242.2,1193.4,1144.6,1095.8,1047
Milwaukee - C 134,vap,1682,1674,1666,1658,1650,1642
Milwaukee - C 134,vap_aian,4,3.2,2.4,1.6,0.7999999999999998,0
Milwaukee - C 134,vap_asian,133,131.6,130.2,128.8,127.4,126
Milwaukee - C 134,vap_black,65,74.6,84.2,93.8,103.4,113
Milwaukee - C 134,vap_hisp,49,69,89,109,129,149
Milwaukee - C 134,vap_nhpi,3,2.4,1.7999999999999998,1.2000000000000002,0.5999999999999996,0
Milwaukee - C 134,vap_other,1,3,5,7,9,11
Milwaukee - C 134,vap_two,27,33,39,45,51,57
Milwaukee - C 134,vap_white,1400,1357.2,1314.4,1271.6,1228.8,1186
Milwaukee - C 135,vap,1599,1678.2,1757.4,1836.6,1915.8,1995
Milwaukee - C 135,vap_aian,7,6.8,6.6,6.4,6.2,6
Milwaukee - C 135,vap_asian,90,112.8,135.6,158.39999999999998,181.2,204
Milwaukee - C 135,vap_black,88,106.8,125.6,144.4,163.2,182
Milwaukee - C 135,vap_hisp,70,83.6,97.2,110.8,124.4,138
Milwaukee - C 135,vap_nhpi,1,1.4,1.8,2.2,2.6,3
Milwaukee - C 135,vap_other,5,6.2,7.4,8.6,9.8,11
Milwaukee - C 135,vap_two,26,37.2,48.400000000000006,59.6,70.80000000000001,82
Milwaukee - C 135,vap_white,1312,1323.4,1334.8,1346.2,1357.6,1369
Milwaukee - C 136,vap,1450,1448.8,1447.6,1446.4,1445.2,1444
Milwaukee - C 136,vap_aian,1,1.4,1.8,2.2,2.6,3
Milwaukee - C 136,vap_asian,54,54.8,55.6,56.4,57.2,58
Milwaukee - C 136,vap_black,57,62.6,68.2,73.8,79.4,85
Milwaukee - C 136,vap_hisp,49,61.2,73.4,85.6,97.80000000000001,110
Milwaukee - C 136,vap_nhpi,0,0.6000000000000001,1.2000000000000002,1.7999999999999998,2.4000000000000004,3
Milwaukee - C 136,vap_other,3,2.6,2.2,1.8,1.4,1
Milwaukee - C 136,vap_two,33,36.2,39.4,42.6,45.8,49
Milwaukee - C 136,vap_white,1253,1229.4,1205.8,1182.2,1158.6,1135
Milwaukee - C 137,vap,1158,1189.2,1220.4,1251.6,1282.8,1314
Milwaukee - C 137,vap_aian,4,4.2,4.4,4.6,4.8,5
Milwaukee - C 137,vap_asian,33,31.2,29.4,27.6,25.8,24
Milwaukee - C 137,vap_black,85,82.4,79.8,77.2,74.6,72
Milwaukee - C 137,vap_hisp,61,64.4,67.8,71.2,74.6,78
Milwaukee - C 137,vap_nhpi,0,0,0,0,0,0
