ward_2011,group,count_2010,est_2012,est_2014,est_2016,est_2018,count_2020
Milwaukee - C 270,vap_hisp,67,89.8,112.6,135.39999999999998,158.2,181
Milwaukee - C 270,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 270,vap_other,1,1.2,1.4,1.6,1.8,2
Milwaukee - C 270,vap_two,11,18.4,25.8,33.2,40.6,48
Milwaukee - C 270,vap_white,1072,1035.4,998.8,962.2,925.6,889
Milwaukee - C 271,vap,2190,2199.6,2209.2,2218.8,2228.4,2238
Milwaukee - C 271,vap_aian,7,8.4,9.8,11.2,12.600000000000001,14
Milwaukee - C 271,vap_asian,43,48.2,53.4,58.6,63.8,69
Milwaukee - C 271,vap_black,54,67.6,81.2,94.8,108.4,122
Milwaukee - C 271,vap_hisp,159,177,195,213,231,249
Milwaukee - C 271,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 271,vap_other,1,5,9,13,17,21
Milwaukee - C 271,vap_two,11,24.4,37.8,51.199999999999996,64.6,78
Milwaukee - C 271,vap_white,1915,1869,1823,1777,1731,1685
Milwaukee - C 272,vap,1455,1464.2,1473.4,1482.6,1491.8,1501
Milwaukee - C 272,vap_aian,13,11.8,10.6,9.4,8.2,7
Milwaukee - C 272,vap_asian,9,14.4,19.8,25.2,30.6,36
Milwaukee - C 272,vap_black,42,47.6,53.2,58.8,64.4,70
Milwaukee - C 272,vap_hisp,133,143,153,163,173,183
Milwaukee - C 272,vap_nhpi,2,1.6,1.2,0.8,0.3999999999999999,0
Milwaukee - C 272,vap_other,1,1.2,1.4,1.6,1.8,2
Milwaukee - C 272,vap_two,11,16.6,22.200000000000003,27.8,33.400000000000006,39
Milwaukee - C 272,vap_white,1244,1228,1212,1196,1180,1164
Milwaukee - C 273,vap,912,900,888,876,864,852
Milwaukee - C 273,vap_aian,9,7.6,6.199999999999999,4.8,3.3999999999999995,2
Milwaukee - C 273,vap_asian,22,21.4,20.8,20.2,19.6,19
Milwaukee - C 273,vap_black,7,11.4,15.8,20.2,24.6,29
Milwaukee - C 273,vap_hisp,49,63.2,77.4,91.6,105.80000000000001,120
Milwaukee - C 273,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 273,vap_other,0,1.6,3.2,4.8,6.4,8
Milwaukee - C 273,vap_two,11,14.4,17.8,21.2,24.6,28
Milwaukee - C 273,vap_white,814,780.4,746.8,713.2,679.6,646
Milwaukee - C 274,vap,901,910.4,919.8,929.2,938.6,948
Milwaukee - C 274,vap_aian,8,8.6,9.2,9.8,10.4,11
Milwaukee - C 274,vap_asian,11,14.6,18.2,21.799999999999997,25.4,29
Milwaukee - C 274,vap_black,23,26.8,30.6,34.4,38.2,42
Milwaukee - C 274,vap_hisp,87,104.2,121.4,138.6,155.8,173
Milwaukee - C 274,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 274,vap_other,2,2.2,2.4,2.6,2.8,3
Milwaukee - C 274,vap_two,7,9.6,12.2,14.8,17.4,20
Milwaukee - C 274,vap_white,763,744.4,725.8,707.2,688.6,670
Milwaukee - C 275,vap,2249,2259.6,2270.2,2280.8,2291.4,2302
Milwaukee - C 275,vap_aian,24,22.8,21.6,20.4,19.2,18
Milwaukee - C 275,vap_asian,76,86,96,106,116,126
Milwaukee - C 275,vap_black,82,94.2,106.4,118.6,130.8,143
Milwaukee - C 275,vap_hisp,259,284.2,309.4,334.6,359.8,385
Milwaukee - C 275,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 275,vap_other,3,3.2,3.4,3.6,3.8,4
Milwaukee - C 275,vap_two,47,60.6,74.2,87.8,101.4,115
Milwaukee - C 275,vap_white,1758,1708.6,1659.2,1609.8,1560.4,1511
Milwaukee - C 276,vap,1666,1695.8,1725.6,1755.4,1785.2,1815
Milwaukee - C 276,vap_aian,9,8.8,8.6,8.4,8.2,8
Milwaukee - C 276,vap_asian,57,70.4,83.8,97.19999999999999,110.6,124
Milwaukee - C 276,vap_black,9,18.4,27.8,37.2,46.6,56
Milwaukee - C 276,vap_hisp,112,139,166,193,220,247
Milwaukee - C 276,vap_nhpi,2,1.8,1.6,1.4,1.2,1
Milwaukee - C 276,vap_other,3,3.8,4.6,5.4,6.2,7
Milwaukee - C 276,vap_two,15,21.6,28.200000000000003,34.8,41.400000000000006,48
Milwaukee - C 276,vap_white,1459,1432,1405,1378,1351,1324
Milwaukee - C 277,vap,2030,2048.6,2067.2,2085.8,2104.4,2123
Milwaukee - C 277,vap_aian,14,13.8,13.6,13.4,13.2,13
Milwaukee - C 277,vap_asian,31,40,49,58,67,76
Milwaukee - C 277,vap_black,50,62,74,86,98,110
Milwaukee - C 277,vap_hisp,224,271.4,318.8,366.2,413.6,461
Milwaukee - C 277,vap_nhpi,0,0.2,0.4,0.6,0.8,1
Milwaukee - C 277,vap_other,0,1.6,3.2,4.8,6.4,8
Milwaukee - C 277,vap_two,32,37.8,43.6,49.4,55.2,61
Milwaukee - C 277,vap_white,1679,1621.8,1564.6,1507.4,1450.2,1393
Milwaukee - C 278,vap,1159,1158.6,1158.2,1157.8,1157.4,1157
Milwaukee - C 278,vap_aian,15,15.2,15.4,15.6,15.8,16
Milwaukee - C 278,vap_asian,17,22.6,28.200000000000003,33.8,39.400000000000006,45
Milwaukee - C 278,vap_black,39,42.6,46.2,49.8,53.4,57
Milwaukee - C 278,vap_hisp,153,170.8,188.6,206.4,224.2,242
Milwaukee - C 278,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 278,vap_other,0,0.2,0.4,0.6,0.8,1
Milwaukee - C 278,vap_two,12,14.4,16.8,19.2,21.6,24
Milwaukee - C 278,vap_white,923,892.8,862.6,832.4,802.2,772
Milwaukee - C 279,vap,1670,1663.6,1657.2,1650.8,1644.4,1638
Milwaukee - C 279,vap_aian,13,12.2,11.4,10.6,9.8,9
Milwaukee - C 279,vap_asian,34,38.4,42.8,47.2,51.6,56
Milwaukee - C 279,vap_black,23,31,39,47,55,63
Milwaukee - C 279,vap_hisp,185,232.6,280.2,327.79999999999995,375.4,423
Milwaukee - C 279,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 279,vap_other,0,1.2000000000000002,2.4000000000000004,3.5999999999999996,4.800000000000001,6
Milwaukee - C 279,vap_two,12,19.2,26.4,33.599999999999994,40.8,48
Milwaukee - C 279,vap_white,1403,1329,1255,1181,1107,1033
Milwaukee - C 28,vap,613,602,591,580,569,558
Milwaukee - C 28,vap_aian,2,2,2,2,2,2
Milwaukee - C 28,vap_asian,243,228,213,198,183,168
Milwaukee - C 28,vap_black,272,282,292,302,312,322
Milwaukee - C 28,vap_hisp,22,20.4,18.8,17.2,15.6,14
Milwaukee - C 28,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 28,vap_other,0,0,0,0,0,0
Milwaukee - C 28,vap_two,11,9.4,7.8,6.2,4.6,3
Milwaukee - C 28,vap_white,63,60.2,57.4,54.6,51.8,49
Milwaukee - C 280,vap,2829,2831,2833,2835,2837,2839
Milwaukee - C 280,vap_aian,20,19.6,19.2,18.8,18.4,18
Milwaukee - C 280,vap_asian,117,122.4,127.8,133.2,138.6,144
Milwaukee - C 280,vap_black,171,190.2,209.4,228.6,247.8,267
Milwaukee - C 280,vap_hisp,513,585.6,658.2,730.8,803.4000000000001,876
Milwaukee - C 280,vap_nhpi,3,2.6,2.2,1.8,1.4,1
Milwaukee - C 280,vap_other,0,2,4,6,8,10
Milwaukee - C 280,vap_two,34,45.2,56.400000000000006,67.6,78.80000000000001,90
Milwaukee - C 280,vap_white,1971,1863.4,1755.8,1648.2,1540.6,1433
Milwaukee - C 281,vap,1242,1238.4,1234.8,1231.2,1227.6,1224
Milwaukee - C 281,vap_aian,12,13.2,14.4,15.6,16.8,18
Milwaukee - C 281,vap_asian,56,77,98,119,140,161
Milwaukee - C 281,vap_black,51,49.8,48.6,47.4,46.2,45
Milwaukee - C 281,vap_hisp,331,354.6,378.2,401.8,425.4,449
Milwaukee - C 281,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 281,vap_other,0,1,2,3,4,5
Milwaukee - C 281,vap_two,18,23,28,33,38,43
Milwaukee - C 281,vap_white,774,719.8,665.6,611.4,557.2,503
Milwaukee - C 282,vap,988,995,1002,1009,1016,1023
Milwaukee - C 282,vap_aian,11,10,9,8,7,6
Milwaukee - C 282,vap_asian,103,118.6,134.2,149.8,165.4,181
Milwaukee - C 282,vap_black,125,144.4,163.8,183.2,202.60000000000002,222
Milwaukee - C 282,vap_hisp,281,281,281,281,281,281
Milwaukee - C 282,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 282,vap_other,0,0.8,1.6,2.4,3.2,4
Milwaukee - C 282,vap_two,22,21.6,21.2,20.8,20.4,20
Milwaukee - C 282,vap_white,446,418.6,391.2,363.8,336.4,309
Milwaukee - C 283,vap,1421,1436.2,1451.4,1466.6,1481.8,1497
Milwaukee - C 283,vap_aian,10,9.2,8.4,7.6,6.8,6
Milwaukee - C 283,vap_asian,60,91.8,123.6,155.39999999999998,187.2,219
Milwaukee - C 283,vap_black,74,83.2,92.4,101.6,110.80000000000001,120
Milwaukee - C 283,vap_hisp,492,527.4,562.8,598.2,633.6,669
Milwaukee - C 283,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 283,vap_other,8,9,10,11,12,13
Milwaukee - C 283,vap_two,20,19.6,19.2,18.8,18.4,18
Milwaukee - C 283,vap_white,757,696,635,574,513,452
Milwaukee - C 284,vap,1225,1250.8,1276.6,1302.4,1328.2,1354
Milwaukee - C 284,vap_aian,11,10,9,8,7,6
Milwaukee - C 284,vap_asian,18,30,42,54,66,78
Milwaukee - C 284,vap_black,115,121.6,128.2,134.8,141.4,148
Milwaukee - C 284,vap_hisp,555,604,653,702,751,800
Milwaukee - C 284,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 284,vap_other,0,0,0,0,0,0
Milwaukee - C 284,vap_two,12,12.2,12.4,12.6,12.8,13
Milwaukee - C 284,vap_white,514,473,432,391,350,309
Milwaukee - C 285,vap,385,388.8,392.6,396.4,400.2,404
Milwaukee - C 285,vap_aian,3,3.2,3.4,3.6,3.8,4
Milwaukee - C 285,vap_asian,0,2.8000000000000003,5.6000000000000005,8.4,11.200000000000001,14
Milwaukee - C 285,vap_black,15,13.4,11.8,10.2,8.6,7
Milwaukee - C 285,vap_hisp,243,248.8,254.6,260.4,266.2,272
Milwaukee - C 285,vap_nhpi,1,0.8,0.6,0.4,0.19999999999999996,0
Milwaukee - C 285,vap_other,0,0.6000000000000001,1.2000000000000002,1.7999999999999998,2.4000000000000004,3
Milwaukee - C 285,vap_two,2,2.4,2.8,3.2,3.6,4
Milwaukee - C 285,vap_white,121,116.8,112.6,108.4,104.2,100
Milwaukee - C 286,vap,1025,1036.4,1047.8,1059.2,1070.6,1082
Milwaukee - C 286,vap_aian,1,0.8,0.6,0.4,0.19999999999999996,0
Milwaukee - C 286,vap_asian,11,21.8,32.6,43.4,54.2,65
Milwaukee - C 286,vap_black,38,37.4,36.8,36.2,35.6,35
Milwaukee - C 286,vap_hisp,331,376.8,422.6,468.4,514.2,560
Milwaukee - C 286,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 286,vap_other,1,2.2,3.4000000000000004,4.6,5.800000000000001,7
Milwaukee - C 286,vap_two,10,13.4,16.8,20.2,23.6,27
Milwaukee - C 286,vap_white,633,584,535,486,437,388
Milwaukee - C 287,vap,776,782.4,788.8,795.2,801.6,808
Milwaukee - C 287,vap_aian,13,11.4,9.8,8.2,6.6,5
Milwaukee - C 287,vap_asian,9,11,13,15,17,19
Milwaukee - C 287,vap_black,8,12,16,20,24,28
Milwaukee - C 287,vap_hisp,252,281.6,311.2,340.8,370.4,400
Milwaukee - C 287,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 287,vap_other,1,1,1,1,1,1
Milwaukee - C 287,vap_two,9,11.6,14.2,16.8,19.4,22
Milwaukee - C 287,vap_white,484,453.8,423.6,393.4,363.2,333
Milwaukee - C 288,vap,1691,1732,1773,1814,1855,1896
Milwaukee - C 288,vap_aian,12,13.4,14.8,16.2,17.6,19
Milwaukee - C 288,vap_asian,15,34.2,53.400000000000006,72.6,91.80000000000001,111
Milwaukee - C 288,vap_black,33,35,37,39,41,43
Milwaukee - C 288,vap_hisp,496,555.8,615.6,675.4,735.2,795
Milwaukee - C 288,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 288,vap_other,1,0.8,0.6,0.4,0.19999999999999996,0
Milwaukee - C 288,vap_two,16,19,22,25,28,31
Milwaukee - C 288,vap_white,1118,1073.8,1029.6,985.4,941.2,897
Milwaukee - C 289,vap,1300,1326.8,1353.6,1380.4,1407.2,1434
Milwaukee - C 289,vap_aian,8,8.4,8.8,9.2,9.6,10
Milwaukee - C 289,vap_asian,23,42.2,61.400000000000006,80.6,99.80000000000001,119
Milwaukee - C 289,vap_black,24,24.6,25.2,25.8,26.4,27
Milwaukee - C 289,vap_hisp,575,625.8,676.6,727.4,778.2,829
Milwaukee - C 289,vap_nhpi,2,1.6,1.2,0.8,0.3999999999999999,0
Milwaukee - C 289,vap_other,0,0.6000000000000001,1.2000000000000002,1.7999999999999998,2.4000000000000004,3
Milwaukee - C 289,vap_two,9,10.8,12.6,14.399999999999999,16.2,18
Milwaukee - C 289,vap_white,659,612.8,566.6,520.4,474.2,428
Milwaukee - C 29,vap,756,742,728,714,700,686
Milwaukee - C 29,vap_aian,0,0.2,0.4,0.6,0.8,1
Milwaukee - C 29,vap_asian,32,32.8,33.6,34.4,35.2,36
Milwaukee - C 29,vap_black,530,525,520,515,510,505
Milwaukee - C 29,vap_hisp,12,14.4,16.8,19.2,21.6,24
Milwaukee - C 29,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 29,vap_other,0,0,0,0,0,0
Milwaukee - C 29,vap_two,20,23.2,26.4,29.6,32.8,36
Milwaukee - C 29,vap_white,162,146.4,130.8,115.2,99.6,84
Milwaukee - C 290,vap,1482,1496.8,1511.6,1526.4,1541.2,1556
Milwaukee - C 290,vap_aian,22,20.8,19.6,18.4,17.2,16
Milwaukee - C 290,vap_asian,29,35.8,42.6,49.4,56.2,63
Milwaukee - C 290,vap_black,34,39.8,45.6,51.4,57.2,63
Milwaukee - C 290,vap_hisp,921,946.8,972.6,998.4,1024.2,1050
Milwaukee - C 290,vap_nhpi,0,0.2,0.4,0.6,0.8,1
Milwaukee - C 290,vap_other,1,2,3,4,5,6
Milwaukee - C 290,vap_two,10,12.2,14.4,16.6,18.8,21
Milwaukee - C 290,vap_white,465,439.2,413.4,387.6,361.8,336
Milwaukee - C 291,vap,1284,1301.4,1318.8,1336.2,1353.6,1371
Milwaukee - C 291,vap_aian,11,11.4,11.8,12.2,12.6,13
Milwaukee - C 291,vap_asian,10,19,28,37,46,55
Milwaukee - C 291,vap_black,24,23.6,23.2,22.8,22.4,22
Milwaukee - C 291,vap_hisp,726,764,802,840,878,916
Milwaukee - C 291,vap_nhpi,2,1.6,1.2,0.8,0.3999999999999999,0
Milwaukee - C 291,vap_other,1,1.6,2.2,2.8,3.4000000000000004,4
Milwaukee - C 291,vap_two,8,8.6,9.2,9.8,10.4,11
Milwaukee - C 291,vap_white,502,471.6,441.2,410.8,380.4,350
Milwaukee - C 292,vap,1087,1094.6,1102.2,1109.8,1117.4,1125
Milwaukee - C 292,vap_aian,11,10.6,10.2,9.8,9.4,9
Milwaukee - C 292,vap_asian,6,16.4,26.8,37.2,47.6,58
Milwaukee - C 292,vap_black,10,12.2,14.4,16.6,18.8,21
Milwaukee - C 292,vap_hisp,353,377.8,402.6,427.4,452.2,477
Milwaukee - C 292,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 292,vap_other,2,2.4,2.8,3.2,3.6,4
Milwaukee - C 292,vap_two,13,14.4,15.8,17.2,18.6,20
Milwaukee - C 292,vap_white,692,660.8,629.6,598.4,567.2,536
Milwaukee - C 293,vap,1073,1070,1067,1064,1061,1058
Milwaukee - C 293,vap_aian,10,9,8,7,6,5
Milwaukee - C 293,vap_asian,9,10.2,11.4,12.6,13.8,15
Milwaukee - C 293,vap_black,9,11.8,14.600000000000001,17.4,20.200000000000003,23
Milwaukee - C 293,vap_hisp,128,136.2,144.4,152.6,160.8,169
Milwaukee - C 293,vap_nhpi,0,0.4,0.8,1.2,1.6,2
Milwaukee - C 293,vap_other,3,3.4,3.8,4.2,4.6,5
Milwaukee - C 293,vap_two,11,16.8,22.6,28.4,34.2,40
Milwaukee - C 293,vap_white,903,882.2,861.4,840.6,819.8,799
Milwaukee - C 294,vap,840,831.2,822.4,813.6,804.8,796
Milwaukee - C 294,vap_aian,10,10,10,10,10,10
Milwaukee - C 294,vap_asian,13,13.4,13.8,14.2,14.6,15
Milwaukee - C 294,vap_black,9,8.2,7.4,6.6,5.8,5
Milwaukee - C 294,vap_hisp,100,101,102,103,104,105
Milwaukee - C 294,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 294,vap_other,0,0.2,0.4,0.6,0.8,1
Milwaukee - C 294,vap_two,6,10.4,14.8,19.2,23.6,28
Milwaukee - C 294,vap_white,702,688,674,660,646,632
Milwaukee - C 295,vap,1029,1028.6,1028.2,1027.8,1027.4,1027
Milwaukee - C 295,vap_aian,21,17.6,14.2,10.8,7.399999999999999,4
Milwaukee - C 295,vap_asian,7,7.8,8.6,9.4,10.2,11
Milwaukee - C 295,vap_black,13,14.8,16.6,18.4,20.2,22
Milwaukee - C 295,vap_hisp,124,135.8,147.6,159.4,171.2,183
Milwaukee - C 295,vap_nhpi,1,0.8,0.6,0.4,0.19999999999999996,0
Milwaukee - C 295,vap_other,0,0.2,0.4,0.6,0.8,1
Milwaukee - C 295,vap_two,15,21,27,33,39,45
Milwaukee - C 295,vap_white,848,830.6,813.2,795.8,778.4,761
Milwaukee - C 296,vap,1241,1237,1233,1229,1225,1221
Milwaukee - C 296,vap_aian,9,9.2,9.4,9.6,9.8,10
Milwaukee - C 296,vap_asian,17,15.8,14.6,13.4,12.2,11
Milwaukee - C 296,vap_black,9,13.2,17.4,21.6,25.8,30
Milwaukee - C 296,vap_hisp,93,96.4,99.8,103.2,106.6,110
Milwaukee - C 296,vap_nhpi,2,1.6,1.2,0.8,0.3999999999999999,0
Milwaukee - C 296,vap_other,0,1.6,3.2,4.8,6.4,8
Milwaukee - C 296,vap_two,13,18.8,24.6,30.4,36.2,42
Milwaukee - C 296,vap_white,1098,1080.4,1062.8,1045.2,1027.6,1010
Milwaukee - C 297,vap,1064,1048.6,1033.2,1017.8,1002.4,987
Milwaukee - C 297,vap_aian,16,13.8,11.6,9.4,7.199999999999999,5
Milwaukee - C 297,vap_asian,11,12,13,14,15,16
Milwaukee - C 297,vap_black,24,23.2,22.4,21.6,20.8,20
Milwaukee - C 297,vap_hisp,102,103.6,105.2,106.8,108.4,110
Milwaukee - C 297,vap_nhpi,0,0.2,0.4,0.6,0.8,1
Milwaukee - C 297,vap_other,0,1.4000000000000001,2.8000000000000003,4.2,5.6000000000000005,7
Milwaukee - C 297,vap_two,17,19,21,23,25,27
Milwaukee - C 297,vap_white,894,875.4,856.8,838.2,819.6,801
Milwaukee - C 298,vap,931,929.6,928.2,926.8,925.4,924
Milwaukee - C 298,vap_aian,7,5.8,4.6,3.4000000000000004,2.1999999999999993,1
Milwaukee - C 298,vap_asian,2,3.6,5.2,6.8,8.4,10
Milwaukee - C 298,vap_black,21,21,21,21,21,21
Milwaukee - C 298,vap_hisp,85,86.8,88.6,90.4,92.2,94
Milwaukee - C 298,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 298,vap_other,0,1.2000000000000002,2.4000000000000004,3.5999999999999996,4.800000000000001,6
Milwaukee - C 298,vap_two,9,11.4,13.8,16.2,18.6,21
Milwaukee - C 298,vap_white,807,799.8,792.6,785.4,778.2,771
Milwaukee - C 299,vap,1155,1138,1121,1104,1087,1070
Milwaukee - C 299,vap_aian,17,14.4,11.8,9.2,6.6,4
Milwaukee - C 299,vap_asian,22,20.8,19.6,18.4,17.2,16
Milwaukee - C 299,vap_black,6,7.8,9.6,11.399999999999999,13.2,15
Milwaukee - C 299,vap_hisp,69,69.6,70.2,70.8,71.4,72
Milwaukee - C 299,vap_nhpi,0,0.2,0.4,0.6,0.8,1
Milwaukee - C 299,vap_other,2,2.6,3.2,3.8,4.4,5
Milwaukee - C 299,vap_two,18,23.8,29.6,35.4,41.2,47
Milwaukee - C 299,vap_white,1021,998.8,976.6,954.4,932.2,910
Milwaukee - C 3,vap,1717,1681.4,1645.8,1610.2,1574.6,1539
Milwaukee - C 3,vap_aian,6,5.2,4.4,3.6,2.8,2
Milwaukee - C 3,vap_asian,51,61,71,81,91,101
Milwaukee - C 3,vap_black,867,863.6,860.2,856.8,853.4,850
Milwaukee - C 3,vap_hisp,54,61.6,69.2,76.8,84.4,92
Milwaukee - C 3,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 3,vap_other,0,0.6000000000000001,1.2000000000000002,1.7999999999999998,2.4000000000000004,3
Milwaukee - C 3,vap_two,19,25.4,31.8,38.2,44.6,51
Milwaukee - C 3,vap_white,720,664,608,552,496,440
Milwaukee - C 30,vap,1146,1166,1186,1206,1226,1246
Milwaukee - C 30,vap_aian,5,5.2,5.4,5.6,5.8,6
Milwaukee - C 30,vap_asian,110,126.4,142.8,159.2,175.60000000000002,192
Milwaukee - C 30,vap_black,685,699,713,727,741,755
Milwaukee - C 30,vap_hisp,37,35.8,34.6,33.4,32.2,31
Milwaukee - C 30,vap_nhpi,0,0.4,0.8,1.2,1.6,2
Milwaukee - C 30,vap_other,0,0.6000000000000001,1.2000000000000002,1.7999999999999998,2.4000000000000004,3
Milwaukee - C 30,vap_two,12,17.6,23.200000000000003,28.8,34.400000000000006,40
Milwaukee - C 30,vap_white,297,281,265,249,233,217
Milwaukee - C 300,vap,1382,1387.6,1393.2,1398.8,1404.4,1410
Milwaukee - C 300,vap_aian,7,7,7,7,7,7
Milwaukee - C 300,vap_asian,10,12.6,15.2,17.8,20.4,23
Milwaukee - C 300,vap_black,9,9.8,10.6,11.4,12.2,13
Milwaukee - C 300,vap_hisp,66,78,90,102,114,126
Milwaukee - C 300,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 300,vap_other,0,2,4,6,8,10
Milwaukee - C 300,vap_two,6,12.4,18.8,25.2,31.6,38
Milwaukee - C 300,vap_white,1284,1265.8,1247.6,1229.4,1211.2,1193
Milwaukee - C 301,vap,1510,1506.4,1502.8,1499.2,1495.6,1492
Milwaukee - C 301,vap_aian,8,7.4,6.8,6.2,5.6,5
Milwaukee - C 301,vap_asian,7,8,9,10,11,12
Milwaukee - C 301,vap_black,29,31.2,33.4,35.6,37.8,40
Milwaukee - C 301,vap_hisp,121,130.6,140.2,149.8,159.4,169
Milwaukee - C 301,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 301,vap_other,0,1.2000000000000002,2.4000000000000004,3.5999999999999996,4.800000000000001,6
Milwaukee - C 301,vap_two,17,27.6,38.2,48.8,59.400000000000006,70
Milwaukee - C 301,vap_white,1328,1300.4,1272.8,1245.2,1217.6,1190
Milwaukee - C 302,vap,1035,1045.4,1055.8,1066.2,1076.6,1087
Milwaukee - C 302,vap_aian,6,5,4,3,2,1
Milwaukee - C 302,vap_asian,9,10,11,12,13,14
Milwaukee - C 302,vap_black,20,24,28,32,36,40
Milwaukee - C 302,vap_hisp,106,118.8,131.6,144.4,157.2,170
Milwaukee - C 302,vap_nhpi,0,0.2,0.4,0.6,0.8,1
Milwaukee - C 302,vap_other,0,0.2,0.4,0.6,0.8,1
Milwaukee - C 302,vap_two,12,20.8,29.6,38.4,47.2,56
Milwaukee - C 302,vap_white,882,866.4,850.8,835.2,819.6,804
Milwaukee - C 303,vap,1454,1451.8,1449.6,1447.4,1445.2,1443
Milwaukee - C 303,vap_aian,4,6,8,10,12,14
Milwaukee - C 303,vap_asian,21,21,21,21,21,21
Milwaukee - C 303,vap_black,8,10.8,13.600000000000001,16.4,19.200000000000003,22
Milwaukee - C 303,vap_hisp,111,125.8,140.6,155.4,170.2,185
Milwaukee - C 303,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 303,vap_other,1,0.8,0.6,0.4,0.19999999999999996,0
Milwaukee - C 303,vap_two,10,16.4,22.8,29.2,35.6,42
Milwaukee - C 303,vap_white,1299,1271,1243,1215,1187,1159
Milwaukee - C 304,vap,1441,1429,1417,1405,1393,1381
Milwaukee - C 304,vap_aian,12,11.4,10.8,10.2,9.6,9
Milwaukee - C 304,vap_asian,70,66.6,63.2,59.8,56.4,53
Milwaukee - C 304,vap_black,29,35.8,42.6,49.4,56.2,63
Milwaukee - C 304,vap_hisp,203,203.6,204.2,204.8,205.4,206
Milwaukee - C 304,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 304,vap_other,4,3.2,2.4,1.6,0.7999999999999998,0
Milwaukee - C 304,vap_two,24,34,44,54,64,74
Milwaukee - C 304,vap_white,1099,1074.4,1049.8,1025.2,1000.6,976
Milwaukee - C 305,vap,1326,1338.8,1351.6,1364.4,1377.2,1390
Milwaukee - C 305,vap_aian,12,11.2,10.4,9.6,8.8,8
Milwaukee - C 305,vap_asian,8,8.8,9.6,10.4,11.2,12
Milwaukee - C 305,vap_black,9,13.4,17.8,22.2,26.6,31
Milwaukee - C 305,vap_hisp,102,131.6,161.2,190.8,220.4,250
Milwaukee - C 305,vap_nhpi,1,0.8,0.6,0.4,0.19999999999999996,0
Milwaukee - C 305,vap_other,0,1.6,3.2,4.8,6.4,8
Milwaukee - C 305,vap_two,14,16.2,18.4,20.6,22.8,25
Milwaukee - C 305,vap_white,1180,1155.2,1130.4,1105.6,1080.8,1056
Milwaukee - C 306,vap,1206,1218.2,1230.4,1242.6,1254.8,1267
Milwaukee - C 306,vap_aian,4,5.4,6.800000000000001,8.2,9.600000000000001,11
Milwaukee - C 306,vap_asian,20,33.6,47.2,60.8,74.4,88
Milwaukee - C 306,vap_black,64,64,64,64,64,64
Milwaukee - C 306,vap_hisp,210,243.4,276.8,310.2,343.6,377
Milwaukee - C 306,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 306,vap_other,2,2.2,2.4,2.6,2.8,3
Milwaukee - C 306,vap_two,17,19.4,21.8,24.2,26.6,29
Milwaukee - C 306,vap_white,889,850.2,811.4,772.6,733.8,695
Milwaukee - C 307,vap,1254,1266.2,1278.4,1290.6,1302.8,1315
Milwaukee - C 307,vap_aian,12,11.4,10.8,10.2,9.6,9
Milwaukee - C 307,vap_asian,21,46.8,72.6,98.39999999999999,124.2,150
Milwaukee - C 307,vap_black,30,31.6,33.2,34.8,36.4,38
Milwaukee - C 307,vap_hisp,265,291.6,318.2,344.8,371.4,398
Milwaukee - C 307,vap_nhpi,0,0.4,0.8,1.2,1.6,2
Milwaukee - C 307,vap_other,0,2,4,6,8,10
Milwaukee - C 307,vap_two,14,15,16,17,18,19
Milwaukee - C 307,vap_white,912,867.4,822.8,778.2,733.6,689
Milwaukee - C 308,vap,1868,1845.8,1823.6,1801.4,1779.2,1757
Milwaukee - C 308,vap_aian,21,19.6,18.2,16.8,15.399999999999999,14
Milwaukee - C 308,vap_asian,131,151.4,171.8,192.2,212.60000000000002,233
Milwaukee - C 308,vap_black,114,158.2,202.4,246.6,290.8,335
Milwaukee - C 308,vap_hisp,487,480.8,474.6,468.4,462.2,456
Milwaukee - C 308,vap_nhpi,2,1.6,1.2,0.8,0.3999999999999999,0
Milwaukee - C 308,vap_other,8,8.6,9.2,9.8,10.4,11
Milwaukee - C 308,vap_two,43,44.4,45.8,47.2,48.6,50
Milwaukee - C 308,vap_white,1062,981.2,900.4,819.6,738.8,658
Milwaukee - C 309,vap,1580,1590.6,1601.2,1611.8,1622.4,1633
