ward_2002,group,count_2000,est_2002,est_2004,est_2006,est_2008,count_2010
South Milwaukee - C 12,vap_aian,10,10.8,11.6,12.4,13.2,14
South Milwaukee - C 12,vap_asian,2,3.4000000000000004,4.800000000000001,6.2,7.6000000000000005,9
South Milwaukee - C 12,vap_black,6,7.8,9.6,11.399999999999999,13.2,15
South Milwaukee - C 12,vap_hisp,33,38.2,43.4,48.6,53.8,59
South Milwaukee - C 12,vap_nhpi,0,0,0,0,0,0
South Milwaukee - C 12,vap_other,0,0,0,0,0,0
South Milwaukee - C 12,vap_two,10,11,12,13,14,15
South Milwaukee - C 12,vap_white,786,781.6,777.2,772.8,768.4,764
South Milwaukee - C 13,vap,994,991.2,988.4,985.6,982.8,980
South Milwaukee - C 13,vap_aian,3,4.2,5.4,6.6,7.800000000000001,9
South Milwaukee - C 13,vap_asian,3,3.2,3.4,3.6,3.8,4
South Milwaukee - C 13,vap_black,4,5.6,7.2,8.8,10.4,12
South Milwaukee - C 13,vap_hisp,29,36.6,44.2,51.8,59.400000000000006,67
South Milwaukee - C 13,vap_nhpi,0,0,0,0,0,0
South Milwaukee - C 13,vap_other,4,3.2,2.4,1.6,0.7999999999999998,0
South Milwaukee - C 13,vap_two,12,11,10,9,8,7
South Milwaukee - C 13,vap_white,939,927.4,915.8,904.2,892.6,881
South Milwaukee - C 14,vap,1059,1062.8,1066.6,1070.4,1074.2,1078
South Milwaukee - C 14,vap_aian,5,5.6,6.2,6.8,7.4,8
South Milwaukee - C 14,vap_asian,1,2.2,3.4000000000000004,4.6,5.800000000000001,7
South Milwaukee - C 14,vap_black,2,3.2,4.4,5.6,6.800000000000001,8
South Milwaukee - C 14,vap_hisp,18,23.4,28.8,34.2,39.6,45
South Milwaukee - C 14,vap_nhpi,0,0,0,0,0,0
South Milwaukee - C 14,vap_other,0,0,0,0,0,0
South Milwaukee - C 14,vap_two,3,3.4,3.8,4.2,4.6,5
South Milwaukee - C 14,vap_white,1030,1025,1020,1015,1010,1005
South Milwaukee - C 15,vap,960,960,960,960,960,960
South Milwaukee - C 15,vap_aian,2,2.2,2.4,2.6,2.8,3
South Milwaukee - C 15,vap_asian,9,9.4,9.8,10.2,10.6,11
South Milwaukee - C 15,vap_black,1,2.2,3.4000000000000004,4.6,5.800000000000001,7
South Milwaukee - C 15,vap_hisp,20,23.8,27.6,31.4,35.2,39
South Milwaukee - C 15,vap_nhpi,0,0,0,0,0,0
South Milwaukee - C 15,vap_other,0,0,0,0,0,0
South Milwaukee - C 15,vap_two,3,3.2,3.4,3.6,3.8,4
South Milwaukee - C 15,vap_white,925,919.2,913.4,907.6,901.8,896
South Milwaukee - C 16,vap,1161,1209.2,1257.4,1305.6,1353.8,1402
South Milwaukee - C 16,vap_aian,4,4.6,5.2,5.8,6.4,7
South Milwaukee - C 16,vap_asian,28,31.6,35.2,38.8,42.4,46
South Milwaukee - C 16,vap_black,13,23.6,34.2,44.8,55.400000000000006,66
South Milwaukee - C 16,vap_hisp,51,70.8,90.6,110.4,130.2,150
South Milwaukee - C 16,vap_nhpi,0,0,0,0,0,0
South Milwaukee - C 16,vap_other,0,1,2,3,4,5
South Milwaukee - C 16,vap_two,7,9.4,11.8,14.2,16.6,19
South Milwaukee - C 16,vap_white,1058,1068.2,1078.4,1088.6,1098.8,1109
South Milwaukee - C 2,vap,846,842.2,838.4,834.6,830.8,827
South Milwaukee - C 2,vap_aian,2,2.2,2.4,2.6,2.8,3
South Milwaukee - C 2,vap_asian,7,6.2,5.4,4.6,3.8,3
South Milwaukee - C 2,vap_black,1,2.4000000000000004,3.8000000000000003,5.2,6.6000000000000005,8
South Milwaukee - C 2,vap_hisp,17,19,21,23,25,27
South Milwaukee - C 2,vap_nhpi,0,0,0,0,0,0
South Milwaukee - C 2,vap_other,0,0,0,0,0,0
South Milwaukee - C 2,vap_two,3,4.6,6.2,7.8,9.4,11
South Milwaukee - C 2,vap_white,816,807.8,799.6,791.4,783.2,775
South Milwaukee - C 3,vap,1073,1069.6,1066.2,1062.8,1059.4,1056
South Milwaukee - C 3,vap_aian,8,8.8,9.6,10.4,11.2,12
South Milwaukee - C 3,vap_asian,7,7.2,7.4,7.6,7.8,8
South Milwaukee - C 3,vap_black,7,9,11,13,15,17
South Milwaukee - C 3,vap_hisp,40,53.4,66.8,80.19999999999999,93.6,107
South Milwaukee - C 3,vap_nhpi,0,0.2,0.4,0.6,0.8,1
South Milwaukee - C 3,vap_other,0,0,0,0,0,0
South Milwaukee - C 3,vap_two,15,15,15,15,15,15
South Milwaukee - C 3,vap_white,996,976,956,936,916,896
South Milwaukee - C 4,vap,1042,1034.2,1026.4,1018.6,1010.8,1003
South Milwaukee - C 4,vap_aian,3,4,5,6,7,8
South Milwaukee - C 4,vap_asian,4,4.8,5.6,6.4,7.2,8
South Milwaukee - C 4,vap_black,4,5.8,7.6,9.399999999999999,11.2,13
South Milwaukee - C 4,vap_hisp,28,33.6,39.2,44.8,50.400000000000006,56
South Milwaukee - C 4,vap_nhpi,2,1.6,1.2,0.8,0.3999999999999999,0
South Milwaukee - C 4,vap_other,3,2.4,1.7999999999999998,1.2000000000000002,0.5999999999999996,0
South Milwaukee - C 4,vap_two,8,7.6,7.2,6.8,6.4,6
South Milwaukee - C 4,vap_white,990,974.4,958.8,943.2,927.6,912
South Milwaukee - C 5,vap,958,943.4,928.8,914.2,899.6,885
South Milwaukee - C 5,vap_aian,6,5.6,5.2,4.8,4.4,4
South Milwaukee - C 5,vap_asian,8,9.6,11.2,12.8,14.4,16
South Milwaukee - C 5,vap_black,19,19.4,19.8,20.2,20.6,21
South Milwaukee - C 5,vap_hisp,40,45.8,51.6,57.4,63.2,69
South Milwaukee - C 5,vap_nhpi,2,1.6,1.2,0.8,0.3999999999999999,0
South Milwaukee - C 5,vap_other,0,0,0,0,0,0
South Milwaukee - C 5,vap_two,17,14.8,12.6,10.4,8.2,6
South Milwaukee - C 5,vap_white,866,846.6,827.2,807.8,788.4,769
South Milwaukee - C 6,vap,950,969.4,988.8,1008.2,1027.6,1047
South Milwaukee - C 6,vap_aian,12,11.4,10.8,10.2,9.6,9
South Milwaukee - C 6,vap_asian,6,6.6,7.2,7.8,8.4,9
South Milwaukee - C 6,vap_black,13,14.8,16.6,18.4,20.2,22
South Milwaukee - C 6,vap_hisp,28,35.2,42.4,49.599999999999994,56.8,64
South Milwaukee - C 6,vap_nhpi,0,0,0,0,0,0
South Milwaukee - C 6,vap_other,0,0,0,0,0,0
South Milwaukee - C 6,vap_two,8,8.8,9.6,10.4,11.2,12
South Milwaukee - C 6,vap_white,883,892.6,902.2,911.8,921.4,931
South Milwaukee - C 7,vap,835,831,827,823,819,815
South Milwaukee - C 7,vap_aian,3,3.2,3.4,3.6,3.8,4
South Milwaukee - C 7,vap_asian,0,0.4,0.8,1.2,1.6,2
South Milwaukee - C 7,vap_black,17,17.4,17.8,18.2,18.6,19
South Milwaukee - C 7,vap_hisp,63,62.4,61.8,61.2,60.6,60
South Milwaukee - C 7,vap_nhpi,0,0,0,0,0,0
South Milwaukee - C 7,vap_other,0,0,0,0,0,0
South Milwaukee - C 7,vap_two,4,4,4,4,4,4
South Milwaukee - C 7,vap_white,748,743.6,739.2,734.8,730.4,726
South Milwaukee - C 8,vap,1187,1209.8,1232.6,1255.4,1278.2,1301
South Milwaukee - C 8,vap_aian,6,6.6,7.2,7.8,8.4,9
South Milwaukee - C 8,vap_asian,8,8.6,9.2,9.8,10.4,11
South Milwaukee - C 8,vap_black,4,4.6,5.2,5.8,6.4,7
South Milwaukee - C 8,vap_hisp,27,35.2,43.400000000000006,51.599999999999994,59.800000000000004,68
South Milwaukee - C 8,vap_nhpi,0,0,0,0,0,0
South Milwaukee - C 8,vap_other,0,0.2,0.4,0.6,0.8,1
South Milwaukee - C 8,vap_two,5,5.4,5.8,6.2,6.6,7
South Milwaukee - C 8,vap_white,1137,1149.2,1161.4,1173.6,1185.8,1198
South Milwaukee - C 9,vap,1192,1207.6,1223.2,1238.8,1254.4,1270
South Milwaukee - C 9,vap_aian,12,11.4,10.8,10.2,9.6,9
South Milwaukee - C 9,vap_asian,5,7.6,10.2,12.8,15.4,18
South Milwaukee - C 9,vap_black,1,2.6,4.2,5.8,7.4,9
South Milwaukee - C 9,vap_hisp,36,39,42,45,48,51
South Milwaukee - C 9,vap_nhpi,0,0,0,0,0,0
South Milwaukee - C 9,vap_other,0,0.6000000000000001,1.2000000000000002,1.7999999999999998,2.4000000000000004,3
South Milwaukee - C 9,vap_two,4,5,6,7,8,9
South Milwaukee - C 9,vap_white,1134,1141.4,1148.8,1156.2,1163.6,1171
St. Francis - C 1,vap,518,519.2,520.4,521.6,522.8,524
St. Francis - C 1,vap_aian,9,7.4,5.8,4.2,2.5999999999999996,1
St. Francis - C 1,vap_asian,2,3.4000000000000004,4.800000000000001,6.2,7.6000000000000005,9
St. Francis - C 1,vap_black,2,2.6,3.2,3.8,4.4,5
St. Francis - C 1,vap_hisp,23,27,31,35,39,43
St. Francis - C 1,vap_nhpi,0,0,0,0,0,0
St. Francis - C 1,vap_other,0,0,0,0,0,0
St. Francis - C 1,vap_two,5,6.4,7.800000000000001,9.2,10.600000000000001,12
St. Francis - C 1,vap_white,477,472.4,467.8,463.2,458.6,454
St. Francis - C 10,vap,655,650,645,640,635,630
St. Francis - C 10,vap_aian,5,5.8,6.6,7.4,8.2,9
St. Francis - C 10,vap_asian,10,9.4,8.8,8.2,7.6,7
St. Francis - C 10,vap_black,1,3,5,7,9,11
St. Francis - C 10,vap_hisp,13,15.4,17.8,20.2,22.6,25
St. Francis - C 10,vap_nhpi,0,0,0,0,0,0
St. Francis - C 10,vap_other,0,0,0,0,0,0
St. Francis - C 10,vap_two,1,1,1,1,1,1
St. Francis - C 10,vap_white,625,615.4,605.8,596.2,586.6,577
St. Francis - C 11,vap,641,634.6,628.2,621.8,615.4,609
St. Francis - C 11,vap_aian,6,6.8,7.6,8.4,9.2,10
St. Francis - C 11,vap_asian,4,5,6,7,8,9
St. Francis - C 11,vap_black,2,3.6,5.2,6.8,8.4,10
St. Francis - C 11,vap_hisp,19,24.2,29.4,34.6,39.8,45
St. Francis - C 11,vap_nhpi,0,0,0,0,0,0
St. Francis - C 11,vap_other,0,0.4,0.8,1.2,1.6,2
St. Francis - C 11,vap_two,9,8.4,7.8,7.2,6.6,6
St. Francis - C 11,vap_white,601,586.2,571.4,556.6,541.8,527
St. Francis - C 12,vap,609,607.6,606.2,604.8,603.4,602
St. Francis - C 12,vap_aian,1,1.8,2.6,3.4,4.2,5
St. Francis - C 12,vap_asian,5,5.4,5.8,6.2,6.6,7
St. Francis - C 12,vap_black,11,13.2,15.4,17.6,19.8,22
St. Francis - C 12,vap_hisp,23,27.8,32.6,37.4,42.2,47
St. Francis - C 12,vap_nhpi,1,0.8,0.6,0.4,0.19999999999999996,0
St. Francis - C 12,vap_other,0,0.2,0.4,0.6,0.8,1
St. Francis - C 12,vap_two,5,5.6,6.2,6.8,7.4,8
St. Francis - C 12,vap_white,563,552.8,542.6,532.4,522.2,512
St. Francis - C 2,vap,474,473.8,473.6,473.4,473.2,473
St. Francis - C 2,vap_aian,6,5.6,5.2,4.8,4.4,4
St. Francis - C 2,vap_asian,1,1.6,2.2,2.8,3.4000000000000004,4
St. Francis - C 2,vap_black,1,3.2,5.4,7.6,9.8,12
St. Francis - C 2,vap_hisp,16,18.6,21.2,23.8,26.4,29
St. Francis - C 2,vap_nhpi,0,0,0,0,0,0
St. Francis - C 2,vap_other,0,0,0,0,0,0
St. Francis - C 2,vap_two,7,6.4,5.8,5.2,4.6,4
St. Francis - C 2,vap_white,443,438.4,433.8,429.2,424.6,420
St. Francis - C 3,vap,506,501.2,496.4,491.6,486.8,482
St. Francis - C 3,vap_aian,5,4.6,4.2,3.8,3.4,3
St. Francis - C 3,vap_asian,5,5.4,5.8,6.2,6.6,7
St. Francis - C 3,vap_black,6,6,6,6,6,6
St. Francis - C 3,vap_hisp,15,19.4,23.8,28.2,32.6,37
St. Francis - C 3,vap_nhpi,0,0,0,0,0,0
St. Francis - C 3,vap_other,0,0,0,0,0,0
St. Francis - C 3,vap_two,1,1.2,1.4,1.6,1.8,2
St. Francis - C 3,vap_white,474,464.6,455.2,445.8,436.4,427
St. Francis - C 4,vap,672,672.8,673.6,674.4,675.2,676
St. Francis - C 4,vap_aian,7,6.4,5.8,5.2,4.6,4
St. Francis - C 4,vap_asian,7,8.6,10.2,11.8,13.4,15
St. Francis - C 4,vap_black,22,29.2,36.4,43.599999999999994,50.8,58
St. Francis - C 4,vap_hisp,44,53,62,71,80,89
St. Francis - C 4,vap_nhpi,0,0,0,0,0,0
St. Francis - C 4,vap_other,0,0,0,0,0,0
St. Francis - C 4,vap_two,8,9.2,10.4,11.6,12.8,14
St. Francis - C 4,vap_white,584,566.4,548.8,531.2,513.6,496
St. Francis - C 5,vap,344,409.8,475.6,541.4,607.2,673
St. Francis - C 5,vap_aian,1,1.2,1.4,1.6,1.8,2
St. Francis - C 5,vap_asian,8,8,8,8,8,8
St. Francis - C 5,vap_black,0,3.2,6.4,9.6,12.8,16
St. Francis - C 5,vap_hisp,6,12.4,18.8,25.2,31.6,38
St. Francis - C 5,vap_nhpi,0,0,0,0,0,0
St. Francis - C 5,vap_other,0,0,0,0,0,0
St. Francis - C 5,vap_two,1,2.6,4.2,5.8,7.4,9
St. Francis - C 5,vap_white,328,382.4,436.8,491.2,545.6,600
St. Francis - C 6,vap,522,530,538,546,554,562
St. Francis - C 6,vap_aian,4,5.2,6.4,7.6,8.8,10
St. Francis - C 6,vap_asian,8,8,8,8,8,8
St. Francis - C 6,vap_black,4,5.2,6.4,7.6,8.8,10
St. Francis - C 6,vap_hisp,11,22,33,44,55,66
St. Francis - C 6,vap_nhpi,0,0,0,0,0,0
St. Francis - C 6,vap_other,0,0,0,0,0,0
St. Francis - C 6,vap_two,3,3.6,4.2,4.8,5.4,6
St. Francis - C 6,vap_white,492,486,480,474,468,462
St. Francis - C 7,vap,809,813.2,817.4,821.6,825.8,830
St. Francis - C 7,vap_aian,2,2.8,3.6,4.4,5.2,6
St. Francis - C 7,vap_asian,11,14.4,17.8,21.2,24.6,28
St. Francis - C 7,vap_black,1,3,5,7,9,11
St. Francis - C 7,vap_hisp,35,40.4,45.8,51.2,56.6,62
St. Francis - C 7,vap_nhpi,0,0,0,0,0,0
St. Francis - C 7,vap_other,1,0.8,0.6,0.4,0.19999999999999996,0
St. Francis - C 7,vap_two,9,8.6,8.2,7.8,7.4,7
St. Francis - C 7,vap_white,750,743.2,736.4,729.6,722.8,716
St. Francis - C 8,vap,510,504.4,498.8,493.2,487.6,482
St. Francis - C 8,vap_aian,2,1.6,1.2,0.8,0.3999999999999999,0
St. Francis - C 8,vap_asian,0,0.2,0.4,0.6,0.8,1
St. Francis - C 8,vap_black,0,1,2,3,4,5
St. Francis - C 8,vap_hisp,7,14.4,21.8,29.2,36.6,44
St. Francis - C 8,vap_nhpi,0,0,0,0,0,0
St. Francis - C 8,vap_other,0,0,0,0,0,0
St. Francis - C 8,vap_two,1,1.2,1.4,1.6,1.8,2
St. Francis - C 8,vap_white,500,486,472,458,444,430
St. Francis - C 9,vap,729,848.8,968.6,1088.4,1208.2,1328
St. Francis - C 9,vap_aian,3,2.8,2.6,2.4,2.2,2
St. Francis - C 9,vap_asian,11,21,31,41,51,61
St. Francis - C 9,vap_black,4,9,14,19,24,29
St. Francis - C 9,vap_hisp,27,35,43,51,59,67
St. Francis - C 9,vap_nhpi,0,0,0,0,0,0
St. Francis - C 9,vap_other,0,0,0,0,0,0
St. Francis - C 9,vap_two,9,9.2,9.4,9.6,9.8,10
St. Francis - C 9,vap_white,675,771.8,868.6,965.4,1062.2,1159
Wauwatosa - C 1,vap,1291,1281.4,1271.8,1262.2,1252.6,1243
Wauwatosa - C 1,vap_aian,2,1.8,1.6,1.4,1.2,1
Wauwatosa - C 1,vap_asian,15,15.6,16.2,16.8,17.4,18
Wauwatosa - C 1,vap_black,13,14.6,16.2,17.8,19.4,21
Wauwatosa - C 1,vap_hisp,28,28.6,29.2,29.8,30.4,31
Wauwatosa - C 1,vap_nhpi,0,0,0,0,0,0
Wauwatosa - C 1,vap_other,0,0,0,0,0,0
Wauwatosa - C 1,vap_two,4,5,6,7,8,9
Wauwatosa - C 1,vap_white,1229,1215.8,1202.6,1189.4,1176.2,1163
Wauwatosa - C 10,vap,1643,1720.8,1798.6,1876.4,1954.2,2032
Wauwatosa - C 10,vap_aian,5,5.4,5.8,6.2,6.6,7
Wauwatosa - C 10,vap_asian,26,30.4,34.8,39.2,43.6,48
Wauwatosa - C 10,vap_black,18,29,40,51,62,73
Wauwatosa - C 10,vap_hisp,25,30,35,40,45,50
Wauwatosa - C 10,vap_nhpi,0,0,0,0,0,0
Wauwatosa - C 10,vap_other,0,1,2,3,4,5
Wauwatosa - C 10,vap_two,6,10.600000000000001,15.200000000000001,19.799999999999997,24.400000000000002,29
Wauwatosa - C 10,vap_white,1563,1614.4,1665.8,1717.2,1768.6,1820
Wauwatosa - C 11,vap,1506,1531,1556,1581,1606,1631
Wauwatosa - C 11,vap_aian,2,3.6,5.2,6.8,8.4,10
Wauwatosa - C 11,vap_asian,20,23,26,29,32,35
Wauwatosa - C 11,vap_black,17,25.4,33.8,42.2,50.6,59
Wauwatosa - C 11,vap_hisp,32,35.6,39.2,42.8,46.4,50
Wauwatosa - C 11,vap_nhpi,0,0,0,0,0,0
Wauwatosa - C 11,vap_other,1,0.8,0.6,0.4,0.19999999999999996,0
Wauwatosa - C 11,vap_two,9,10.8,12.6,14.399999999999999,16.2,18
Wauwatosa - C 11,vap_white,1425,1431.8,1438.6,1445.4,1452.2,1459
Wauwatosa - C 12,vap,1300,1309.6,1319.2,1328.8,1338.4,1348
Wauwatosa - C 12,vap_aian,0,0.2,0.4,0.6,0.8,1
Wauwatosa - C 12,vap_asian,15,14.2,13.4,12.6,11.8,11
Wauwatosa - C 12,vap_black,8,8.2,8.4,8.6,8.8,9
Wauwatosa - C 12,vap_hisp,19,20,21,22,23,24
Wauwatosa - C 12,vap_nhpi,2,1.8,1.6,1.4,1.2,1
Wauwatosa - C 12,vap_other,0,0,0,0,0,0
Wauwatosa - C 12,vap_two,8,7.4,6.8,6.2,5.6,5
Wauwatosa - C 12,vap_white,1248,1257.8,1267.6,1277.4,1287.2,1297
Wauwatosa - C 13,vap,1125,1109.4,1093.8,1078.2,1062.6,1047
Wauwatosa - C 13,vap_aian,3,2.8,2.6,2.4,2.2,2
Wauwatosa - C 13,vap_asian,30,41,52,63,74,85
Wauwatosa - C 13,vap_black,7,14.8,22.6,30.4,38.2,46
Wauwatosa - C 13,vap_hisp,10,12,14,16,18,20
Wauwatosa - C 13,vap_nhpi,0,0.4,0.8,1.2,1.6,2
Wauwatosa - C 13,vap_other,0,0,0,0,0,0
Wauwatosa - C 13,vap_two,2,2.4,2.8,3.2,3.6,4
Wauwatosa - C 13,vap_white,1073,1036,999,962,925,888
Wauwatosa - C 14,vap,1623,1622.2,1621.4,1620.6,1619.8,1619
Wauwatosa - C 14,vap_aian,7,6,5,4,3,2
Wauwatosa - C 14,vap_asian,19,19.2,19.4,19.6,19.8,20
Wauwatosa - C 14,vap_black,30,44.6,59.2,73.8,88.4,103
Wauwatosa - C 14,vap_hisp,27,30.6,34.2,37.8,41.4,45
Wauwatosa - C 14,vap_nhpi,4,3.4,2.8,2.2,1.5999999999999996,1
Wauwatosa - C 14,vap_other,0,0.2,0.4,0.6,0.8,1
Wauwatosa - C 14,vap_two,10,13.6,17.2,20.799999999999997,24.4,28
Wauwatosa - C 14,vap_white,1526,1504.6,1483.2,1461.8,1440.4,1419
Wauwatosa - C 15,vap,1781,1766.2,1751.4,1736.6,1721.8,1707
Wauwatosa - C 15,vap_aian,2,2,2,2,2,2
Wauwatosa - C 15,vap_asian,16,16.6,17.2,17.8,18.4,19
Wauwatosa - C 15,vap_black,57,71.6,86.2,100.8,115.4,130
Wauwatosa - C 15,vap_hisp,36,41.6,47.2,52.8,58.400000000000006,64
Wauwatosa - C 15,vap_nhpi,1,0.8,0.6,0.4,0.19999999999999996,0
Wauwatosa - C 15,vap_other,3,2.6,2.2,1.8,1.4,1
Wauwatosa - C 15,vap_two,16,17,18,19,20,21
Wauwatosa - C 15,vap_white,1650,1614,1578,1542,1506,1470
Wauwatosa - C 16,vap,1683,1671.6,1660.2,1648.8,1637.4,1626
Wauwatosa - C 16,vap_aian,1,1.2,1.4,1.6,1.8,2
Wauwatosa - C 16,vap_asian,17,17.6,18.2,18.8,19.4,20
Wauwatosa - C 16,vap_black,10,13.4,16.8,20.2,23.6,27
Wauwatosa - C 16,vap_hisp,12,14.6,17.2,19.8,22.4,25
Wauwatosa - C 16,vap_nhpi,0,0.4,0.8,1.2,1.6,2
Wauwatosa - C 16,vap_other,0,0,0,0,0,0
Wauwatosa - C 16,vap_two,6,7,8,9,10,11
Wauwatosa - C 16,vap_white,1637,1617.4,1597.8,1578.2,1558.6,1539
Wauwatosa - C 17,vap,1478,1475.2,1472.4,1469.6,1466.8,1464
Wauwatosa - C 17,vap_aian,2,1.8,1.6,1.4,1.2,1
Wauwatosa - C 17,vap_asian,10,11.4,12.8,14.2,15.600000000000001,17
Wauwatosa - C 17,vap_black,5,6.2,7.4,8.6,9.8,11
Wauwatosa - C 17,vap_hisp,12,13.4,14.8,16.2,17.6,19
Wauwatosa - C 17,vap_nhpi,0,0.2,0.4,0.6,0.8,1
Wauwatosa - C 17,vap_other,0,0.2,0.4,0.6,0.8,1
Wauwatosa - C 17,vap_two,2,4,6,8,10,12
Wauwatosa - C 17,vap_white,1447,1438,1429,1420,1411,1402
Wauwatosa - C 18,vap,1171,1155.6,1140.2,1124.8,1109.4,1094
Wauwatosa - C 18,vap_aian,4,3.4,2.8,2.2,1.5999999999999996,1
Wauwatosa - C 18,vap_asian,67,65.8,64.6,63.4,62.2,61
Wauwatosa - C 18,vap_black,49,57,65,73,81,89
Wauwatosa - C 18,vap_hisp,20,22.6,25.2,27.8,30.4,33
Wauwatosa - C 18,vap_nhpi,0,0,0,0,0,0
Wauwatosa - C 18,vap_other,2,2.4,2.8,3.2,3.6,4
Wauwatosa - C 18,vap_two,8,10.2,12.4,14.6,16.8,19
Wauwatosa - C 18,vap_white,1021,994.2,967.4,940.6,913.8,887
Wauwatosa - C 19,vap,1943,1909.2,1875.4,1841.6,1807.8,1774
Wauwatosa - C 19,vap_aian,10,11,12,13,14,15
Wauwatosa - C 19,vap_asian,74,80.6,87.2,93.8,100.4,107
Wauwatosa - C 19,vap_black,40,48,56,64,72,80
Wauwatosa - C 19,vap_hisp,21,23.6,26.2,28.8,31.4,34
Wauwatosa - C 19,vap_nhpi,1,1.2,1.4,1.6,1.8,2
Wauwatosa - C 19,vap_other,0,1,2,3,4,5
Wauwatosa - C 19,vap_two,12,13.8,15.6,17.4,19.2,21
Wauwatosa - C 19,vap_white,1785,1730,1675,1620,1565,1510
Wauwatosa - C 2,vap,1470,1456.4,1442.8,1429.2,1415.6,1402
Wauwatosa - C 2,vap_aian,6,6,6,6,6,6
Wauwatosa - C 2,vap_asian,13,14.2,15.4,16.6,17.8,19
Wauwatosa - C 2,vap_black,32,34.2,36.4,38.6,40.8,43
Wauwatosa - C 2,vap_hisp,24,28,32,36,40,44
Wauwatosa - C 2,vap_nhpi,2,1.6,1.2,0.8,0.3999999999999999,0
Wauwatosa - C 2,vap_other,1,1.2,1.4,1.6,1.8,2
Wauwatosa - C 2,vap_two,10,10.6,11.2,11.8,12.4,13
Wauwatosa - C 2,vap_white,1382,1360.6,1339.2,1317.8,1296.4,1275
Wauwatosa - C 20,vap,2054,2036.6,2019.2,2001.8,1984.4,1967
Wauwatosa - C 20,vap_aian,4,4,4,4,4,4
Wauwatosa - C 20,vap_asian,39,36.4,33.8,31.2,28.6,26
Wauwatosa - C 20,vap_black,12,18.6,25.200000000000003,31.8,38.400000000000006,45
Wauwatosa - C 20,vap_hisp,21,25.2,29.4,33.6,37.8,42
Wauwatosa - C 20,vap_nhpi,0,0,0,0,0,0
Wauwatosa - C 20,vap_other,2,1.6,1.2,0.8,0.3999999999999999,0
Wauwatosa - C 20,vap_two,14,14,14,14,14,14
Wauwatosa - C 20,vap_white,1962,1936.8,1911.6,1886.4,1861.2,1836
Wauwatosa - C 21,vap,669,684.8,700.6,716.4,732.2,748
Wauwatosa - C 21,vap_aian,0,0.2,0.4,0.6,0.8,1
Wauwatosa - C 21,vap_asian,16,17,18,19,20,21
Wauwatosa - C 21,vap_black,5,9.4,13.8,18.2,22.6,27
Wauwatosa - C 21,vap_hisp,4,9,14,19,24,29
Wauwatosa - C 21,vap_nhpi,1,0.8,0.6,0.4,0.19999999999999996,0
Wauwatosa - C 21,vap_other,0,0,0,0,0,0
Wauwatosa - C 21,vap_two,4,5.4,6.800000000000001,8.2,9.600000000000001,11
Wauwatosa - C 21,vap_white,639,643,647,651,655,659
Wauwatosa - C 22,vap,1512,1506.8,1501.6,1496.4,1491.2,1486
Wauwatosa - C 22,vap_aian,2,1.6,1.2,0.8,0.3999999999999999,0
Wauwatosa - C 22,vap_asian,21,24.2,27.4,30.6,33.8,37
Wauwatosa - C 22,vap_black,58,61.8,65.6,69.4,73.2,77
Wauwatosa - C 22,vap_hisp,25,26.2,27.4,28.6,29.8,31
Wauwatosa - C 22,vap_nhpi,0,0,0,0,0,0
Wauwatosa - C 22,vap_other,0,0.2,0.4,0.6,0.8,1
Wauwatosa - C 22,vap_two,5,5.4,5.8,6.2,6.6,7
Wauwatosa - C 22,vap_white,1401,1387.4,1373.8,1360.2,1346.6,1333
Wauwatosa - C 23,vap,1496,1490.4,1484.8,1479.2,1473.6,1468
Wauwatosa - C 23,vap_aian,10,9.6,9.2,8.8,8.4,8
Wauwatosa - C 23,vap_asian,15,23,31,39,47,55
Wauwatosa - C 23,vap_black,77,81.8,86.6,91.4,96.2,101
Wauwatosa - C 23,vap_hisp,22,27,32,37,42,47
Wauwatosa - C 23,vap_nhpi,2,1.6,1.2,0.8,0.3999999999999999,0
Wauwatosa - C 23,vap_other,0,0.2,0.4,0.6,0.8,1
Wauwatosa - C 23,vap_two,6,8.4,10.8,13.2,15.600000000000001,18
Wauwatosa - C 23,vap_white,1364,1338.8,1313.6,1288.4,1263.2,1238
Wauwatosa - C 24,vap,1650,1686.2,1722.4,1758.6,1794.8,1831
Wauwatosa - C 24,vap_aian,1,1.4,1.8,2.2,2.6,3
Wauwatosa - C 24,vap_asian,26,32.8,39.6,46.4,53.2,60
Wauwatosa - C 24,vap_black,44,78.6,113.2,147.8,182.4,217
Wauwatosa - C 24,vap_hisp,9,12.2,15.4,18.6,21.8,25
Wauwatosa - C 24,vap_nhpi,0,0,0,0,0,0
Wauwatosa - C 24,vap_other,2,2,2,2,2,2
Wauwatosa - C 24,vap_two,7,9,11,13,15,17
Wauwatosa - C 24,vap_white,1561,1550.2,1539.4,1528.6,1517.8,1507
Wauwatosa - C 3,vap,1425,1418.8,1412.6,1406.4,1400.2,1394
Wauwatosa - C 3,vap_aian,4,3.6,3.2,2.8,2.4,2
Wauwatosa - C 3,vap_asian,16,15.4,14.8,14.2,13.6,13
Wauwatosa - C 3,vap_black,24,29.8,35.6,41.4,47.2,53
Wauwatosa - C 3,vap_hisp,16,18.4,20.8,23.2,25.6,28
Wauwatosa - C 3,vap_nhpi,0,0,0,0,0,0
Wauwatosa - C 3,vap_other,2,1.6,1.2,0.8,0.3999999999999999,0
Wauwatosa - C 3,vap_two,16,14.8,13.6,12.4,11.2,10
Wauwatosa - C 3,vap_white,1347,1335.2,1323.4,1311.6,1299.8,1288
Wauwatosa - C 4,vap,1719,1712.2,1705.4,1698.6,1691.8,1685
