BLOCKID|DISTRICT
550019502042086|072
550019502042087|072
550019502042088|072
550019504001000|041
550019504001001|041
550019504001002|041
550019504001003|041
550019504001004|041
550019504001005|041
550019504001006|072
550019504001007|041
550019504001008|041
550019504001009|041
550019504001010|041
550019504001011|041
550019504001012|041
550019504001013|041
550019504001014|041
550019504001015|041
550019504001016|041
550019504001017|041
550019504001018|041
550019504001019|041
550019504001020|041
550019504001021|041
550019504001022|041
550019504001023|041
550019504001024|041
550019504001025|041
550019504001026|041
550019504001027|041
550019504001028|041
550019504001029|041
550019504001030|041
550019504001031|041
550019504001032|041
550019504001033|041
550019504001034|041
550019504001035|041
550019504001036|041
550019504001037|041
550019504001038|041
550019504001039|041
550019504001040|041
550019504001041|041
550019504001042|041
550019504001043|041
550019504001044|041
550019504001045|041
550019504001046|041
550019504001047|041
550019504001048|041
550019504001049|041
550019504001050|041
550019504001051|041
550019504001052|041
550019504001053|041
550019504001054|041
550019504001055|041
550019504001056|041
550019504001057|041
550019504001058|041
550019504001059|041
550019504001060|041
550019504001061|041
550019504001062|041
550019504001063|072
550019504002000|041
550019504002001|041
550019504002002|041
550019504002003|041
550019504002004|041
550019504002005|041
550019504002006|041
550019504002007|041
550019504002008|041
550019504002009|041
550019504002010|041
550019504002011|041
550019504002012|041
550019504002013|041
550019504002014|041
550019504002015|041
550019504002016|041
550019504002017|041
550019504002018|041
550019504002019|041
550019504002020|041
550019504002021|041
550019504002022|041
550019504002023|041
550019504002024|041
550019504002025|041
550019504002026|041
550019504002027|041
550019504002028|041
550019504002029|072
550019504002030|072
550019504002031|072
550019504002032|041
550019504002033|041
550019504002034|041
550019504002035|072
550019504002036|041
550019504002037|041
550019504002038|041
550019504002039|041
550019504002040|041
550019504002041|041
550019504002042|041
550019504002043|041
550019504002044|041
550019504002045|041
550019504002046|041
550019504002047|041
550019504002048|041
550019504002049|041
550019504002050|041
550019504002051|041
550019504002052|041
550019504002053|041
550019504002054|041
550019504002055|041
550019504002056|041
550019504002057|041
550019504002058|041
550019504002059|041
550019504002060|041
550019504002061|041
550019504002062|041
550019504002063|041
550019504002064|041
550019504002065|041
550019504002066|041
550019504002067|041
550019504002068|041
550019504002069|041
550019504002070|041
550019504002071|041
550019504002072|041
550019504002073|041
550019504002074|041
550019504002075|041
550019504002076|041
550019504002077|041
550019504002078|041
550019504003000|041
550019504003001|041
550019504003002|041
550019504003003|041
550019504003004|041
550019504003005|041
550019504003006|041
550019504003007|041
550019504003008|041
550019504003009|041
550019504003010|041
550019504003011|041
550019504003012|041
550019504003013|041
550019504003014|041
550019504003015|041
550019504003016|041
550019504003017|041
550019504003018|041
550019504003019|041
550019504003020|041
550019504003021|041
550019504003022|041
550019504003023|041
550019504003024|041
550019504003025|041
550019504003026|041
550019504003027|041
550019504003028|041
550019504003029|041
550019504003030|041
550019504003031|041
550019504003032|041
550019504003033|041
550019504003034|041
550019504003035|041
550019504003036|041
550019504003037|041
550019504003038|041
550019504003039|041
550019504003040|041
550019504003041|041
550019504003042|041
550019504003043|041
550019504003044|041
550019504003045|041
