BLOCKID|PLACEFP
550339701004138|
550339701004139|
550339701004140|
550339701004141|
550339701004142|
550339701004143|
550339701004144|
550339701004145|
550339701004146|
550339701004147|
550339701004148|
550339701004149|
550339701004150|
550339701004151|
550339702001000|
550339702001001|
550339702001002|
550339702001003|
550339702001004|
550339702001005|
550339702001006|
550339702001007|
550339702001008|
550339702001009|
550339702001010|
550339702001011|
550339702001012|
550339702001013|
550339702001014|
550339702001015|
550339702001016|
550339702001017|
550339702001018|
550339702001019|
550339702001020|
550339702001021|
550339702001022|
550339702001023|
550339702001024|
550339702001025|
550339702001026|
550339702001027|
550339702001028|
550339702001029|
550339702001030|
550339702001031|
550339702001032|
550339702001033|
550339702001034|
550339702001035|
550339702001036|
550339702001037|20675
550339702001038|20675
550339702001039|20675
550339702001040|20675
550339702001041|20675
550339702001042|20675
550339702001043|
550339702001044|20675
550339702001045|
550339702001046|
550339702001047|
550339702001048|
550339702001049|
550339702001050|20675
550339702001051|20675
550339702001052|09050
550339702001053|
550339702001054|
550339702001055|
550339702001056|
550339702001057|
550339702001058|
550339702001059|09050
550339702001060|09050
550339702001061|
550339702001062|
550339702001063|
550339702001064|
550339702001065|
550339702001066|
550339702001067|20675
550339702001068|20675
550339702001069|20675
550339702001070|20675
550339702001071|20675
550339702001072|20675
550339702001073|20675
550339702001074|20675
550339702001075|20675
550339702001076|20675
550339702001077|20675
550339702001078|20675
550339702001079|20675
550339702001080|20675
550339702001081|20675
550339702001082|
550339702001083|
550339702001084|
550339702001085|
550339702001086|
550339702001087|20675
550339702001088|
550339702001089|
550339702001090|
550339702001091|
550339702001092|
550339702001093|
550339702001094|
550339702001095|
550339702001096|
550339702001097|
550339702001098|
550339702001099|
550339702001100|
550339702001101|
550339702002000|
550339702002001|
550339702002002|
550339702002003|
550339702002004|09050
550339702002005|
550339702002006|09050
550339702002007|09050
550339702002008|09050
550339702002009|09050
550339702002010|09050
550339702002011|
550339702002012|
550339702002013|09050
550339702002014|
550339702002015|
550339702002016|
550339702002017|09050
550339702002018|09050
550339702002019|09050
550339702002020|09050
550339702002021|09050
550339702002022|09050
550339702002023|09050
550339702002024|09050
550339702002025|09050
550339702002026|09050
550339702002027|09050
550339702002028|09050
550339702002029|09050
550339702002030|09050
550339702002031|09050
550339702002032|09050
550339702002033|09050
550339702002034|09050
550339702002035|09050
550339702002036|09050
550339702002037|09050
550339702002038|09050
550339702002039|09050
550339702002040|09050
550339702002041|09050
550339702002042|09050
550339702002043|09050
550339702002044|09050
550339702002045|09050
550339702002046|09050
550339702002047|09050
550339702002048|09050
550339702002049|09050
550339702002050|09050
550339702002051|09050
550339702002052|09050
550339702002053|
550339702002054|
550339702002055|
550339702002056|
550339702002057|
550339702002058|
550339702002059|
550339702002060|
550339702002061|
550339702002062|
550339702002063|
550339702002064|
550339702002065|
550339702002066|
550339702002067|09050
550339702002068|
550339702002069|09050
550339702003000|
550339702003001|
550339702003002|
550339702003003|
550339702003004|
550339702003005|
550339702003006|
550339702003007|
550339702003008|
550339702003009|
550339702003010|
550339702003011|
550339702003012|
550339702003013|
550339702003014|
550339702003015|
550339702003016|
550339702003017|
550339702003018|
550339702003019|
550339702003020|
550339702003021|
550339702003022|
550339702003023|
550339702003024|
550339702003025|
550339702003026|
550339702003027|
550339702003028|
550339702003029|
550339702003030|
550339702003031|
550339702003032|
550339702003033|
550339702003034|
550339702003035|
550339702003036|
550339702003037|
550339702003038|
550339702003039|
550339702003040|
550339702003041|
550339702003042|
550339702003043|
550339702003044|
550339702003045|
550339702003046|
550339702003047|
550339702003048|
550339702003049|39975
550339702003050|39975
550339702003051|39975
550339702003052|39975
550339702003053|39975
550339702003054|39975
550339702003055|39975
550339702003056|39975
550339702003057|39975
550339702003058|39975
550339702003059|39975
550339702003060|39975
550339702003061|39975
550339702003062|39975
550339702003063|39975
550339702003064|39975
550339702003065|39975
550339702003066|39975
550339702003067|39975
550339702003068|39975
550339702003069|39975
550339702003070|39975
550339702003071|39975
550339702003072|39975
550339702003073|39975
550339702003074|
550339702003075|
550339702003076|
550339702003077|
550339702003078|
550339702003079|
550339702003080|
550339702003081|
550339702003082|
550339702003083|
550339702003084|39975
550339702003085|39975
550339702003086|
550339702003087|
550339702003088|
550339702003089|
550339702003090|
550339702003091|
550339702003092|
550339702003093|
550339702003094|
550339702003095|
550339702003096|
550339702003097|
550339702003098|
550339702003099|
550339702003100|
550339702003101|
550339702003102|
550339702003103|
550339702003104|
550339702003105|
550339702003106|
550339702003107|
550339702003108|
550339702003109|
550339702003110|
550339702003111|
550339702003112|
550339702003113|
550339702003114|
550339702003115|
550339702003116|
550339702003117|
550339702003118|
550339702003119|
550339702003120|
550339702003121|
550339702003122|
550339702003123|
550339702004000|
550339702004001|
550339702004002|
550339702004003|
550339702004004|
550339702004005|
550339702004006|
550339702004007|
550339702004008|
550339702004009|
550339702004010|
550339702004011|
550339702004012|
550339702004013|
550339702004014|
550339702004015|
550339702004016|
550339702004017|
550339702004018|
550339702004019|
550339702004020|
550339702004021|
550339702004022|
550339702004023|
550339702004024|86575
550339702004025|86575
550339702004026|86575
550339702004027|86575
550339702004028|86575
550339702004029|86575
550339702004030|86575
550339702004031|86575
550339702004032|86575
550339702004033|86575
550339702004034|86575
550339702004035|
550339702004036|
550339702004037|
550339702004038|
550339702004039|
550339702004040|
550339702004041|86575
550339702004042|86575
550339702004043|86575
550339702004044|86575
550339702004045|
550339702004046|
550339702004047|86575
550339702004048|86575
550339702004049|86575
550339702004050|86575
550339702004051|86575
550339702004052|86575
550339702004053|
550339702004054|
550339702004055|86575
550339702004056|86575
550339702004057|86575
550339702004058|86575
550339702004059|86575
550339702004060|86575
550339702004061|
550339702004062|
550339702004063|
550339702004064|
550339702004065|
550339702004066|
550339702004067|
550339702004068|
550339702004069|
550339702004070|
550339702004071|
550339702004072|
550339702004073|
550339702004074|86575
550339702004075|
550339702004076|
550339702004077|
550339702004078|
550339702004079|
550339702004080|
550339702004081|
550339702004082|
550339702004083|
550339702004084|
550339702004085|
550339702004086|
550339702004087|
550339702004088|
550339702004089|
550339702004090|
550339702004091|
550339702004092|
550339702004093|
550339702004094|
550339702004095|
550339702004096|
550339702004097|
550339702004098|
550339702004099|
550339702004100|
550339702004101|
550339702004102|
550339702004103|
550339702004104|
550339702004105|
550339702004106|
550339702004107|
550339702004108|
550339702004109|
550339702004110|
550339702004111|
550339702004112|
550339702004113|
550339702004114|
550339702004115|
550339702004116|
550339702004117|
550339702004118|
550339702004119|
550339702004120|
550339702004121|
550339702004122|
550339702004123|
550339702004124|
550339703001000|
550339703001001|
550339703001002|
550339703001003|78980
550339703001004|78980
550339703001005|78980
550339703001006|78980
550339703001007|78980
550339703001008|78980
550339703001009|78980
550339703001010|78980
550339703001011|
550339703001012|
550339703001013|
550339703001014|
550339703001015|
550339703001016|
550339703001017|
550339703001018|
550339703001019|
550339703001020|
550339703001021|
550339703001022|
550339703001023|
550339703001024|
550339703001025|
550339703001026|78980
550339703001027|78980
550339703001028|78980
550339703001029|78980
550339703001030|
550339703001031|
550339703001032|78980
550339703001033|78980
550339703001034|78980
550339703001035|78980
550339703001036|78980
550339703001037|78980
550339703001038|78980
550339703001039|78980
550339703001040|
550339703001041|
550339703001042|78980
550339703001043|78980
550339703001044|78980
550339703001045|78980
550339703001046|78980
550339703001047|78980
550339703001048|78980
550339703001049|78980
550339703001050|78980
550339703001051|78980
550339703001052|78980
550339703001053|78980
550339703001054|78980
550339703001055|78980
550339703001056|78980
550339703001057|
550339703001058|
550339703001059|78980
550339703001060|78980
550339703001061|
550339703002000|
550339703002001|
550339703002002|78980
550339703002003|78980
550339703002004|78980
550339703002005|78980
550339703002006|78980
550339703002007|78980
550339703002008|78980
550339703002009|78980
550339703002010|78980
550339703002011|78980
550339703002012|78980
550339703002013|78980
550339703002014|78980
550339703002015|
550339703002016|
550339703002017|
550339703002018|
550339703002019|
550339703002020|
550339703002021|
550339703002022|78980
550339703002023|78980
550339703002024|78980
550339703002025|78980
550339703002026|78980
550339703002027|78980
550339703002028|
550339703002029|78980
550339703002030|78980
550339703002031|78980
550339703002032|78980
550339703002033|78980
550339703002034|78980
550339703002035|78980
550339703002036|78980
550339703002037|78980
550339703002038|78980
550339703002039|78980
550339703002040|78980
550339703002041|78980
550339703002042|78980
550339703002043|78980
550339703002044|78980
550339703002045|
550339703002046|
550339703002047|78980
550339703002048|78980
550339703002049|78980
550339703002050|78980
550339703002051|78980
550339703002052|
550339703002053|
550339703002054|
550339703002055|
550339703002056|
550339703002057|78980
550339703002058|
550339703002059|
550339703002060|78980
550339703002061|78980
550339703002062|78980
550339703002063|
550339703002064|78980
550339703003000|
550339703003001|
550339703003002|
550339703003003|
550339703003004|
550339703003005|
550339703003006|
550339703003007|
550339703003008|16275
550339703003009|16275
550339703003010|16275
550339703003011|16275
550339703003012|16275
550339703003013|16275
550339703003014|
550339703003015|
550339703003016|
550339703003017|
550339703003018|
550339703003019|16275
550339703003020|16275
550339703003021|16275
550339703003022|16275
550339703003023|16275
550339703003024|16275
550339703003025|16275
550339703003026|16275
550339703003027|16275
550339703003028|16275
550339703003029|16275
550339703003030|16275
550339703003031|16275
550339703003032|16275
550339703003033|16275
550339703003034|
550339703003035|16275
550339703003036|16275
550339703003037|16275
550339703003038|16275
550339703003039|16275
550339703003040|
550339703003041|
550339703003042|16275
550339703003043|16275
550339703003044|16275
550339703003045|16275
550339703003046|16275
550339703003047|16275
550339703003048|16275
550339703003049|16275
550339703003050|16275
550339703003051|16275
550339703003052|16275
550339703003053|16275
550339703003054|16275
550339703003055|16275
550339703003056|16275
550339703003057|16275
550339703003058|16275
550339703003059|16275
550339703003060|16275
550339703003061|16275
550339703003062|16275
550339703003063|16275
550339703003064|16275
550339703003065|16275
550339703003066|16275
550339703003067|16275
550339703003068|16275
550339703004000|
550339703004001|
550339703004002|
550339703004003|
550339703004004|
550339703004005|
550339703004006|
550339703004007|
550339703004008|
550339703004009|
550339703004010|
550339703004011|
550339703004012|
550339703004013|
550339703004014|
550339703004015|
550339703004016|
550339703004017|
550339703004018|
550339703004019|
550339703004020|
550339703004021|
550339703004022|
550339703004023|
550339703004024|
550339703004025|
550339703004026|16275
550339703004027|
550339703004028|
550339703004029|
550339703004030|
550339703004031|
550339703004032|
550339703004033|
550339703004034|
550339703004035|
550339703004036|
550339703004037|
550339703004038|
550339703004039|
550339703004040|
550339703004041|
550339703004042|
550339703004043|
550339703004044|
550339703004045|
550339703004046|
550339703004047|
550339703004048|
550339703004049|
550339703004050|
550339703004051|
550339703004052|
550339703004053|
550339703004054|
550339703004055|
550339703004056|
550339703004057|
550339703004058|
550339703004059|
550339703004060|
550339703004061|
550339703004062|
550339703004063|
550339703004064|
550339703004065|
550339703004066|
550339703004067|
550339703004068|
550339703004069|
550339703004070|
550339703004071|
550339703004072|
550339703004073|
550339703004074|
550339703004075|
550339703004076|
550339703004077|
550339703004078|
550339703004079|
550339703004080|
550339703004081|
550339703004082|
550339703004083|
550339704001000|
550339704001001|
550339704001002|
550339704001003|
550339704001004|
550339704001005|
550339704001006|
550339704001007|
550339704001008|
550339704001009|
550339704001010|
550339704001011|
550339704001012|
550339704001013|
550339704001014|
550339704001015|
550339704001016|
550339704001017|
550339704001018|
550339704001019|
550339704001020|
550339704001021|
550339704001022|
550339704001023|
550339704001024|
550339704001025|
550339704001026|
550339704001027|
550339704001028|23325
550339704001029|23325
550339704001030|23325
550339704001031|23325
550339704001032|23325
550339704001033|23325
550339704001034|23325
550339704001035|23325
550339704001036|23325
550339704001037|23325
550339704001038|23325
550339704001039|23325
550339704001040|23325
550339704001041|23325
550339704001042|23325
550339704001043|23325
550339704001044|23325
550339704001045|23325
550339704001046|23325
550339704001047|23325
550339704001048|23325
550339704001049|23325
550339704001050|23325
550339704001051|23325
550339704001052|23325
550339704001053|23325
550339704001054|
550339704001055|
550339704001056|
550339704001057|
550339704001058|23325
550339704001059|23325
550339704001060|
550339704001061|
550339704001062|
550339704001063|
550339704001064|
550339704001065|
550339704002000|
550339704002001|
550339704002002|
550339704002003|
550339704002004|
550339704002005|
550339704002006|
550339704002007|
550339704002008|
550339704002009|
550339704002010|
550339704002011|
550339704002012|
550339704002013|
550339704002014|
550339704002015|
550339704002016|
550339704002017|
550339704002018|
550339704002019|
550339704002020|
550339704002021|
550339704002022|
550339704002023|
550339704002024|
550339704002025|
550339704002026|
550339704002027|
550339704002028|
550339704002029|
550339704002030|
550339704002031|
550339704002032|
550339704002033|
550339704002034|
550339704002035|
550339704002036|
550339704002037|
550339704002038|
550339704002039|
550339704002040|
550339704002041|
550339704002042|
550339704002043|
550339704002044|
550339704002045|
550339704002046|
550339704002047|
550339704002048|
550339704002049|
550339704002050|
550339704002051|
550339704002052|
550339704002053|
550339704002054|
550339704002055|
550339704002056|
550339704002057|
550339704002058|
550339704002059|
550339704002060|
550339704002061|
550339704002062|
550339704002063|
550339704002064|
550339704002065|
550339704002066|
550339704002067|
550339704002068|
550339704002069|
550339704002070|
550339704002071|
550339704002072|
550339704002073|
550339704002074|
550339704002075|68800
550339704002076|68800
550339704002077|68800
550339704002078|
550339704002079|
550339704002080|
550339704002081|
550339704002082|
550339704002083|
550339704002084|68800
550339704002085|68800
550339704002086|68800
550339704002087|68800
550339704002088|
550339704002089|
550339704002090|68800
550339704002091|68800
550339704002092|
550339704002093|
550339704002094|68800
550339704002095|68800
550339704002096|
550339704002097|
550339704002098|
550339704002099|
550339704002100|
550339704002101|
550339704002102|
550339704002103|
550339704002104|
550339704002105|
550339704002106|
550339704002107|
550339704002108|
550339704003000|
550339704003001|
550339704003002|
550339704003003|
550339704003004|
550339704003005|
550339704003006|
550339704003007|
550339704003008|
550339704003009|
550339704003010|
550339704003011|
550339704003012|
550339704003013|
550339704003014|
550339704003015|
550339704003016|
550339704003017|
550339704003018|
550339704003019|
550339704003020|
550339704003021|
550339704003022|
550339704003023|
550339704003024|
550339704003025|
550339704003026|
550339704003027|
550339704003028|
550339704003029|
550339704003030|
550339704003031|
550339704003032|
550339704003033|
550339704003034|
550339704003035|
550339704003036|
550339704003037|
550339704003038|
550339704003039|
550339704003040|
550339704003041|
550339704003042|
550339704003043|
550339704003044|
550339704003045|
550339704003046|
550339704003047|
550339704003048|
550339704003049|
550339704003050|
550339704003051|
550339704003052|
550339704003053|
550339704003054|
550339704003055|
550339704003056|
550339704003057|
550339704003058|
550339704003059|
550339704003060|
550339704003061|
550339704003062|
550339704003063|
550339704003064|
550339704003065|
550339704003066|
550339704003067|
550339704003068|
550339704003069|
550339704003070|
550339704003071|
550339704003072|
550339704003073|
550339704003074|
550339704003075|
550339704003076|
550339704003077|
550339704003078|
550339704003079|
550339704003080|
550339704003081|
550339704003082|
550339704003083|
550339704003084|
550339704003085|
550339704003086|
550339704003087|
550339704003088|
550339704003089|
550339704003090|
550339704003091|
550339704003092|
550339704003093|
550339704003094|
550339704003095|
550339704003096|
550339704003097|
550339704003098|
550339704003099|
550339704003100|
550339704003101|
550339704003102|
550339704003103|
550339704003104|
550339704003105|
550339704003106|
550339704003107|
550339704003108|68800
550339704003109|
550339704003110|
550339704003111|
550339704003112|
550339704003113|
550339704003114|
550339704003115|
550339704003116|
550339704003117|
550339704003118|
550339704003119|
550339704003120|
550339704003121|
550339704003122|68800
550339704003123|68800
550339704003124|68800
550339704003125|68800
550339704003126|68800
550339704003127|68800
550339704003128|
550339704003129|68800
550339704003130|68800
550339704003131|68800
550339704003132|68800
550339704003133|
550339704003134|
550339704003135|
550339704003136|
550339704003137|
550339704003138|
550339704003139|
550339704003140|
550339704003141|
550339704003142|
550339704003143|
550339704003144|
550339704003145|
550339704003146|
550339704003147|
550339704003148|
550339704003149|
550339704003150|
550339704003151|
550339704003152|
550339704003153|
550339704003154|
550339704003155|
550339704003156|
550339704003157|
550339704003158|
550339704003159|
550339704003160|
550339704003161|
550339704003162|
550339704003163|
550339704003164|
550339704003165|
550339704003166|
550339704003167|
550339704003168|
550339704004000|
550339704004001|
550339704004002|
550339704004003|
550339704004004|
550339704004005|
550339704004006|
550339704004007|
550339704004008|
550339704004009|
550339704004010|
550339704004011|
550339704004012|
550339704004013|
550339704004014|51025
550339704004015|
550339704004016|
550339704004017|
550339704004018|
550339704004019|
550339704004020|
550339704004021|
550339704004022|
550339704004023|
550339704004024|
550339704004025|
550339704004026|
550339704004027|
550339704004028|
550339704004029|
550339704004030|
550339704004031|
550339704004032|
550339704004033|
550339704004034|
550339704004035|
550339704004036|
550339704004037|
550339704004038|
550339704004039|
550339704004040|
550339704004041|
550339704004042|
550339704004043|
550339704004044|
550339704004045|
550339704004046|
550339704004047|
550339704004048|
550339704004049|
550339704004050|
550339704004051|
550339704004052|
550339704004053|
550339704004054|
550339704004055|51025
550339704004056|51025
550339704004057|
550339704004058|
550339704004059|
550339704004060|
550339704004061|
550339704004062|
550339704004063|
550339704004064|
550339704004065|
550339704004066|
550339704004067|
550339704004068|
550339704004069|
550339704004070|
550339704004071|
550339704004072|
550339704004073|
550339704004074|
550339704004075|
550339704004076|
550339704004077|
550339704004078|
550339704004079|
550339704004080|
550339704004081|
550339704004082|
550339704004083|
550339704004084|
550339704004085|
550339704004086|
550339704004087|
550339704004088|
550339704004089|
550339704004090|
550339704004091|
550339704004092|
550339704004093|
550339704004094|
550339704004095|
550339704004096|
550339704004097|
550339704004098|
550339704004099|
550339704004100|
550339704004101|
550339704004102|
550339704004103|
550339705001000|
550339705001001|
550339705001002|
550339705001003|
550339705001004|
550339705001005|
550339705001006|
550339705001007|
550339705001008|
550339705001009|
550339705001010|
550339705001011|
550339705001012|
550339705001013|
550339705001014|
550339705001015|
550339705001016|51025
550339705001017|51025
550339705001018|51025
550339705001019|51025
550339705001020|51025
550339705001021|51025
550339705001022|
550339705001023|
550339705001024|51025
550339705001025|
550339705001026|51025
550339705001027|
550339705001028|51025
550339705001029|
550339705001030|51025
550339705001031|51025
550339705001032|51025
550339705001033|
550339705001034|51025
550339705001035|51025
550339705001036|51025
550339705001037|51025
550339705001038|51025
550339705001039|51025
550339705001040|51025
550339705001041|51025
550339705001042|51025
550339705001043|51025
550339705001044|51025
550339705001045|51025
550339705001046|51025
550339705001047|
550339705001048|51025
550339705001049|
550339705001050|
550339705001051|
550339705001052|
550339705001053|
550339705001054|
550339705001055|51025
550339705001056|51025
550339705001057|51025
550339705001058|51025
550339705001059|51025
550339705001060|
550339705001061|
550339705001062|
550339705001063|51025
550339705001064|51025
550339705001065|51025
550339705001066|51025
550339705001067|51025
550339705001068|51025
550339705001069|51025
550339705001070|51025
550339705001071|51025
550339705001072|51025
550339705001073|51025
550339705001074|51025
550339705001075|51025
550339705001076|51025
550339705001077|51025
550339705001078|51025
550339705001079|51025
550339705001080|51025
550339705001081|51025
550339705001082|51025
550339705001083|51025
550339705001084|51025
550339705001085|51025
550339705001086|51025
550339705001087|51025
550339705001088|51025
550339705001089|
550339705001090|
550339705001091|
550339705001092|51025
550339705001093|51025
550339705002000|51025
550339705002001|51025
550339705002002|51025
550339705002003|51025
550339705002004|51025
550339705002005|51025
550339705002006|51025
550339705002007|51025
550339705002008|51025
550339705002009|51025
550339705002010|51025
550339705002011|51025
550339705002012|51025
550339705002013|51025
550339705002014|51025
550339705002015|51025
550339705002016|51025
550339705002017|51025
550339705002018|51025
550339705002019|51025
550339705002020|51025
550339705002021|51025
550339705002022|51025
550339705002023|51025
550339705002024|51025
550339705002025|51025
550339705002026|51025
550339705002027|51025
550339705002028|51025
550339705002029|51025
550339705002030|51025
550339705002031|51025
550339705002032|51025
550339705002033|51025
550339705002034|51025
550339705002035|51025
550339705002036|51025
550339705002037|51025
550339705002038|51025
550339705002039|51025
550339705002040|51025
550339705002041|51025
550339705002042|51025
550339705002043|51025
550339705003000|51025
550339705003001|51025
550339705003002|51025
550339705003003|51025
550339705003004|51025
550339705003005|51025
550339705003006|51025
550339705003007|51025
550339705003008|51025
550339705003009|51025
550339705003010|51025
550339705003011|51025
550339705003012|51025
550339705003013|51025
550339705003014|51025
550339705003015|51025
550339705003016|51025
550339705003017|51025
550339705003018|51025
550339705003019|51025
550339705003020|51025
550339705003021|51025
550339705003022|51025
550339705003023|51025
550339705003024|51025
550339705003025|51025
550339705003026|51025
550339705003027|51025
550339705004000|51025
550339705004001|51025
550339705004002|51025
550339705004003|51025
550339705004004|51025
550339705004005|51025
550339705004006|51025
550339705004007|51025
550339705004008|51025
550339705004009|51025
550339705004010|51025
550339705004011|51025
550339705004012|51025
550339705004013|51025
550339705004014|51025
550339705004015|51025
550339705004016|51025
550339705004017|51025
550339705004018|51025
550339705004019|51025
550339705004020|51025
550339705004021|51025
550339705004022|51025
550339705004023|51025
550339705004024|
550339705004025|51025
550339705004026|51025
550339705004027|51025
550339705004028|51025
550339705004029|51025
550339705004030|51025
550339705004031|51025
550339705004032|51025
550339705004033|51025
550339705004034|51025
550339705004035|51025
550339705004036|51025
550339705004037|51025
550339705004038|51025
550339705004039|51025
550339705004040|51025
550339705004041|51025
550339705004042|51025
550339706001000|
550339706001001|
550339706001002|
550339706001003|
550339706001004|
550339706001005|
550339706001006|
550339706001007|
550339706001008|
550339706001009|
550339706001010|
550339706001011|
550339706001012|
550339706001013|
550339706001014|
550339706001015|
550339706001016|
550339706001017|
550339706001018|
550339706001019|
550339706001020|
550339706001021|
550339706001022|
550339706001023|
550339706001024|
550339706001025|
550339706001026|20725
550339706001027|
550339706001028|
550339706001029|20725
550339706001030|
550339706001031|
550339706001032|
550339706001033|
550339706001034|
550339706001035|
550339706001036|
550339706001037|
550339706001038|
550339706001039|
550339706001040|
550339706001041|
550339706001042|
550339706001043|
550339706001044|
550339706001045|
550339706001046|
550339706001047|
550339706001048|
550339706001049|
550339706001050|
550339706001051|
550339706001052|
550339706001053|
550339706001054|
550339706001055|
550339706001056|
550339706001057|
550339706001058|
550339706001059|
550339706001060|
550339706001061|
550339706001062|
550339706001063|
550339706001064|
550339706001065|
550339706001066|
550339706001067|
550339706001068|
550339706001069|
550339706001070|
550339706001071|
550339706001072|
550339706001073|
550339706001074|
550339706001075|
550339706001076|
550339706001077|
550339706001078|
550339706001079|
550339706001080|
550339706001081|
550339706001082|
550339706001083|
550339706001084|20725
550339706001085|20725
550339706001086|20725
550339706001087|20725
550339706001088|20725
550339706001089|20725
550339706001090|20725
550339706001091|20725
550339706001092|20725
550339706001093|
550339706001094|
550339706001095|
550339706001096|
550339706001097|
550339706001098|
550339706001099|
550339706001100|
550339706001101|
550339706002000|
550339706002001|
550339706002002|
550339706002003|
550339706002004|
550339706002005|
550339706002006|
550339706002007|
550339706002008|
550339706002009|
550339706002010|
550339706002011|
550339706002012|
550339706002013|
550339706002014|
550339706002015|
550339706002016|
550339706002017|
550339706002018|
550339706002019|
550339706002020|
550339706002021|
550339706002022|
550339706002023|
550339706002024|
550339706002025|
550339706002026|
550339706002027|
550339706002028|
550339706002029|
550339706002030|
550339706002031|
550339706002032|
550339706002033|
550339706002034|
550339706002035|
550339706002036|
550339706002037|
550339706002038|
550339706002039|
550339706002040|
550339706002041|
550339706002042|
550339706002043|
550339706002044|
550339706002045|
550339706002046|
550339706002047|
550339706002048|
550339706002049|
550339706002050|
550339706002051|
550339706002052|
550339706002053|
550339706002054|
550339706002055|
550339706002056|
550339706002057|
550339706002058|
550339706002059|
550339706002060|
550339706002061|
550339706002062|
550339706002063|
550339706002064|
550339706002065|
550339706002066|
550339706002067|
550339706002068|
550339706002069|
550339706002070|
550339706002071|
550339706002072|
550339706002073|
550339706002074|
550339706002075|
550339706002076|
550339706002077|
550339706002078|
550339706002079|
550339706002080|
550339706002081|
550339706002082|
550339706002083|
550339706002084|
550339706002085|
550339706002086|
550339706002087|
550339706002088|
550339706002089|
550339706002090|
550339706002091|
550339706002092|
550339706002093|
550339706002094|
550339706002095|
550339706002096|
550339706002097|
550339706002098|
550339706002099|
550339706002100|
550339706002101|
550339706002102|
550339706002103|
550339706002104|
550339706002105|
550339706002106|
550339706002107|
550339706002108|
550339706002109|
550339706002110|
550339706002111|
550339706002112|
550339706002113|
550339706002114|
550339706002115|
550339706002116|
550339706002117|
550339706002118|
550339706002119|
550339706002120|
550339706002121|
550339706002122|
550339706002123|
550339706002124|
550339706002125|
550339706002126|
550339706002127|
550339706002128|
550339706002129|
550339706003000|
550339706003001|
550339706003002|
550339706003003|
550339706003004|
550339706003005|
550339706003006|
550339706003007|
550339706003008|
550339706003009|
550339706003010|
550339706003011|
550339706003012|
550339706003013|
550339706003014|
550339706003015|
550339706003016|
550339706003017|
550339706003018|
550339706003019|
550339706003020|
550339706003021|
550339706003022|
550339706003023|
550339706003024|
550339706003025|
550339706003026|
550339706003027|
550339706003028|
550339706003029|
550339706003030|
550339706003031|
550339706003032|
550339706003033|
550339706003034|
550339706003035|
550339706003036|
550339706003037|
550339706003038|
550339706003039|
550339706003040|
550339706003041|
550339706003042|
550339706003043|
550339706003044|
550339706003045|
550339706003046|
550339706003047|
550339706003048|
550339706003049|
550339706003050|
550339706003051|
550339706003052|
550339706003053|
550339706003054|
550339706003055|
550339706003056|
550339706003057|
550339706003058|
550339706003059|
550339706003060|
550339706003061|
550339706003062|
550339706003063|
550339706003064|
550339706003065|
550339706003066|
550339706003067|
550339706003068|
550339706003069|
550339706003070|
550339706003071|
550339706003072|
550339706003073|
550339706003074|
550339706003075|
550339706003076|
550339706003077|
550339706003078|
550339706003079|
550339706003080|
550339706003081|
550339706003082|
550339706003083|
550339707001000|51025
550339707001001|51025
550339707001002|51025
550339707001003|51025
550339707001004|51025
550339707001005|51025
550339707001006|51025
550339707001007|51025
550339707001008|51025
550339707001009|51025
550339707001010|51025
550339707001011|51025
550339707001012|51025
550339707001013|51025
550339707001014|51025
550339707001015|51025
550339707001016|51025
550339707001017|51025
550339707001018|51025
550339707001019|51025
550339707001020|51025
550339707001021|51025
550339707001022|51025
550339707001023|51025
550339707001024|51025
550339707001025|51025
550339707001026|51025
550339707001027|51025
550339707002000|51025
550339707002001|51025
550339707002002|51025
550339707002003|51025
550339707002004|
550339707002005|51025
550339707002006|51025
550339707002007|51025
550339707002008|51025
550339707002009|51025
550339707002010|51025
550339707002011|51025
550339707002012|51025
550339707002013|51025
550339707002014|51025
550339707002015|51025
550339707002016|51025
550339707002017|51025
550339707002018|51025
550339707002019|51025
550339707002020|51025
550339707002021|51025
550339707002022|51025
550339707002023|51025
550339707002024|51025
550339707002025|51025
550339707002026|51025
550339707002027|51025
550339707002028|51025
550339707002029|51025
550339707002030|51025
550339707002031|
550339707002032|
550339707002033|
550339707002034|
550339707002035|
550339707002036|
550339707002037|51025
550339707002038|51025
550339707002039|
550339707002040|51025
550339707002041|51025
550339707003000|51025
550339707003001|51025
550339707003002|51025
550339707003003|51025
550339707003004|
550339707003005|
550339707003006|
550339707003007|
550339707003008|
550339707003009|
550339707003010|
550339707003011|
550339707003012|
550339707003013|
550339707003014|
550339707003015|
550339707003016|
550339707003017|
550339707003018|
550339707003019|
550339707003020|
550339707003021|
550339707003022|
550339707003023|
550339707003024|
550339707003025|
550339707003026|51025
550339707004000|
550339707004001|
550339707004002|
550339707004003|
550339707004004|
550339707004005|51025
550339707004006|51025
550339707004007|
550339707004008|
550339707004009|
550339707004010|
550339707004011|
550339707004012|
550339707004013|
550339707004014|
550339707004015|
550339707004016|
550339707004017|
550339707004018|
550339707004019|
550339707004020|51025
550339707004021|
550339707004022|
550339707004023|
550339707004024|
550339707004025|
550339707004026|
550339707004027|
550339707004028|
550339707005000|51025
550339707005001|51025
550339707005002|51025
550339707005003|51025
550339707005004|51025
550339707005005|51025
550339707005006|51025
550339707005007|51025
550339707005008|51025
550339707005009|51025
550339707005010|51025
550339707005011|51025
550339707005012|51025
550339707005013|51025
550339707005014|51025
550339707005015|51025
