BLOCKID|PLACEFP
550939601002040|76300
550939601002041|76300
550939601002042|76300
550939601002043|76300
550939601002044|76300
550939601002045|76300
550939601002046|76300
550939601002047|76300
550939601002048|76300
550939601002049|76300
550939601002050|76300
550939601003000|
550939601003001|23700
550939601003002|23700
550939601003003|23700
550939601003004|23700
550939601003005|23700
550939601003006|23700
550939601003007|23700
550939601003008|23700
550939601003009|23700
550939601003010|23700
550939601003011|23700
550939601003012|23700
550939601003013|23700
550939601003014|23700
550939601003015|23700
550939601003016|
550939601003017|
550939601003018|23700
550939601003019|23700
550939601003020|23700
550939601003021|23700
550939601003022|23700
550939601003023|23700
550939601003024|23700
550939601003025|23700
550939601003026|23700
550939601003027|23700
550939601003028|23700
550939601003029|23700
550939601003030|23700
550939601003031|23700
550939601003032|23700
550939601003033|23700
550939601003034|23700
550939601003035|23700
550939601003036|23700
550939601003037|23700
550939601003038|23700
550939601003039|23700
550939601003040|23700
550939601003041|23700
550939601003042|23700
550939601003043|23700
550939601003044|23700
550939601003045|23700
550939601003046|23700
550939601003047|23700
550939601003048|23700
550939601003049|23700
550939601003050|23700
550939601003051|23700
550939601003052|23700
550939601003053|23700
550939601003054|23700
550939601003055|23700
550939601003056|23700
550939601003057|23700
550939601003058|23700
550939601003059|23700
550939601003060|23700
550939601003061|23700
550939601003062|23700
550939601003063|
550939601003064|
550939601003065|
550939601003066|23700
550939601003067|
550939602001000|
550939602001001|
550939602001002|68275
550939602001003|68275
550939602001004|68275
550939602001005|
550939602001006|
550939602001007|
550939602001008|68275
550939602001009|68275
550939602001010|68275
550939602001011|68275
550939602001012|
550939602001013|68275
550939602001014|
550939602001015|68275
550939602001016|68275
550939602001017|68275
550939602001018|68275
550939602001019|
550939602001020|
550939602001021|68275
550939602001022|68275
550939602001023|68275
550939602001024|
550939602001025|
550939602001026|
550939602001027|
550939602001028|
550939602001029|
550939602001030|
550939602001031|
550939602001032|
550939602001033|
550939602001034|
550939602001035|
550939602001036|
550939602001037|
550939602001038|
550939602001039|
550939602001040|
550939602001041|
550939602001042|
550939602001043|
550939602001044|
550939602001045|
550939602001046|
550939602001047|
550939602001048|
550939602001049|
550939602001050|
550939602001051|
550939602001052|
550939602001053|
550939602001054|
550939602001055|
550939602001056|
550939602001057|
550939602001058|
550939602001059|
550939602001060|
550939602001061|
550939602001062|
550939602001063|
550939602001064|
550939602001065|
550939602001066|
550939602001067|
550939602001068|
550939602001069|
550939602001070|
550939602001071|
550939602001072|
550939602001073|
550939602001074|
550939602001075|
550939602001076|
550939602001077|
550939602001078|
550939602001079|
550939602001080|
550939602001081|
550939602001082|68275
550939602001083|68275
550939602001084|68275
550939602002000|
550939602002001|
550939602002002|
550939602002003|
550939602002004|
550939602002005|
550939602002006|
550939602002007|
550939602002008|
550939602002009|
550939602002010|
550939602002011|
550939602002012|
550939602002013|
550939602002014|
550939602002015|
550939602002016|
550939602002017|
550939602002018|
550939602002019|
550939602002020|
550939602002021|
550939602002022|
550939602002023|
550939602002024|
550939602002025|
550939602002026|
550939602002027|
550939602002028|
550939602002029|
550939602002030|
550939602002031|
550939602002032|
550939602002033|
550939602002034|
550939602002035|
550939602002036|
550939602002037|
550939602002038|
550939602002039|
550939602002040|
550939602002041|
550939602002042|
550939602002043|
550939602002044|
550939602002045|
550939602002046|
550939602002047|
550939602002048|
550939602002049|
550939602002050|
550939602002051|
550939602002052|
550939602002053|
550939602002054|
550939602002055|
550939602002056|
550939602002057|
550939602002058|
550939602002059|
550939602002060|
550939602002061|
550939602002062|
550939602002063|
550939602002064|
550939602002065|
550939602002066|
550939602002067|
550939602002068|
550939602002069|
550939602002070|
550939602002071|
550939602002072|
550939602002073|
550939602002074|
550939602002075|
550939602002076|
550939602002077|
550939602002078|
550939602002079|
550939602002080|
550939602002081|
550939602002082|
550939602002083|
550939602002084|
550939602003000|
550939602003001|
550939602003002|
550939602003003|
550939602003004|
550939602003005|
550939602003006|
550939602003007|
550939602003008|
550939602003009|
550939602003010|
550939602003011|
550939602003012|
550939602003013|
550939602003014|
550939602003015|
550939602003016|
550939602003017|
550939602003018|
550939602003019|
550939602003020|
550939602003021|76300
550939602003022|76300
550939602003023|76300
550939602003024|76300
550939602003025|76300
550939602003026|76300
550939602003027|76300
550939602003028|76300
550939602003029|
550939602003030|
550939602003031|
550939602003032|
550939602003033|
550939602003034|
550939602003035|
550939602003036|
550939602003037|
550939602003038|
550939602003039|
550939602003040|
550939602003041|76300
550939602003042|76300
550939602003043|76300
550939602003044|
550939602003045|
550939602003046|
550939602003047|
550939602003048|
550939602003049|
550939602003050|
550939602003051|
550939602003052|
550939602003053|
550939602003054|
550939602003055|
550939602003056|
550939602003057|
550939602003058|
550939602003059|
550939602003060|
550939602003061|
550939602003062|
550939602003063|
550939602003064|
550939602003065|
550939602003066|
550939602003067|
550939602003068|
550939602003069|
550939602003070|
550939602003071|
550939602003072|
550939602003073|
550939602003074|
550939602003075|
550939602003076|
550939602003077|
550939602003078|
550939602003079|
550939602003080|
550939602003081|
550939602003082|
550939602003083|
550939602003084|
550939602003085|
550939602003086|
550939602003087|
550939602003088|
550939602003089|
550939602003090|
550939602003091|
550939602003092|
550939602003093|
550939602003094|
550939602003095|
550939602003096|
550939602003097|
550939602003098|
550939602003099|
550939602003100|
550939602003101|
550939602003102|
550939602003103|
550939602003104|
550939602003105|
550939602003106|
550939602003107|
550939602003108|
550939602003109|
550939602003110|
550939602003111|
550939602003112|
550939602003113|
550939602003114|
550939602003115|
550939602003116|
550939602003117|
550939602003118|
550939602003119|
550939602003120|
550939602003121|
550939602003122|
550939602003123|
550939602003124|
550939602003125|
550939602003126|
550939602003127|
550939602003128|
550939602003129|
550939602003130|
550939602003131|
550939602003132|
550939602003133|
550939602003134|
550939602003135|
550939603001000|
550939603001001|68275
550939603001002|
550939603001003|68275
550939603001004|68275
550939603001005|68275
550939603001006|68275
550939603001007|68275
550939603001008|68275
550939603001009|68275
550939603001010|68275
550939603001011|68275
550939603001012|68275
550939603001013|68275
550939603001014|68275
550939603001015|68275
550939603001016|68275
550939603001017|68275
550939603001018|68275
550939603001019|68275
550939603001020|68275
550939603001021|68275
550939603001022|
550939603001023|68275
550939603001024|68275
550939603001025|68275
550939603002000|68275
550939603002001|68275
550939603002002|68275
550939603002003|68275
550939603002004|68275
550939603002005|68275
550939603002006|68275
550939603002007|68275
550939603002008|68275
550939603002009|68275
550939603002010|68275
550939603002011|68275
550939603002012|68275
550939603002013|68275
550939603002014|68275
550939603002015|68275
550939603002016|68275
550939603002017|68275
550939603002018|68275
550939603002019|68275
550939603002020|68275
550939603002021|68275
550939603002022|68275
550939603002023|68275
550939603002024|68275
550939603002025|68275
550939603002026|68275
550939603002027|68275
550939603002028|68275
550939603002029|68275
550939603002030|68275
550939603002031|68275
550939603002032|68275
550939603002033|68275
550939603002034|68275
550939603002035|68275
550939603002036|68275
550939603003000|68275
550939603003001|68275
550939603003002|68275
550939603003003|68275
550939603003004|68275
550939603003005|68275
550939603003006|68275
550939603003007|68275
550939603003008|68275
550939603003009|68275
550939603003010|68275
550939603003011|68275
550939603003012|68275
550939604001000|68275
550939604001001|68275
550939604001002|68275
550939604001003|68275
550939604001004|68275
550939604001005|68275
550939604001006|68275
550939604001007|68275
550939604001008|68275
550939604001009|68275
550939604001010|68275
550939604001011|68275
550939604001012|68275
550939604001013|68275
550939604001014|68275
550939604001015|68275
550939604001016|68275
550939604001017|68275
550939604001018|68275
550939604001019|68275
550939604001020|68275
550939604001021|68275
550939604001022|68275
550939604002000|68275
550939604002001|68275
550939604002002|68275
550939604002003|68275
550939604002004|68275
550939604002005|68275
550939604002006|68275
550939604002007|68275
550939604002008|68275
550939604002009|68275
550939604002010|68275
550939604002011|68275
550939604002012|68275
550939604002013|68275
550939604002014|68275
550939604002015|68275
550939604002016|68275
550939604002017|68275
550939604002018|68275
550939604002019|68275
550939604002020|68275
550939604002021|68275
550939604002022|68275
550939604002023|68275
550939604002024|68275
550939604002025|68275
550939604002026|68275
550939604002027|68275
550939604002028|68275
550939604002029|68275
550939604002030|68275
550939604002031|68275
550939604002032|68275
550939604002033|68275
550939604002034|68275
550939604002035|68275
550939604002036|68275
550939604002037|68275
550939604002038|68275
550939604002039|68275
550939604002040|68275
550939604002041|68275
550939604002042|68275
550939604003000|68275
550939604003001|68275
550939604003002|68275
550939604003003|68275
550939604003004|68275
550939604003005|68275
550939604003006|68275
550939604003007|
550939604003008|
550939604003009|
550939604003010|68275
550939604003011|
550939604003012|
550939604003013|68275
550939604003014|68275
550939604003015|68275
550939604003016|68275
550939604003017|68275
550939604003018|68275
550939604003019|68275
550939604003020|68275
550939604003021|68275
550939604003022|68275
550939604003023|68275
550939604003024|68275
550939604003025|68275
550939604003026|68275
550939604003027|68275
550939604003028|68275
550939604003029|
550939604003030|68275
550939604003031|68275
550939604004000|68275
550939604004001|68275
550939604004002|68275
550939604004003|68275
550939604004004|
550939604004005|
550939604004006|68275
550939604004007|68275
550939604004008|68275
550939604004009|68275
550939604004010|68275
550939604004011|68275
550939604004012|68275
550939604004013|68275
550939604004014|68275
550939604004015|68275
550939604004016|68275
550939604004017|68275
550939604004018|68275
550939604004019|68275
550939604004020|68275
550939604004021|68275
550939604004022|68275
550939604004023|68275
550939604004024|68275
550939604004025|68275
550939604004026|68275
550939604004027|68275
550939604004028|68275
550939604004029|68275
550939604004030|68275
550939604004031|68275
550939605001000|
550939605001001|
550939605001002|68275
550939605001003|68275
550939605001004|
550939605001005|
550939605001006|
550939605001007|
550939605001008|
550939605001009|
550939605001010|
550939605001011|68275
550939605001012|
550939605001013|
550939605001014|
550939605001015|
550939605001016|
550939605001017|
550939605001018|
550939605001019|
550939605001020|
550939605001021|
550939605001022|
550939605001023|
550939605001024|
550939605001025|
550939605001026|
550939605001027|
550939605001028|
550939605001029|
550939605001030|
550939605001031|
550939605001032|
550939605001033|
550939605001034|
550939605001035|
550939605001036|
550939605001037|
550939605001038|
550939605001039|
550939605001040|
550939605001041|
550939605001042|
550939605001043|
550939605001044|
550939605001045|
550939605001046|
550939605001047|
550939605001048|
550939605001049|
550939605001050|
550939605001051|
550939605001052|
550939605001053|
550939605001054|
550939605001055|
550939605001056|
550939605001057|
550939605002000|65375
550939605002001|65375
550939605002002|65375
550939605002003|65375
550939605002004|65375
550939605002005|65375
550939605002006|65375
550939605002007|65375
550939605002008|65375
550939605002009|65375
550939605002010|65375
550939605002011|65375
550939605002012|65375
550939605002013|65375
550939605002014|65375
550939605002015|65375
550939605002016|65375
550939605002017|65375
550939605002018|65375
550939605002019|65375
550939605002020|65375
550939605002021|65375
550939605002022|65375
550939605002023|65375
550939605002024|65375
550939605002025|65375
550939605002026|65375
550939605002027|65375
550939605002028|65375
550939605002029|65375
550939605002030|65375
550939605002031|65375
550939605002032|65375
550939605002033|65375
550939605002034|65375
550939605002035|65375
550939605002036|65375
550939605002037|65375
550939605002038|65375
550939605002039|65375
550939605002040|65375
550939605002041|65375
550939605002042|65375
550939605002043|65375
550939605002044|65375
550939605002045|65375
550939605002046|65375
550939605002047|65375
550939605002048|65375
550939605002049|65375
550939605002050|65375
550939605002051|65375
550939605002052|65375
550939605002053|65375
550939605002054|65375
550939605002055|65375
550939605002056|65375
550939605002057|65375
550939605002058|65375
550939605002059|65375
550939605002060|65375
550939605002061|65375
550939605002062|65375
550939605003000|
550939605003001|
550939605003002|
550939605003003|
550939605003004|
550939605003005|
550939605003006|
550939605003007|
550939605003008|
550939605003009|
550939605003010|65375
550939605003011|65375
550939605003012|65375
550939605003013|65375
550939605003014|65375
550939605003015|65375
550939605003016|65375
550939605003017|65375
550939605003018|65375
550939605003019|65375
550939605003020|65375
550939605003021|65375
550939605003022|65375
550939605003023|65375
550939605003024|
550939605003025|
550939605003026|
550939605003027|
550939605003028|
550939605003029|
550939605003030|
550939605003031|
550939605003032|65375
550939605003033|65375
550939605003034|
550939605003035|65375
550939605003036|65375
550939605003037|65375
550939605003038|65375
550939605003039|65375
550939605003040|65375
550939605003041|65375
550939605003042|65375
550939605003043|65375
550939605003044|65375
550939605003045|65375
550939605003046|65375
550939605003047|65375
550939605004000|
550939605004001|
550939605004002|
550939605004003|65375
550939605004004|
550939605004005|
550939605004006|
550939605004007|65375
550939605004008|65375
550939605004009|65375
550939605004010|65375
550939605004011|65375
550939605004012|65375
550939605004013|65375
550939605004014|65375
550939605004015|65375
550939605004016|65375
550939605004017|65375
550939605004018|65375
550939605004019|65375
550939605004020|
550939605004021|65375
550939605004022|65375
550939605004023|65375
550939605004024|65375
550939605004025|65375
550939605004026|65375
550939605004027|65375
550939605004028|65375
550939605004029|65375
550939605004030|65375
550939605004031|65375
550939605004032|65375
550939605004033|65375
550939605004034|65375
550939605005000|
550939605005001|
550939605005002|
550939605005003|
550939605005004|
550939605005005|
550939605005006|
550939605005007|
550939605005008|
550939605005009|
550939605005010|
550939605005011|
550939605005012|
550939605005013|65375
550939605005014|
550939605005015|65375
550939605005016|65375
550939605005017|65375
550939605005018|65375
550939605005019|65375
550939605005020|65375
550939605005021|65375
550939605005022|65375
550939605005023|65375
550939605005024|
550939605005025|
550939605005026|
550939605005027|
550939605005028|
550939605005029|
550939605005030|
550939605005031|
550939605005032|
550939605005033|
550939605005034|
550939605005035|
550939605005036|
550939605005037|
550939605005038|
550939605005039|
550939605005040|
550939605005041|
550939605005042|
550939605005043|
550939605005044|
550939605005045|
550939606001000|
550939606001001|
550939606001002|
550939606001003|
550939606001004|
550939606001005|
550939606001006|
550939606001007|
550939606001008|
550939606001009|
550939606001010|
550939606001011|
550939606001012|
550939606001013|
550939606001014|
550939606001015|
550939606001016|
550939606001017|
550939606001018|
550939606001019|05325
550939606001020|
550939606001021|
550939606001022|
550939606001023|
550939606001024|
550939606001025|
550939606001026|
550939606001027|
550939606001028|
550939606001029|31975
550939606001030|31975
550939606001031|31975
550939606001032|31975
550939606001033|31975
550939606001034|05325
550939606001035|05325
550939606001036|05325
550939606001037|05325
550939606001038|05325
550939606001039|
550939606001040|
550939606001041|
550939606001042|
550939606001043|
550939606001044|
550939606001045|
550939606001046|
550939606001047|05325
550939606001048|
550939606001049|
550939606001050|
550939606001051|
550939606001052|
550939606001053|
550939606001054|
550939606001055|
550939606001056|05325
550939606001057|05325
550939606001058|05325
550939606001059|05325
550939606001060|
550939606001061|05325
550939606001062|05325
550939606001063|05325
550939606001064|05325
550939606001065|
550939606001066|
550939606001067|
550939606001068|
550939606001069|
550939606001070|
550939606001071|
550939606001072|
550939606001073|
550939606001074|
550939606001075|
550939606001076|
550939606001077|
550939606001078|
550939606001079|
550939606001080|
550939606001081|
550939606001082|
550939606001083|
550939606001084|
550939606001085|
550939606001086|
550939606001087|
550939606001088|05325
550939606001089|
550939606001090|
550939606001091|
550939606001092|
550939606001093|05325
550939606001094|05325
550939606002000|
550939606002001|
550939606002002|
550939606002003|
550939606002004|
550939606002005|
550939606002006|
550939606002007|
550939606002008|
550939606002009|
550939606002010|
550939606002011|
550939606002012|
550939606002013|
550939606002014|
550939606002015|
550939606002016|
550939606002017|
550939606002018|
550939606002019|
550939606002020|
550939606002021|
550939606002022|
550939606002023|
550939606002024|
550939606002025|
550939606002026|
550939606002027|
550939606002028|
550939606002029|
550939606002030|
550939606002031|20125
550939606002032|
550939606002033|
550939606002034|
550939606002035|
550939606002036|20125
550939606002037|20125
550939606002038|20125
550939606002039|
550939606002040|
550939606002041|
550939606002042|20125
550939606002043|20125
550939606002044|20125
550939606002045|20125
550939606002046|20125
550939606002047|20125
550939606002048|20125
550939606002049|20125
550939606002050|20125
550939606002051|
550939606002052|
550939606002053|
550939606002054|
550939606002055|
550939606002056|
550939606002057|
550939606002058|
550939606002059|
550939606002060|
550939606002061|
550939606002062|
550939606002063|
550939606002064|
550939606002065|
550939606002066|
550939606002067|
550939606002068|
550939606002069|
550939606002070|
550939606002071|
550939606002072|
550939606002073|
550939606002074|
550939606002075|
550939606002076|
550939606002077|
550939606002078|
550939606002079|
550939606002080|
550939606002081|
550939606002082|
550939606002083|
550939606002084|
550939606002085|
550939606002086|
550939606002087|
550939606002088|
550939606002089|
550939606002090|
550939606002091|
550939606002092|
550939606002093|
550939606002094|
550939606002095|
550939606002096|
550939606002097|
550939606002098|20125
550939606002099|
550939606002100|
550939606002101|
550939606002102|
550939606002103|
550939606002104|
550939606002105|
550939606002106|
550939606002107|
550939606002108|
550939606002109|
550939606002110|
550939606002111|
550939606002112|
550939606002113|
550939606003000|
550939606003001|
550939606003002|
550939606003003|
550939606003004|
550939606003005|23525
550939606003006|
550939606003007|
550939606003008|
550939606003009|
550939606003010|
550939606003011|
550939606003012|
550939606003013|
550939606003014|
550939606003015|
550939606003016|
550939606003017|
550939606003018|
550939606003019|
550939606003020|
550939606003021|
550939606003022|
550939606003023|
550939606003024|
550939606003025|
550939606003026|
550939606003027|
550939606003028|
550939606003029|
550939606003030|
550939606003031|
550939606003032|
550939606003033|
550939606003034|
550939606003035|
550939606003036|
550939606003037|
550939606003038|
550939606003039|
550939606003040|
550939606003041|
550939606003042|
550939606003043|
550939606003044|
550939606003045|
550939606003046|
550939606003047|
550939606003048|
550939606003049|
550939606003050|
550939606003051|31975
550939606003052|
550939606003053|
550939606003054|31975
550939606003055|31975
550939606003056|
550939606003057|
550939606003058|
550939606003059|
550939606003060|
550939606003061|
550939606003062|
550939606003063|
550939606003064|
550939606003065|31975
550939606003066|31975
550939606003067|31975
550939606003068|31975
550939606003069|31975
550939606003070|31975
550939606003071|
550939606003072|
550939606003073|
550939606003074|
550939606003075|
550939606003076|
550939606003077|
550939606003078|
550939606003079|
550939606003080|
550939606003081|
550939606003082|
550939606003083|
550939607001000|
550939607001001|
550939607001002|23525
550939607001003|23525
550939607001004|
550939607001005|23525
550939607001006|23525
550939607001007|23525
550939607001008|23525
550939607001009|23525
550939607001010|
550939607001011|23525
550939607001012|23525
550939607001013|23525
550939607001014|23525
550939607001015|23525
550939607001016|23525
550939607001017|23525
550939607001018|23525
550939607001019|23525
550939607001020|23525
550939607001021|23525
550939607001022|23525
550939607001023|23525
550939607001024|23525
550939607001025|23525
550939607001026|23525
550939607001027|23525
550939607001028|23525
550939607001029|23525
550939607001030|23525
550939607001031|
550939607001032|23525
550939607001033|23525
550939607001034|23525
550939607001035|23525
550939607001036|
550939607001037|
550939607001038|
550939607001039|
550939607001040|
550939607001041|
550939607001042|
550939607001043|
550939607001044|
550939607001045|
550939607001046|
550939607002000|23525
550939607002001|23525
550939607002002|23525
550939607002003|23525
550939607002004|23525
550939607002005|23525
550939607002006|23525
550939607002007|23525
550939607002008|23525
550939607002009|23525
550939607002010|23525
550939607002011|23525
550939607002012|23525
550939607002013|23525
550939607002014|23525
550939607002015|
550939607002016|23525
550939607002017|23525
550939607002018|23525
550939607002019|23525
550939607002020|23525
550939607002021|23525
550939607002022|23525
550939607002023|23525
550939607002024|23525
550939607002025|23525
550939607002026|23525
550939607002027|23525
550939607002028|23525
550939607002029|23525
550939607002030|23525
550939607002031|23525
550939607002032|23525
550939607002033|23525
550939607002034|23525
550939607002035|23525
550939607002036|23525
550939607003000|
550939607003001|
550939607003002|
550939607003003|
550939607003004|
550939607003005|
550939607003006|
550939607003007|
550939607003008|
550939607003009|
550939607003010|
550939607003011|
550939607003012|
550939607003013|
550939607003014|
550939607003015|
550939607003016|
550939607003017|
550939607003018|
550939607003019|
550939607003020|
550939607003021|
550939607003022|
550939607003023|23525
550939607003024|
550939607003025|23525
550939607003026|
550939607003027|23525
550939607003028|
550939607003029|
550939607003030|
550939607003031|
550939607003032|
550939607003033|
550939607003034|
550939607003035|
550939607003036|
550939607003037|
550939607003038|
550939607003039|23525
550939607003040|23525
550939607003041|23525
550939607003042|
550939607003043|
550939607003044|
550939607003045|
550939607003046|
550939607003047|
550939607003048|
550939607003049|
550939607003050|
550939607003051|
550939607003052|
550939607003053|23525
550939607003054|
550939607003055|23525
550939607003056|23525
550939607003057|
550939607003058|
550939607003059|
550939607003060|
550939607003061|
550939607003062|
550939607003063|
550939607003064|
550939607003065|
550939607003066|23525
550939608001000|
550939608001001|
550939608001002|
550939608001003|
550939608001004|
550939608001005|
550939608001006|
550939608001007|
550939608001008|
550939608001009|
550939608001010|
550939608001011|
550939608001012|
550939608001013|
550939608001014|
550939608001015|
550939608001016|
550939608001017|
550939608001018|
550939608001019|
550939608001020|
550939608001021|
550939608001022|
550939608001023|
550939608001024|
550939608001025|
550939608001026|
550939608001027|
550939608001028|
550939608001029|
550939608001030|
550939608001031|
550939608001032|
550939608001033|
550939608001034|
550939608001035|
550939608001036|
550939608001037|
550939608001038|
550939608001039|
550939608001040|
550939608001041|
550939608001042|
550939608001043|
550939608001044|
550939608001045|
550939608001046|
550939608001047|
550939608001048|
550939608001049|
550939608001050|
550939608001051|
550939608001052|
550939608001053|
550939608001054|
550939608001055|
550939608001056|
550939608001057|
550939608001058|
550939608001059|
550939608001060|
550939608001061|
550939608001062|
550939608001063|
550939608001064|
550939608001065|
550939608001066|
550939608001067|
550939608001068|
550939608001069|
550939608001070|
550939608001071|
550939608001072|
550939608001073|
550939608001074|
550939608001075|
550939608001076|
550939608001077|
550939608001078|
550939608001079|
550939608001080|
550939608001081|
550939608001082|
550939608001083|
550939608001084|
550939608001085|
550939608001086|
550939608001087|
550939608001088|
550939608001089|
550939608001090|
550939608001091|
550939608001092|
550939608001093|
550939608001094|
550939608001095|
550939608001096|
550939608001097|
550939608001098|
550939608001099|
550939608001100|
550939608001101|
550939608001102|
550939608001103|
550939608001104|
550939608001105|
550939608001106|
550939608001107|
550939608001108|
550939608001109|
550939608001110|
550939608001111|
550939608001112|
550939608001113|
550939608001114|
550939608001115|
550939608001116|
550939608001117|
550939608002000|
550939608002001|
550939608002002|
550939608002003|
550939608002004|
550939608002005|
550939608002006|
550939608002007|
550939608002008|
550939608002009|
550939608002010|
550939608002011|
550939608002012|
550939608002013|
550939608002014|
550939608002015|
550939608002016|
550939608002017|
550939608002018|
550939608002019|
550939608002020|
550939608002021|
550939608002022|
550939608002023|
550939608002024|
550939608002025|
550939608002026|
550939608002027|
550939608002028|
550939608002029|
550939608002030|
550939608002031|
550939608002032|
550939608002033|
550939608002034|
550939608002035|
550939608002036|
550939608002037|
550939608002038|
550939608002039|
550939608002040|
550939608002041|
550939608002042|
550939608002043|
550939608002044|
550939608002045|
550939608002046|
550939608002047|
550939608002048|
550939608002049|
550939608002050|
550939608002051|
550939608002052|
550939608002053|
550939608002054|
550939608002055|
550939608002056|
550939608002057|
550939608002058|
550939608002059|
550939608002060|
550939608002061|
550939608002062|
550939608002063|
550939608002064|
550939608002065|
550939608002066|
550939608003000|
550939608003001|
550939608003002|
550939608003003|
550939608003004|
550939608003005|
550939608003006|
550939608003007|
550939608003008|
550939608003009|
550939608003010|
550939608003011|
550939608003012|
550939608003013|
550939608003014|
550939608003015|
550939608003016|
550939608003017|
550939608003018|
550939608003019|
550939608003020|48175
550939608003021|
550939608003022|
550939608003023|
550939608003024|
550939608003025|
550939608003026|
550939608003027|
550939608003028|
550939608003029|
550939608003030|
550939608003031|
550939608003032|48175
550939608003033|48175
550939608003034|
550939608003035|
550939608003036|
550939608003037|
550939608003038|
550939608003039|
550939608003040|48175
550939608003041|48175
550939608003042|48175
550939608003043|48175
550939608003044|48175
550939608003045|48175
550939608003046|
550939608003047|
550939608003048|
550939608003049|
550939608003050|
550939608003051|
550939608003052|
550939608003053|
550939608003054|
550939608003055|48175
550939608003056|48175
550939608003057|48175
550939608003058|
550939608003059|
550939608003060|
550939608003061|
550939608003062|
550939608003063|
550939608003064|
550939608003065|
550939608003066|
550939608003067|
550939608003068|
550939608003069|
550939608003070|
550939608003071|
550939608003072|
550939608003073|
550939608003074|
550939608003075|
550939608003076|
550939608003077|
550939608003078|
550939608003079|
550939608003080|
550939608003081|
550939608003082|
550939608003083|
550939608003084|
550939608003085|
550939608003086|
550939608003087|
550939608003088|
550939608003089|
550939608003090|
550939608003091|
550939608003092|
550939608003093|
550939608003094|
550939608003095|
550939608004000|
550939608004001|
550939608004002|
550939608004003|
550939608004004|
550939608004005|
550939608004006|
550939608004007|
550939608004008|
550939608004009|
550939608004010|
550939608004011|63600
550939608004012|63600
550939608004013|63600
550939608004014|
550939608004015|63600
550939608004016|63600
550939608004017|
550939608004018|
550939608004019|
550939608004020|
550939608004021|63600
550939608004022|63600
550939608004023|63600
550939608004024|63600
550939608004025|
550939608004026|63600
550939608004027|
550939608004028|
550939608004029|63600
550939608004030|63600
550939608004031|63600
550939608004032|63600
550939608004033|63600
550939608004034|
550939608004035|
550939608004036|
550939608004037|
550939608004038|
550939608004039|
550939608004040|
550939608004041|
550939608004042|
550939608004043|
550939608004044|
550939608004045|
550939608004046|
550939608004047|
550939608004048|
550939608004049|
550939608004050|63600
550939608004051|63600
550939608004052|
550939608004053|
550939608004054|
550939608004055|
550959601001000|
550959601001001|
550959601001002|
550959601001003|
550959601001004|
550959601001005|
550959601001006|
550959601001007|
550959601001008|
550959601001009|
550959601001010|
550959601001011|
550959601001012|
550959601001013|
550959601001014|
550959601001015|
550959601001016|
550959601001017|
550959601001018|
550959601001019|27500
550959601001020|27500
550959601001021|
550959601001022|
550959601001023|27500
550959601001024|
550959601001025|27500
550959601001026|27500
550959601001027|27500
550959601001028|27500
550959601001029|27500
550959601001030|27500
550959601001031|27500
550959601001032|27500
550959601001033|27500
550959601001034|27500
550959601001035|27500
550959601001036|27500
550959601001037|27500
550959601001038|27500
550959601001039|27500
550959601001040|27500
550959601001041|27500
550959601001042|
550959601001043|
550959601001044|
550959601001045|27500
550959601001046|
550959601001047|27500
550959601001048|27500
550959601001049|
550959601001050|27500
550959601001051|
550959601001052|
550959601001053|
550959601001054|
550959601001055|27500
550959601001056|27500
550959601001057|27500
550959601001058|27500
550959601001059|27500
550959601001060|27500
550959601001061|27500
550959601001062|
550959601001063|27500
550959601001064|27500
550959601001065|
550959601001066|
550959601001067|
550959601002000|
550959601002001|
550959601002002|
550959601002003|
550959601002004|
550959601002005|
550959601002006|
550959601002007|
550959601002008|43725
550959601002009|43725
550959601002010|
550959601002011|
550959601002012|
550959601002013|
550959601002014|
550959601002015|43725
550959601002016|
550959601002017|
550959601002018|
550959601002019|
550959601002020|43725
550959601002021|43725
550959601002022|43725
550959601002023|
550959601002024|
550959601002025|
550959601002026|
550959601002027|
550959601002028|
550959601002029|
550959601002030|
550959601002031|
550959601002032|
550959601002033|
550959601002034|
550959601002035|
550959601002036|
550959601002037|
550959601002038|
550959601002039|
550959601002040|
550959601002041|
550959601002042|
550959601002043|
550959601002044|
550959601002045|
550959601002046|
550959601002047|
550959601002048|
550959601002049|43725
550959601002050|43725
550959601002051|43725
550959601002052|
550959601002053|
550959601002054|
550959601002055|
550959601002056|
550959601002057|
550959601002058|
550959601002059|
550959601002060|
550959601002061|
550959601002062|
550959601002063|
550959601002064|
550959601002065|
550959601002066|
550959601002067|
550959601002068|
550959601002069|
550959601002070|
550959601002071|
550959601002072|
550959601002073|
550959601002074|27500
550959601002075|27500
550959601002076|27500
550959601002077|27500
550959601002078|27500
550959601002079|27500
550959601002080|
550959601002081|27500
550959601002082|27500
550959601002083|27500
550959601002084|27500
550959601002085|27500
550959601002086|27500
550959601002087|27500
550959601002088|27500
550959601002089|27500
550959601002090|27500
550959601002091|27500
550959601002092|27500
550959601002093|27500
550959601002094|27500
550959601002095|27500
550959601002096|27500
550959601002097|27500
550959601002098|27500
550959601002099|27500
550959601002100|27500
550959601002101|27500
550959601002102|27500
550959601002103|27500
550959601002104|
550959601002105|
550959601002106|27500
550959601002107|
550959601002108|
550959601002109|
550959601002110|
550959601002111|
550959601002112|
550959601002113|
550959601002114|
550959601002115|
550959601002116|
550959601002117|
550959601002118|
550959601002119|
550959601002120|
