block_2020,COUNTYFP,vtd_2020,vtd_name_2020,pop_2020
550790002013003,079,003707,Milwaukee - C 0001,57
550790002013004,079,003707,Milwaukee - C 0001,346
550790002013005,079,003707,Milwaukee - C 0001,0
550790002013006,079,003707,Milwaukee - C 0001,0
550790002014000,079,003707,Milwaukee - C 0001,308
550790002014001,079,003707,Milwaukee - C 0001,29
550790002014002,079,003707,Milwaukee - C 0001,26
550790002014003,079,003707,Milwaukee - C 0001,0
550790002014004,079,003707,Milwaukee - C 0001,0
550790002014005,079,003707,Milwaukee - C 0001,0
550790002014006,079,003707,Milwaukee - C 0001,329
550790002014007,079,003707,Milwaukee - C 0001,162
550790002014008,079,003707,Milwaukee - C 0001,0
550790002014009,079,003707,Milwaukee - C 0001,0
550790002014010,079,003707,Milwaukee - C 0001,0
550790002021000,079,003708,Milwaukee - C 0007,42
550790002021001,079,003708,Milwaukee - C 0007,292
550790002021002,079,003708,Milwaukee - C 0007,113
550790002021003,079,003708,Milwaukee - C 0007,353
550790002021004,079,003708,Milwaukee - C 0007,61
550790002021005,079,003708,Milwaukee - C 0007,71
550790002021006,079,003708,Milwaukee - C 0007,50
550790002021007,079,003709,Milwaukee - C 0006,44
550790002021008,079,003709,Milwaukee - C 0006,46
550790002021009,079,003708,Milwaukee - C 0007,60
550790002021010,079,003708,Milwaukee - C 0007,87
550790002021011,079,003709,Milwaukee - C 0006,20
550790002021012,079,003708,Milwaukee - C 0007,56
550790002021013,079,003708,Milwaukee - C 0007,54
550790002021014,079,003708,Milwaukee - C 0007,66
550790002021015,079,003708,Milwaukee - C 0007,88
550790002021016,079,003709,Milwaukee - C 0006,57
550790002021017,079,003709,Milwaukee - C 0006,60
550790002021018,079,003709,Milwaukee - C 0006,76
550790002021019,079,003709,Milwaukee - C 0006,110
550790002021020,079,003709,Milwaukee - C 0006,52
550790002021021,079,003709,Milwaukee - C 0006,46
550790002021022,079,003709,Milwaukee - C 0006,49
550790002021023,079,003709,Milwaukee - C 0006,22
550790002021024,079,003709,Milwaukee - C 0006,43
550790002022000,079,003709,Milwaukee - C 0006,0
550790002022001,079,003709,Milwaukee - C 0006,0
550790002022002,079,003708,Milwaukee - C 0007,0
550790002022003,079,003709,Milwaukee - C 0006,17
550790002022004,079,003709,Milwaukee - C 0006,535
550790002022005,079,003709,Milwaukee - C 0006,90
550790002022006,079,003709,Milwaukee - C 0006,82
550790002022007,079,003709,Milwaukee - C 0006,27
550790002022008,079,003709,Milwaukee - C 0006,104
550790002022009,079,003709,Milwaukee - C 0006,69
550790002022010,079,003709,Milwaukee - C 0006,70
550790002022011,079,003709,Milwaukee - C 0006,66
550790002022012,079,003709,Milwaukee - C 0006,26
550790002022013,079,003709,Milwaukee - C 0006,114
550790002022014,079,003709,Milwaukee - C 0006,0
550790002022015,079,003709,Milwaukee - C 0006,327
550790002023000,079,003709,Milwaukee - C 0006,0
550790002023001,079,003709,Milwaukee - C 0006,124
550790002023002,079,003709,Milwaukee - C 0006,52
550790002023003,079,003709,Milwaukee - C 0006,109
550790002023004,079,003709,Milwaukee - C 0006,108
550790002023005,079,003709,Milwaukee - C 0006,117
550790002023006,079,003709,Milwaukee - C 0006,588
550790002023007,079,003709,Milwaukee - C 0006,154
550790002023008,079,003709,Milwaukee - C 0006,45
550790002023009,079,003709,Milwaukee - C 0006,16
550790002023010,079,003711,Milwaukee - C 0008,0
550790002023011,079,003711,Milwaukee - C 0008,18
550790002023012,079,003711,Milwaukee - C 0008,0
550790002023013,079,003711,Milwaukee - C 0008,0
550790002023014,079,003711,Milwaukee - C 0008,0
550790002023015,079,003711,Milwaukee - C 0008,0
550790002023016,079,003711,Milwaukee - C 0008,20
550790002023017,079,003711,Milwaukee - C 0008,0
550790002023018,079,003711,Milwaukee - C 0008,0
550790002023019,079,003711,Milwaukee - C 0008,0
550790002023020,079,003711,Milwaukee - C 0008,0
550790002023021,079,003711,Milwaukee - C 0008,0
550790002023022,079,003711,Milwaukee - C 0008,0
550790002023023,079,003711,Milwaukee - C 0008,0
550790002023024,079,003711,Milwaukee - C 0008,0
550790002023025,079,003711,Milwaukee - C 0008,75
550790002023026,079,003709,Milwaukee - C 0006,113
550790002023027,079,003709,Milwaukee - C 0006,171
550790002023028,079,003711,Milwaukee - C 0008,170
550790002023029,079,003711,Milwaukee - C 0008,175
550790002023030,079,003711,Milwaukee - C 0008,65
550790002023031,079,003711,Milwaukee - C 0008,113
550790002023032,079,003711,Milwaukee - C 0008,0
550790002023033,079,003711,Milwaukee - C 0008,0
550790002023034,079,003711,Milwaukee - C 0008,86
550790002023035,079,003711,Milwaukee - C 0008,99
550790002023036,079,003711,Milwaukee - C 0008,72
550790002023037,079,003711,Milwaukee - C 0008,74
550790003011000,079,003716,Milwaukee - C 0033,0
550790003011001,079,003716,Milwaukee - C 0033,51
550790003011002,079,003716,Milwaukee - C 0033,75
550790003011003,079,003716,Milwaukee - C 0033,0
550790003011004,079,003716,Milwaukee - C 0033,0
550790003011005,079,003716,Milwaukee - C 0033,0
550790003011006,079,003716,Milwaukee - C 0033,212
550790003011007,079,003716,Milwaukee - C 0033,182
550790003011008,079,003716,Milwaukee - C 0033,137
550790003011009,079,003716,Milwaukee - C 0033,94
550790003011010,079,003716,Milwaukee - C 0033,33
550790003011011,079,003716,Milwaukee - C 0033,46
550790003011012,079,003716,Milwaukee - C 0033,73
550790003011013,079,003716,Milwaukee - C 0033,25
550790003011014,079,003716,Milwaukee - C 0033,54
550790003011015,079,003716,Milwaukee - C 0033,42
550790003011016,079,003716,Milwaukee - C 0033,0
550790003011017,079,003716,Milwaukee - C 0033,116
550790003011018,079,003716,Milwaukee - C 0033,105
550790003011019,079,003716,Milwaukee - C 0033,91
550790003011020,079,003716,Milwaukee - C 0033,31
550790003011021,079,003716,Milwaukee - C 0033,10
550790003011022,079,003716,Milwaukee - C 0033,0
550790003021000,079,003714,Milwaukee - C 0032,265
550790003021001,079,003714,Milwaukee - C 0032,187
550790003021002,079,003714,Milwaukee - C 0032,185
550790003021003,079,003714,Milwaukee - C 0032,139
550790003021004,079,003714,Milwaukee - C 0032,169
550790003021005,079,003714,Milwaukee - C 0032,214
550790003021006,079,003714,Milwaukee - C 0032,0
550790003021007,079,003711,Milwaukee - C 0008,0
550790003021008,079,003714,Milwaukee - C 0032,162
550790003021009,079,003714,Milwaukee - C 0032,80
550790003021010,079,003714,Milwaukee - C 0032,50
550790003021011,079,003714,Milwaukee - C 0032,100
550790003022000,079,003716,Milwaukee - C 0033,0
550790003022001,079,003716,Milwaukee - C 0033,0
550790003022002,079,003716,Milwaukee - C 0033,0
550790003022003,079,003716,Milwaukee - C 0033,0
550790003022004,079,003711,Milwaukee - C 0008,0
550790003022005,079,003711,Milwaukee - C 0008,334
550790003022006,079,003716,Milwaukee - C 0033,0
550790003022007,079,003711,Milwaukee - C 0008,417
550790003022008,079,003716,Milwaukee - C 0033,105
550790003022009,079,003716,Milwaukee - C 0033,50
550790003022010,079,003716,Milwaukee - C 0033,96
550790003022011,079,003716,Milwaukee - C 0033,46
550790003022012,079,003716,Milwaukee - C 0033,53
550790003022013,079,003716,Milwaukee - C 0033,117
550790003022014,079,003716,Milwaukee - C 0033,44
550790003022015,079,003716,Milwaukee - C 0033,61
550790003022016,079,003716,Milwaukee - C 0033,0
550790003022017,079,003716,Milwaukee - C 0033,0
550790003031000,079,003716,Milwaukee - C 0033,0
550790003031001,079,003716,Milwaukee - C 0033,0
550790003031002,079,003716,Milwaukee - C 0033,0
550790003031003,079,003716,Milwaukee - C 0033,0
550790003031004,079,003716,Milwaukee - C 0033,25
550790003031005,079,003716,Milwaukee - C 0033,103
550790003031006,079,003716,Milwaukee - C 0033,38
550790003031007,079,003716,Milwaukee - C 0033,132
550790003031008,079,003716,Milwaukee - C 0033,315
550790003031009,079,003716,Milwaukee - C 0033,55
550790003031010,079,003716,Milwaukee - C 0033,203
550790003031011,079,003716,Milwaukee - C 0033,76
550790003031012,079,003716,Milwaukee - C 0033,33
550790003032000,079,003714,Milwaukee - C 0032,0
550790003032001,079,003714,Milwaukee - C 0032,168
550790003032002,079,003714,Milwaukee - C 0032,42
550790003032003,079,003714,Milwaukee - C 0032,65
550790003032004,079,003714,Milwaukee - C 0032,46
550790003032005,079,003714,Milwaukee - C 0032,53
550790003032006,079,003714,Milwaukee - C 0032,42
550790003032007,079,003714,Milwaukee - C 0032,61
550790003032008,079,003714,Milwaukee - C 0032,73
550790003032009,079,003716,Milwaukee - C 0033,135
550790003032010,079,003716,Milwaukee - C 0033,0
550790003032011,079,003714,Milwaukee - C 0032,55
550790003032012,079,003714,Milwaukee - C 0032,62
550790003032013,079,003714,Milwaukee - C 0032,38
550790003041000,079,003711,Milwaukee - C 0008,104
550790003041001,079,003711,Milwaukee - C 0008,0
550790003041002,079,003711,Milwaukee - C 0008,78
550790003041003,079,003711,Milwaukee - C 0008,53
550790003041004,079,003711,Milwaukee - C 0008,28
550790003041005,079,003711,Milwaukee - C 0008,26
550790003041006,079,003711,Milwaukee - C 0008,50
550790003041007,079,003711,Milwaukee - C 0008,23
550790003041008,079,003711,Milwaukee - C 0008,24
550790003041009,079,003711,Milwaukee - C 0008,63
550790003041010,079,003711,Milwaukee - C 0008,52
550790003041011,079,003711,Milwaukee - C 0008,112
550790003041012,079,003711,Milwaukee - C 0008,48
550790003041013,079,003711,Milwaukee - C 0008,24
550790003041014,079,003711,Milwaukee - C 0008,34
550790003041015,079,003711,Milwaukee - C 0008,33
550790003041016,079,003711,Milwaukee - C 0008,37
550790003041017,079,003711,Milwaukee - C 0008,39
550790003041018,079,003711,Milwaukee - C 0008,35
550790003041019,079,003711,Milwaukee - C 0008,37
550790003042000,079,003705,Milwaukee - C 0009,0
550790003042001,079,003705,Milwaukee - C 0009,119
550790003042002,079,003705,Milwaukee - C 0009,254
550790003042003,079,003713,Milwaukee - C 0011,60
550790003042004,079,003705,Milwaukee - C 0009,90
550790003042005,079,003705,Milwaukee - C 0009,81
550790003042006,079,003712,Milwaukee - C 0010,65
550790003042007,079,003712,Milwaukee - C 0010,61
550790003042008,079,003713,Milwaukee - C 0011,127
550790003042009,079,003713,Milwaukee - C 0011,60
550790003042010,079,003713,Milwaukee - C 0011,98
550790003042011,079,003713,Milwaukee - C 0011,0
550790003042012,079,003713,Milwaukee - C 0011,0
550790003042013,079,003705,Milwaukee - C 0009,0
550790003042014,079,003712,Milwaukee - C 0010,78
550790003042015,079,003712,Milwaukee - C 0010,145
550790003042016,079,003712,Milwaukee - C 0010,70
550790003042017,079,003705,Milwaukee - C 0009,96
550790003042018,079,003712,Milwaukee - C 0010,110
550790003042019,079,003712,Milwaukee - C 0010,89
550790003042020,079,003713,Milwaukee - C 0011,125
550790003042021,079,003714,Milwaukee - C 0032,305
550790003042022,079,003714,Milwaukee - C 0032,74
550790003042023,079,003714,Milwaukee - C 0032,124
550790003042024,079,003712,Milwaukee - C 0010,71
550790003042025,079,003712,Milwaukee - C 0010,106
550790003042026,079,003712,Milwaukee - C 0010,127
550790003042027,079,003714,Milwaukee - C 0032,0
550790003042028,079,003714,Milwaukee - C 0032,0
550790003042029,079,003714,Milwaukee - C 0032,0
550790004001000,079,003720,Milwaukee - C 0034,157
550790004001001,079,003720,Milwaukee - C 0034,104
550790004001002,079,003720,Milwaukee - C 0034,68
550790004001003,079,003720,Milwaukee - C 0034,42
550790004001004,079,003720,Milwaukee - C 0034,56
550790004001005,079,003720,Milwaukee - C 0034,127
550790004001006,079,003720,Milwaukee - C 0034,58
550790004001007,079,003720,Milwaukee - C 0034,60
550790004001008,079,003720,Milwaukee - C 0034,62
550790004001009,079,003720,Milwaukee - C 0034,107
550790004001010,079,003720,Milwaukee - C 0034,107
550790004002000,079,003720,Milwaukee - C 0034,1233
550790004002001,079,003720,Milwaukee - C 0034,341
550790004002002,079,003720,Milwaukee - C 0034,0
550790004002003,079,003720,Milwaukee - C 0034,0
550790004002004,079,003720,Milwaukee - C 0034,0
550790004002005,079,003720,Milwaukee - C 0034,0
550790004002006,079,003720,Milwaukee - C 0034,0
550790004002007,079,003720,Milwaukee - C 0034,0
550790004002008,079,003720,Milwaukee - C 0034,0
550790004002009,079,003720,Milwaukee - C 0034,0
550790004002010,079,003720,Milwaukee - C 0034,0
550790004002011,079,003720,Milwaukee - C 0034,0
550790004002012,079,003720,Milwaukee - C 0034,33
550790004002013,079,003720,Milwaukee - C 0034,0
550790004002014,079,003720,Milwaukee - C 0034,0
550790005011000,079,003716,Milwaukee - C 0033,135
550790005011001,079,003716,Milwaukee - C 0033,39
550790005011002,079,003716,Milwaukee - C 0033,99
550790005011003,079,003716,Milwaukee - C 0033,0
550790005011004,079,003726,Milwaukee - C 0035,0
550790005011005,079,003726,Milwaukee - C 0035,233
550790005011006,079,003716,Milwaukee - C 0033,0
550790005011007,079,003716,Milwaukee - C 0033,0
550790005011008,079,003716,Milwaukee - C 0033,0
550790005011009,079,003716,Milwaukee - C 0033,0
550790005011010,079,003716,Milwaukee - C 0033,0
550790005011011,079,003716,Milwaukee - C 0033,98
550790005011012,079,003716,Milwaukee - C 0033,50
550790005011013,079,003716,Milwaukee - C 0033,35
550790005011014,079,003716,Milwaukee - C 0033,15
550790005011015,079,003716,Milwaukee - C 0033,0
550790005011016,079,003716,Milwaukee - C 0033,0
550790005011017,079,003716,Milwaukee - C 0033,0
550790005011018,079,003716,Milwaukee - C 0033,0
550790005011019,079,003716,Milwaukee - C 0033,0
550790005012000,079,003719,Milwaukee - C 0036,0
550790005012001,079,003719,Milwaukee - C 0036,13
550790005012002,079,003726,Milwaukee - C 0035,146
550790005012003,079,003726,Milwaukee - C 0035,104
550790005012004,079,003726,Milwaukee - C 0035,100
550790005012005,079,003726,Milwaukee - C 0035,103
550790005012006,079,003726,Milwaukee - C 0035,71
550790005012007,079,003726,Milwaukee - C 0035,85
550790005012008,079,003726,Milwaukee - C 0035,73
550790005012009,079,003726,Milwaukee - C 0035,76
550790005012010,079,003726,Milwaukee - C 0035,75
550790005012011,079,003726,Milwaukee - C 0035,70
550790005012012,079,003726,Milwaukee - C 0035,92
550790005012013,079,003726,Milwaukee - C 0035,82
550790005012014,079,003719,Milwaukee - C 0036,223
550790005012015,079,003719,Milwaukee - C 0036,107
550790005012016,079,003726,Milwaukee - C 0035,132
550790005012017,079,003726,Milwaukee - C 0035,87
550790005012018,079,003726,Milwaukee - C 0035,32
550790005012019,079,003726,Milwaukee - C 0035,176
550790005012020,079,003720,Milwaukee - C 0034,58
550790005012021,079,003720,Milwaukee - C 0034,339
550790005012022,079,003726,Milwaukee - C 0035,106
550790005012023,079,003726,Milwaukee - C 0035,140
550790005012024,079,003720,Milwaukee - C 0034,26
550790005012025,079,003720,Milwaukee - C 0034,22
550790005012026,079,003726,Milwaukee - C 0035,26
550790005012027,079,003726,Milwaukee - C 0035,10
550790005012028,079,003719,Milwaukee - C 0036,65
550790005021000,079,003714,Milwaukee - C 0032,47
550790005021001,079,003714,Milwaukee - C 0032,0
550790005021002,079,003714,Milwaukee - C 0032,140
550790005021003,079,003714,Milwaukee - C 0032,453
550790005021004,079,003714,Milwaukee - C 0032,111
550790005021005,079,003714,Milwaukee - C 0032,151
550790005021006,079,003714,Milwaukee - C 0032,96
550790005022000,079,003715,Milwaukee - C 0031,0
550790005022001,079,003715,Milwaukee - C 0031,0
550790005022002,079,003715,Milwaukee - C 0031,0
550790005022003,079,003715,Milwaukee - C 0031,111
550790005022004,079,003715,Milwaukee - C 0031,69
550790005022005,079,003715,Milwaukee - C 0031,101
550790005022006,079,003715,Milwaukee - C 0031,0
550790005022007,079,003715,Milwaukee - C 0031,70
550790005022008,079,003715,Milwaukee - C 0031,163
550790005022009,079,003715,Milwaukee - C 0031,121
550790005022010,079,003715,Milwaukee - C 0031,129
550790005022011,079,003715,Milwaukee - C 0031,119
550790005022012,079,003715,Milwaukee - C 0031,423
550790005022013,079,003715,Milwaukee - C 0031,149
550790005022014,079,003715,Milwaukee - C 0031,76
550790005022015,079,003715,Milwaukee - C 0031,115
550790005022016,079,003715,Milwaukee - C 0031,41
550790005022017,079,003715,Milwaukee - C 0031,0
550790005022018,079,003715,Milwaukee - C 0031,220
550790005022019,079,003715,Milwaukee - C 0031,105
550790005022020,079,003715,Milwaukee - C 0031,93
550790005022021,079,003715,Milwaukee - C 0031,0
550790005022022,079,003715,Milwaukee - C 0031,31
550790005022023,079,003715,Milwaukee - C 0031,0
550790005023000,079,003718,Milwaukee - C 0037,257
550790005023001,079,003718,Milwaukee - C 0037,296
550790005023002,079,003718,Milwaukee - C 0037,58
550790005023003,079,003718,Milwaukee - C 0037,0
550790005023004,079,003718,Milwaukee - C 0037,58
550790005023005,079,003718,Milwaukee - C 0037,146
550790005023006,079,003718,Milwaukee - C 0037,347
550790006001000,079,003713,Milwaukee - C 0011,0
550790006001001,079,003713,Milwaukee - C 0011,132
550790006001002,079,003713,Milwaukee - C 0011,70
550790006001003,079,003713,Milwaukee - C 0011,99
550790006001004,079,003713,Milwaukee - C 0011,248
550790006001005,079,003713,Milwaukee - C 0011,0
550790006001006,079,003713,Milwaukee - C 0011,0
550790006001007,079,003713,Milwaukee - C 0011,67
550790006001008,079,003713,Milwaukee - C 0011,45
550790006001009,079,003713,Milwaukee - C 0011,36
550790006001010,079,003713,Milwaukee - C 0011,33
550790006002000,079,003713,Milwaukee - C 0011,112
550790006002001,079,003713,Milwaukee - C 0011,63
550790006002002,079,003713,Milwaukee - C 0011,43
550790006002003,079,003713,Milwaukee - C 0011,0
550790006002004,079,003713,Milwaukee - C 0011,39
550790006002005,079,003713,Milwaukee - C 0011,38
550790006002006,079,003713,Milwaukee - C 0011,94
550790006002007,079,003713,Milwaukee - C 0011,73
550790006002008,079,003713,Milwaukee - C 0011,91
550790006002009,079,003713,Milwaukee - C 0011,59
550790006002010,079,003713,Milwaukee - C 0011,111
550790006002011,079,003713,Milwaukee - C 0011,81
550790006002012,079,003713,Milwaukee - C 0011,95
550790006002013,079,003713,Milwaukee - C 0011,19
550790006002014,079,003713,Milwaukee - C 0011,45
550790006002015,079,003713,Milwaukee - C 0011,36
550790006003000,079,003712,Milwaukee - C 0010,177
550790006003001,079,003712,Milwaukee - C 0010,73
550790006003002,079,003712,Milwaukee - C 0010,93
550790006003003,079,003712,Milwaukee - C 0010,97
550790006003004,079,003712,Milwaukee - C 0010,105
550790006003005,079,003712,Milwaukee - C 0010,134
550790006003006,079,003712,Milwaukee - C 0010,65
550790006003007,079,003712,Milwaukee - C 0010,102
550790006003008,079,003712,Milwaukee - C 0010,91
550790006003009,079,003712,Milwaukee - C 0010,72
550790006003010,079,003712,Milwaukee - C 0010,107
550790006003011,079,003712,Milwaukee - C 0010,124
550790006003012,079,003712,Milwaukee - C 0010,59
550790006003013,079,003712,Milwaukee - C 0010,70
550790006003014,079,003712,Milwaukee - C 0010,129
550790006004000,079,003768,Milwaukee - C 0012,22
550790006004001,079,003768,Milwaukee - C 0012,489
550790006004002,079,003768,Milwaukee - C 0012,187
550790006004003,079,003768,Milwaukee - C 0012,61
550790006004004,079,003768,Milwaukee - C 0012,153
550790006004005,079,003768,Milwaukee - C 0012,69
550790006004006,079,003768,Milwaukee - C 0012,118
550790006004007,079,003768,Milwaukee - C 0012,87
550790006004008,079,003768,Milwaukee - C 0012,62
550790006004009,079,003768,Milwaukee - C 0012,92
550790006004010,079,003768,Milwaukee - C 0012,44
550790006004011,079,003768,Milwaukee - C 0012,14
550790006004012,079,003768,Milwaukee - C 0012,93
550790006004013,079,003768,Milwaukee - C 0012,82
550790006004014,079,003768,Milwaukee - C 0012,104
550790006004015,079,003768,Milwaukee - C 0012,78
550790006004016,079,003768,Milwaukee - C 0012,158
550790006004017,079,003768,Milwaukee - C 0012,70
550790006004018,079,003768,Milwaukee - C 0012,56
550790006004019,079,003768,Milwaukee - C 0012,84
550790006005000,079,003704,Milwaukee - C 0013,286
550790006005001,079,003704,Milwaukee - C 0013,80
550790006005002,079,003704,Milwaukee - C 0013,147
550790006005003,079,003704,Milwaukee - C 0013,106
550790006005004,079,003704,Milwaukee - C 0013,148
550790006005005,079,003704,Milwaukee - C 0013,41
550790007001000,079,003763,Milwaukee - C 0015,17
550790007001001,079,003763,Milwaukee - C 0015,35
550790007001002,079,003763,Milwaukee - C 0015,46
550790007001003,079,003763,Milwaukee - C 0015,54
550790007001004,079,003763,Milwaukee - C 0015,58
550790007001005,079,003763,Milwaukee - C 0015,50
550790007001006,079,003763,Milwaukee - C 0015,44
550790007001007,079,003763,Milwaukee - C 0015,53
550790007001008,079,003763,Milwaukee - C 0015,44
550790007001009,079,003763,Milwaukee - C 0015,90
550790007001010,079,003763,Milwaukee - C 0015,27
550790007001011,079,003763,Milwaukee - C 0015,11
550790007001012,079,003763,Milwaukee - C 0015,13
550790007001013,079,003763,Milwaukee - C 0015,35
550790007001014,079,003763,Milwaukee - C 0015,32
550790007001015,079,003763,Milwaukee - C 0015,41
550790007002000,079,003763,Milwaukee - C 0015,54
550790007002001,079,003763,Milwaukee - C 0015,20
550790007002002,079,003763,Milwaukee - C 0015,65
550790007002003,079,003763,Milwaukee - C 0015,41
550790007002004,079,003763,Milwaukee - C 0015,70
550790007002005,079,003763,Milwaukee - C 0015,47
550790007002006,079,003763,Milwaukee - C 0015,118
550790007002007,079,003763,Milwaukee - C 0015,48
550790007002008,079,003763,Milwaukee - C 0015,53
550790007002009,079,003763,Milwaukee - C 0015,60
550790007002010,079,003763,Milwaukee - C 0015,54
550790007002011,079,003763,Milwaukee - C 0015,20
550790007002012,079,003763,Milwaukee - C 0015,29
550790007003000,079,003786,Milwaukee - C 0014,1410
550790007003001,079,003786,Milwaukee - C 0014,596
550790007003002,079,003786,Milwaukee - C 0014,0
550790007003003,079,003786,Milwaukee - C 0014,0
550790007003004,079,003704,Milwaukee - C 0013,18
550790007003005,079,003763,Milwaukee - C 0015,11
550790007003006,079,003786,Milwaukee - C 0014,208
550790008001000,079,003765,Milwaukee - C 0019,154
550790008001001,079,003765,Milwaukee - C 0019,110
550790008001002,079,003766,Milwaukee - C 0017,197
550790008001003,079,003766,Milwaukee - C 0017,69
550790008001004,079,003766,Milwaukee - C 0017,54
550790008001005,079,003767,Milwaukee - C 0016,84
550790008001006,079,003767,Milwaukee - C 0016,138
550790008001007,079,003767,Milwaukee - C 0016,348
550790008001008,079,003767,Milwaukee - C 0016,170
550790008001009,079,003767,Milwaukee - C 0016,202
550790008001010,079,003767,Milwaukee - C 0016,128
550790008001011,079,003767,Milwaukee - C 0016,72
550790008001012,079,003767,Milwaukee - C 0016,297
550790008001013,079,003765,Milwaukee - C 0019,107
550790008001014,079,003767,Milwaukee - C 0016,294
550790008001015,079,003704,Milwaukee - C 0013,185
550790008001016,079,003767,Milwaukee - C 0016,43
550790008001017,079,003765,Milwaukee - C 0019,0
550790008001018,079,003766,Milwaukee - C 0017,32
550790008002000,079,003767,Milwaukee - C 0016,482
550790008002001,079,003767,Milwaukee - C 0016,138
550790008002002,079,003767,Milwaukee - C 0016,158
550790008002003,079,003704,Milwaukee - C 0013,72
550790008003000,079,003766,Milwaukee - C 0017,63
550790008003001,079,003766,Milwaukee - C 0017,128
550790008003002,079,003766,Milwaukee - C 0017,153
550790008003003,079,003766,Milwaukee - C 0017,82
550790008003004,079,003766,Milwaukee - C 0017,47
550790008003005,079,003766,Milwaukee - C 0017,58
550790008003006,079,003766,Milwaukee - C 0017,166
550790008003007,079,003767,Milwaukee - C 0016,0
550790008003008,079,003767,Milwaukee - C 0016,229
550790008003009,079,003767,Milwaukee - C 0016,95
550790008003010,079,003767,Milwaukee - C 0016,188
