STATEFP|COUNTYFP|COUSUBFP|NAME|NAMELSAD
55|135|49975|Matteson|Matteson town
55|135|55025|Mukwa|Mukwa town
55|135|56925|New London|New London city
55|135|59475|Ogdensburg|Ogdensburg village
55|135|69900|Royalton|Royalton town
55|135|70900|St. Lawrence|St. Lawrence town
55|135|71975|Scandinavia|Scandinavia village
55|135|72000|Scandinavia|Scandinavia town
55|135|81700|Union|Union town
55|135|84375|Waupaca|Waupaca city
55|135|84400|Waupaca|Waupaca town
55|135|86400|Weyauwega|Weyauwega city
55|135|86425|Weyauwega|Weyauwega town
55|135|89375|Wyoming|Wyoming town
55|137|03925|Aurora|Aurora town
55|137|06925|Berlin|Berlin city
55|137|08300|Bloomfield|Bloomfield town
55|137|16375|Coloma|Coloma village
55|137|16400|Coloma|Coloma town
55|137|18475|Dakota|Dakota town
55|137|19300|Deerfield|Deerfield town
55|137|32450|Hancock|Hancock village
55|137|32475|Hancock|Hancock town
55|137|43500|Leon|Leon town
55|137|45425|Lohrville|Lohrville village
55|137|49425|Marion|Marion town
55|137|54825|Mount Morris|Mount Morris town
55|137|59225|Oasis|Oasis town
55|137|63150|Plainfield|Plainfield village
55|137|63175|Plainfield|Plainfield town
55|137|64975|Poy Sippi|Poy Sippi town
55|137|66625|Redgranite|Redgranite village
55|137|67550|Richford|Richford town
55|137|69425|Rose|Rose town
55|137|71825|Saxeville|Saxeville town
55|137|76400|Springwater|Springwater town
55|137|83425|Warren|Warren town
55|137|84625|Wautoma|Wautoma city
55|137|84650|Wautoma|Wautoma town
55|137|87075|Wild Rose|Wild Rose village
55|139|01025|Algoma|Algoma town
55|139|02375|Appleton|Appleton city
55|139|08000|Black Wolf|Black Wolf town
55|139|15150|Clayton|Clayton town
55|139|26982|Fox Crossing|Fox Crossing village
55|139|50825|Menasha|Menasha city
55|139|55750|Neenah|Neenah city
55|139|55775|Neenah|Neenah town
55|139|55850|Nekimi|Nekimi town
55|139|56100|Nepeuskun|Nepeuskun town
55|139|59875|Omro|Omro city
55|139|59900|Omro|Omro town
55|139|60500|Oshkosh|Oshkosh city
55|139|60525|Oshkosh|Oshkosh town
55|139|64875|Poygan|Poygan town
55|139|70125|Rushford|Rushford town
55|139|82175|Utica|Utica town
55|139|82875|Vinland|Vinland town
55|139|87650|Winchester|Winchester town
55|139|87900|Winneconne|Winneconne village
55|139|87925|Winneconne|Winneconne town
55|139|88475|Wolf River|Wolf River town
55|141|03025|Arpin|Arpin village
55|141|03050|Arpin|Arpin town
55|141|03775|Auburndale|Auburndale village
55|141|03800|Auburndale|Auburndale town
55|141|07650|Biron|Biron village
55|141|12275|Cameron|Cameron town
55|141|12775|Cary|Cary town
55|141|17525|Cranmoor|Cranmoor town
55|141|20075|Dexter|Dexter town
55|141|30125|Grand Rapids|Grand Rapids town
55|141|32575|Hansen|Hansen town
55|141|34250|Hewitt|Hewitt village
55|141|34675|Hiles|Hiles town
55|141|44550|Lincoln|Lincoln town
55|141|49675|Marshfield|Marshfield city
55|141|49700|Marshfield|Marshfield town
55|141|51875|Milladore|Milladore village
55|141|51900|Milladore|Milladore town
55|141|55875|Nekoosa|Nekoosa city
55|141|63100|Pittsville|Pittsville city
55|141|64175|Port Edwards|Port Edwards village
55|141|64200|Port Edwards|Port Edwards town
55|141|67000|Remington|Remington town
55|141|67500|Richfield|Richfield town
55|141|68625|Rock|Rock town
55|141|70000|Rudolph|Rudolph village
55|141|70025|Rudolph|Rudolph town
55|141|71600|Saratoga|Saratoga town
55|141|72575|Seneca|Seneca town
55|141|73475|Sherry|Sherry town
55|141|73900|Sigel|Sigel town
55|141|82650|Vesper|Vesper village
55|141|88200|Wisconsin Rapids|Wisconsin Rapids city
55|141|88575|Wood|Wood town
