block_2020,pop_2020,ward_2011,ward_2022
550790045001013,3,Milwaukee - C 118,Milwaukee - C 0114
550790045001014,9,Milwaukee - C 118,Milwaukee - C 0114
550790045001015,0,Milwaukee - C 118,Milwaukee - C 0114
550790045001016,0,Milwaukee - C 118,Milwaukee - C 0114
550790045001017,4,Milwaukee - C 118,Milwaukee - C 0114
550790045002000,0,Milwaukee - C 118,Milwaukee - C 0114
550790045002001,105,Milwaukee - C 118,Milwaukee - C 0114
550790045002002,130,Milwaukee - C 115,Milwaukee - C 0111
550790045002003,119,Milwaukee - C 115,Milwaukee - C 0111
550790045002004,143,Milwaukee - C 118,Milwaukee - C 0114
550790045002005,28,Milwaukee - C 118,Milwaukee - C 0114
550790045002006,0,Milwaukee - C 116,Milwaukee - C 0112
550790045002007,153,Milwaukee - C 116,Milwaukee - C 0112
550790045002008,0,Milwaukee - C 118,Milwaukee - C 0114
550790045002009,52,Milwaukee - C 118,Milwaukee - C 0114
550790045002010,33,Milwaukee - C 118,Milwaukee - C 0114
550790045002011,95,Milwaukee - C 118,Milwaukee - C 0114
550790045002012,0,Milwaukee - C 118,Milwaukee - C 0114
550790045003000,134,Milwaukee - C 115,Milwaukee - C 0111
550790045003001,122,Milwaukee - C 115,Milwaukee - C 0111
550790045003002,50,Milwaukee - C 115,Milwaukee - C 0111
550790045003003,45,Milwaukee - C 115,Milwaukee - C 0111
550790045003004,92,Milwaukee - C 115,Milwaukee - C 0111
550790045003005,110,Milwaukee - C 115,Milwaukee - C 0111
550790045003006,97,Milwaukee - C 116,Milwaukee - C 0112
550790045003007,101,Milwaukee - C 116,Milwaukee - C 0112
550790046001000,87,Milwaukee - C 115,Milwaukee - C 0111
550790046001001,109,Milwaukee - C 115,Milwaukee - C 0111
550790046001002,67,Milwaukee - C 115,Milwaukee - C 0111
550790046001003,115,Milwaukee - C 115,Milwaukee - C 0111
550790046001004,30,Milwaukee - C 115,Milwaukee - C 0111
550790046001005,130,Milwaukee - C 115,Milwaukee - C 0111
550790046001006,63,Milwaukee - C 115,Milwaukee - C 0111
550790046001007,38,Milwaukee - C 115,Milwaukee - C 0111
550790046001008,122,Milwaukee - C 115,Milwaukee - C 0111
550790046001009,108,Milwaukee - C 115,Milwaukee - C 0111
550790046002000,63,Milwaukee - C 115,Milwaukee - C 0111
550790046002001,83,Milwaukee - C 114,Milwaukee - C 0110
550790046002002,65,Milwaukee - C 114,Milwaukee - C 0110
550790046002003,130,Milwaukee - C 115,Milwaukee - C 0111
550790046002004,69,Milwaukee - C 115,Milwaukee - C 0111
550790046002005,0,Milwaukee - C 113,Milwaukee - C 0109
550790046002006,80,Milwaukee - C 114,Milwaukee - C 0110
550790046002007,99,Milwaukee - C 115,Milwaukee - C 0111
550790046003000,99,Milwaukee - C 114,Milwaukee - C 0110
550790046003001,57,Milwaukee - C 114,Milwaukee - C 0110
550790046003002,115,Milwaukee - C 114,Milwaukee - C 0110
550790046003003,80,Milwaukee - C 114,Milwaukee - C 0110
550790046003004,79,Milwaukee - C 114,Milwaukee - C 0110
550790046003005,69,Milwaukee - C 114,Milwaukee - C 0110
550790046003006,84,Milwaukee - C 113,Milwaukee - C 0109
550790046003007,70,Milwaukee - C 113,Milwaukee - C 0109
550790046004000,0,Milwaukee - C 114,Milwaukee - C 0110
550790046004001,77,Milwaukee - C 114,Milwaukee - C 0110
550790046004002,65,Milwaukee - C 114,Milwaukee - C 0110
550790046004003,99,Milwaukee - C 114,Milwaukee - C 0110
550790046004004,91,Milwaukee - C 114,Milwaukee - C 0110
550790046004005,53,Milwaukee - C 114,Milwaukee - C 0110
550790046004006,6,Milwaukee - C 114,Milwaukee - C 0110
550790046004007,4,Milwaukee - C 114,Milwaukee - C 0110
550790046004008,58,Milwaukee - C 113,Milwaukee - C 0109
550790046004009,44,Milwaukee - C 113,Milwaukee - C 0109
550790046004010,16,Milwaukee - C 113,Milwaukee - C 0109
550790046004011,59,Milwaukee - C 113,Milwaukee - C 0109
550790047001000,72,Milwaukee - C 108,Milwaukee - C 0104
550790047001001,0,Milwaukee - C 108,Milwaukee - C 0104
550790047001002,81,Milwaukee - C 108,Milwaukee - C 0104
550790047001003,98,Milwaukee - C 108,Milwaukee - C 0104
550790047001004,48,Milwaukee - C 108,Milwaukee - C 0104
550790047001005,6,Milwaukee - C 108,Milwaukee - C 0104
550790047001006,44,Milwaukee - C 108,Milwaukee - C 0104
550790047001007,53,Milwaukee - C 108,Milwaukee - C 0104
550790047001008,131,Milwaukee - C 109,Milwaukee - C 0105
550790047001009,115,Milwaukee - C 109,Milwaukee - C 0105
550790047002000,102,Milwaukee - C 108,Milwaukee - C 0104
550790047002001,126,Milwaukee - C 108,Milwaukee - C 0104
550790047002002,94,Milwaukee - C 108,Milwaukee - C 0104
550790047002003,80,Milwaukee - C 108,Milwaukee - C 0104
550790047002004,83,Milwaukee - C 108,Milwaukee - C 0104
550790047002005,0,Milwaukee - C 108,Milwaukee - C 0104
550790047002006,77,Milwaukee - C 108,Milwaukee - C 0105
550790047002007,102,Milwaukee - C 109,Milwaukee - C 0105
550790047003000,141,Milwaukee - C 108,Milwaukee - C 0104
550790047003001,79,Milwaukee - C 107,Milwaukee - C 0104
550790047003002,106,Milwaukee - C 107,Milwaukee - C 0104
550790047003003,80,Milwaukee - C 107,Milwaukee - C 0104
550790047003004,127,Milwaukee - C 107,Milwaukee - C 0104
550790047003005,119,Milwaukee - C 108,Milwaukee - C 0104
550790047003006,99,Milwaukee - C 108,Milwaukee - C 0104
550790047003007,79,Milwaukee - C 107,Milwaukee - C 0104
550790047003008,66,Milwaukee - C 107,Milwaukee - C 0104
550790047003009,99,Milwaukee - C 108,Milwaukee - C 0105
550790047003010,103,Milwaukee - C 109,Milwaukee - C 0105
550790047004000,67,Milwaukee - C 107,Milwaukee - C 0104
550790047004001,41,Milwaukee - C 107,Milwaukee - C 0104
550790047004002,117,Milwaukee - C 107,Milwaukee - C 0103
550790047004003,132,Milwaukee - C 107,Milwaukee - C 0103
550790047004004,119,Milwaukee - C 107,Milwaukee - C 0103
550790047004005,56,Milwaukee - C 107,Milwaukee - C 0103
550790047004006,5,Milwaukee - C 107,Milwaukee - C 0103
550790047004007,50,Milwaukee - C 107,Milwaukee - C 0103
550790047004008,6,Milwaukee - C 107,Milwaukee - C 0103
550790047004009,0,Milwaukee - C 107,Milwaukee - C 0103
550790047004010,89,Milwaukee - C 107,Milwaukee - C 0103
550790047004011,66,Milwaukee - C 107,Milwaukee - C 0104
550790047004012,59,Milwaukee - C 107,Milwaukee - C 0104
550790047004013,40,Milwaukee - C 107,Milwaukee - C 0104
550790047004014,41,Milwaukee - C 107,Milwaukee - C 0104
550790047004015,90,Milwaukee - C 107,Milwaukee - C 0103
550790047004016,0,Milwaukee - C 107,Milwaukee - C 0103
550790047004017,16,Milwaukee - C 107,Milwaukee - C 0105
550790047004018,28,Milwaukee - C 107,Milwaukee - C 0105
550790047004019,89,Milwaukee - C 109,Milwaukee - C 0105
550790047004020,78,Milwaukee - C 109,Milwaukee - C 0105
550790048001000,33,Milwaukee - C 102,Milwaukee - C 0099
550790048001001,78,Milwaukee - C 102,Milwaukee - C 0099
550790048001002,18,Milwaukee - C 102,Milwaukee - C 0099
550790048001003,42,Milwaukee - C 102,Milwaukee - C 0099
550790048001004,73,Milwaukee - C 102,Milwaukee - C 0099
550790048001005,65,Milwaukee - C 102,Milwaukee - C 0099
550790048001006,46,Milwaukee - C 102,Milwaukee - C 0099
550790048001007,15,Milwaukee - C 102,Milwaukee - C 0099
550790048001008,0,Milwaukee - C 102,Milwaukee - C 0099
550790048001009,29,Milwaukee - C 102,Milwaukee - C 0099
550790048001010,0,Milwaukee - C 102,Milwaukee - C 0099
550790048001011,0,Milwaukee - C 102,Milwaukee - C 0099
550790048001012,3,Milwaukee - C 104,Milwaukee - C 0101
550790048001013,44,Milwaukee - C 104,Milwaukee - C 0101
550790048001014,87,Milwaukee - C 104,Milwaukee - C 0101
550790048001015,99,Milwaukee - C 104,Milwaukee - C 0101
550790048001016,112,Milwaukee - C 104,Milwaukee - C 0101
550790048001017,35,Milwaukee - C 104,Milwaukee - C 0101
550790048001018,0,Milwaukee - C 102,Milwaukee - C 0099
550790048001019,79,Milwaukee - C 102,Milwaukee - C 0099
550790048001020,12,Milwaukee - C 104,Milwaukee - C 0101
550790048001021,0,Milwaukee - C 104,Milwaukee - C 0101
550790048001022,0,Milwaukee - C 104,Milwaukee - C 0101
550790048001023,25,Milwaukee - C 102,Milwaukee - C 0099
550790048002000,100,Milwaukee - C 104,Milwaukee - C 0101
550790048002001,99,Milwaukee - C 104,Milwaukee - C 0101
550790048002002,78,Milwaukee - C 104,Milwaukee - C 0101
550790048002003,0,Milwaukee - C 104,Milwaukee - C 0101
550790048002004,0,Milwaukee - C 104,Milwaukee - C 0101
550790048002005,91,Milwaukee - C 104,Milwaukee - C 0101
550790048002006,93,Milwaukee - C 104,Milwaukee - C 0101
550790048002007,81,Milwaukee - C 103,Milwaukee - C 0084
550790048002008,40,Milwaukee - C 103,Milwaukee - C 0084
550790048002009,49,Milwaukee - C 103,Milwaukee - C 0084
550790048002010,44,Milwaukee - C 103,Milwaukee - C 0084
550790048002011,64,Milwaukee - C 104,Milwaukee - C 0101
550790048002012,5,Milwaukee - C 104,Milwaukee - C 0101
550790048002013,0,Milwaukee - C 104,Milwaukee - C 0101
550790048003000,36,Milwaukee - C 104,Milwaukee - C 0101
550790048003001,8,Milwaukee - C 104,Milwaukee - C 0101
550790048003002,0,Milwaukee - C 104,Milwaukee - C 0101
550790048003003,31,Milwaukee - C 104,Milwaukee - C 0101
550790048003004,111,Milwaukee - C 104,Milwaukee - C 0101
550790048003005,94,Milwaukee - C 104,Milwaukee - C 0101
550790048003006,117,Milwaukee - C 104,Milwaukee - C 0101
550790048003007,78,Milwaukee - C 104,Milwaukee - C 0101
550790048003008,89,Milwaukee - C 103,Milwaukee - C 0084
550790048003009,95,Milwaukee - C 103,Milwaukee - C 0084
550790048003010,23,Milwaukee - C 103,Milwaukee - C 0084
550790048003011,0,Milwaukee - C 103,Milwaukee - C 0084
550790048003012,79,Milwaukee - C 104,Milwaukee - C 0101
550790048003013,61,Milwaukee - C 104,Milwaukee - C 0101
550790048003014,0,Milwaukee - C 104,Milwaukee - C 0101
550790048003015,84,Milwaukee - C 104,Milwaukee - C 0101
550790048003016,18,Milwaukee - C 104,Milwaukee - C 0101
550790048004000,101,Milwaukee - C 104,Milwaukee - C 0101
550790048004001,94,Milwaukee - C 104,Milwaukee - C 0101
550790048004002,115,Milwaukee - C 104,Milwaukee - C 0101
550790048004003,7,Milwaukee - C 103,Milwaukee - C 0100
550790048004004,96,Milwaukee - C 104,Milwaukee - C 0101
550790048004005,85,Milwaukee - C 104,Milwaukee - C 0101
550790048004006,112,Milwaukee - C 104,Milwaukee - C 0101
550790048004007,141,Milwaukee - C 104,Milwaukee - C 0101
550790048004008,90,Milwaukee - C 104,Milwaukee - C 0101
550790048004009,121,Milwaukee - C 104,Milwaukee - C 0101
550790049001000,83,Milwaukee - C 102,Milwaukee - C 0099
550790049001001,66,Milwaukee - C 102,Milwaukee - C 0099
550790049001002,79,Milwaukee - C 102,Milwaukee - C 0099
550790049001003,72,Milwaukee - C 102,Milwaukee - C 0099
550790049001004,86,Milwaukee - C 102,Milwaukee - C 0099
550790049001005,84,Milwaukee - C 102,Milwaukee - C 0099
550790049001006,110,Milwaukee - C 103,Milwaukee - C 0084
550790049001007,115,Milwaukee - C 103,Milwaukee - C 0084
550790049001008,110,Milwaukee - C 103,Milwaukee - C 0084
550790049001009,88,Milwaukee - C 103,Milwaukee - C 0084
550790049001010,105,Milwaukee - C 103,Milwaukee - C 0084
550790049001011,90,Milwaukee - C 103,Milwaukee - C 0084
550790049001012,94,Milwaukee - C 103,Milwaukee - C 0100
550790049001013,117,Milwaukee - C 103,Milwaukee - C 0100
550790049001014,94,Milwaukee - C 103,Milwaukee - C 0100
550790049001015,11,Milwaukee - C 103,Milwaukee - C 0084
550790049001016,123,Milwaukee - C 103,Milwaukee - C 0100
550790049001017,120,Milwaukee - C 103,Milwaukee - C 0100
550790049001018,104,Milwaukee - C 103,Milwaukee - C 0100
550790049002000,92,Milwaukee - C 102,Milwaukee - C 0099
550790049002001,59,Milwaukee - C 102,Milwaukee - C 0099
550790049002002,77,Milwaukee - C 102,Milwaukee - C 0099
550790049002003,74,Milwaukee - C 102,Milwaukee - C 0099
550790049002004,106,Milwaukee - C 102,Milwaukee - C 0099
550790049002005,52,Milwaukee - C 102,Milwaukee - C 0099
550790049002006,56,Milwaukee - C 102,Milwaukee - C 0099
550790049002007,57,Milwaukee - C 103,Milwaukee - C 0084
550790049002008,102,Milwaukee - C 103,Milwaukee - C 0084
550790049002009,96,Milwaukee - C 103,Milwaukee - C 0084
550790049002010,57,Milwaukee - C 103,Milwaukee - C 0084
550790049002011,60,Milwaukee - C 103,Milwaukee - C 0084
550790049002012,66,Milwaukee - C 103,Milwaukee - C 0084
550790049002013,54,Milwaukee - C 103,Milwaukee - C 0084
550790049002014,7,Milwaukee - C 103,Milwaukee - C 0084
550790049002015,7,Milwaukee - C 103,Milwaukee - C 0084
550790049002016,33,Milwaukee - C 103,Milwaukee - C 0084
550790049002017,80,Milwaukee - C 103,Milwaukee - C 0100
550790049002018,74,Milwaukee - C 103,Milwaukee - C 0100
550790049002019,92,Milwaukee - C 103,Milwaukee - C 0100
550790049002020,85,Milwaukee - C 103,Milwaukee - C 0100
550790049002021,108,Milwaukee - C 103,Milwaukee - C 0100
550790049002022,114,Milwaukee - C 103,Milwaukee - C 0100
550790049003000,0,Milwaukee - C 97,Milwaukee - C 0094
550790049003001,37,Milwaukee - C 97,Milwaukee - C 0094
550790049003002,18,Milwaukee - C 97,Milwaukee - C 0094
550790049003003,31,Milwaukee - C 97,Milwaukee - C 0094
550790049003004,138,Milwaukee - C 97,Milwaukee - C 0094
550790049003005,93,Milwaukee - C 97,Milwaukee - C 0094
550790049003006,94,Milwaukee - C 97,Milwaukee - C 0094
550790049003007,108,Milwaukee - C 97,Milwaukee - C 0094
550790049003008,96,Milwaukee - C 97,Milwaukee - C 0094
550790049003009,81,Milwaukee - C 97,Milwaukee - C 0094
550790049003010,0,Milwaukee - C 97,Milwaukee - C 0094
550790049003011,0,Milwaukee - C 97,Milwaukee - C 0323
550790049003012,81,Milwaukee - C 97,Milwaukee - C 0323
550790049003013,120,Milwaukee - C 97,Milwaukee - C 0323
550790050001000,76,Milwaukee - C 97,Milwaukee - C 0094
550790050001001,154,Milwaukee - C 97,Milwaukee - C 0094
550790050001002,51,Milwaukee - C 97,Milwaukee - C 0094
550790050001003,65,Milwaukee - C 97,Milwaukee - C 0094
550790050001004,38,Milwaukee - C 97,Milwaukee - C 0094
550790050001005,21,Milwaukee - C 97,Milwaukee - C 0094
550790050001006,165,Milwaukee - C 96,Milwaukee - C 0093
550790050001007,135,Milwaukee - C 97,Milwaukee - C 0094
550790050001008,102,Milwaukee - C 97,Milwaukee - C 0094
550790050001009,59,Milwaukee - C 97,Milwaukee - C 0094
550790050001010,79,Milwaukee - C 97,Milwaukee - C 0094
550790050001011,81,Milwaukee - C 96,Milwaukee - C 0093
550790050001012,109,Milwaukee - C 95,Milwaukee - C 0092
550790050001013,64,Milwaukee - C 95,Milwaukee - C 0323
550790050001014,0,Milwaukee - C 95,Milwaukee - C 0323
550790050001015,0,Milwaukee - C 95,Milwaukee - C 0323
550790050001016,130,Milwaukee - C 95,Milwaukee - C 0323
550790050001017,109,Milwaukee - C 95,Milwaukee - C 0092
550790050002000,102,Milwaukee - C 95,Milwaukee - C 0092
550790050002001,72,Milwaukee - C 95,Milwaukee - C 0092
550790050002002,111,Milwaukee - C 95,Milwaukee - C 0092
550790050002003,90,Milwaukee - C 164,Milwaukee - C 0092
550790050002004,115,Milwaukee - C 164,Milwaukee - C 0092
550790050002005,83,Milwaukee - C 164,Milwaukee - C 0092
550790050002006,106,Milwaukee - C 164,Milwaukee - C 0160
550790050002007,63,Milwaukee - C 94,Milwaukee - C 0091
550790050002008,83,Milwaukee - C 94,Milwaukee - C 0091
550790050002009,58,Milwaukee - C 94,Milwaukee - C 0091
550790050002010,0,Milwaukee - C 94,Milwaukee - C 0091
550790050002011,33,Milwaukee - C 92,Milwaukee - C 0089
550790050002012,41,Milwaukee - C 164,Milwaukee - C 0160
550790050002013,0,Milwaukee - C 164,Milwaukee - C 0160
550790050002014,48,Milwaukee - C 164,Milwaukee - C 0160
550790050002015,126,Milwaukee - C 164,Milwaukee - C 0160
550790050003000,52,Milwaukee - C 96,Milwaukee - C 0093
550790050003001,22,Milwaukee - C 96,Milwaukee - C 0093
550790050003002,75,Milwaukee - C 96,Milwaukee - C 0093
550790050003003,60,Milwaukee - C 96,Milwaukee - C 0093
550790050003004,52,Milwaukee - C 96,Milwaukee - C 0093
550790050003005,39,Milwaukee - C 96,Milwaukee - C 0093
550790050003006,25,Milwaukee - C 96,Milwaukee - C 0093
550790050003007,53,Milwaukee - C 95,Milwaukee - C 0092
550790050003008,83,Milwaukee - C 95,Milwaukee - C 0092
550790050003009,107,Milwaukee - C 95,Milwaukee - C 0092
550790050003010,23,Milwaukee - C 96,Milwaukee - C 0093
550790050003011,85,Milwaukee - C 95,Milwaukee - C 0092
550790050003012,70,Milwaukee - C 95,Milwaukee - C 0092
550790050003013,113,Milwaukee - C 94,Milwaukee - C 0092
550790050004000,110,Milwaukee - C 96,Milwaukee - C 0093
550790050004001,87,Milwaukee - C 96,Milwaukee - C 0093
550790050004002,75,Milwaukee - C 96,Milwaukee - C 0093
550790050004003,91,Milwaukee - C 96,Milwaukee - C 0093
550790050004004,86,Milwaukee - C 96,Milwaukee - C 0093
550790050004005,98,Milwaukee - C 96,Milwaukee - C 0093
550790050004006,76,Milwaukee - C 96,Milwaukee - C 0093
550790050004007,41,Milwaukee - C 96,Milwaukee - C 0093
550790050004008,77,Milwaukee - C 96,Milwaukee - C 0093
550790050004009,62,Milwaukee - C 96,Milwaukee - C 0093
550790050004010,68,Milwaukee - C 96,Milwaukee - C 0093
550790050004011,77,Milwaukee - C 96,Milwaukee - C 0093
550790050004012,92,Milwaukee - C 96,Milwaukee - C 0093
550790050004013,123,Milwaukee - C 96,Milwaukee - C 0093
550790051001000,0,Milwaukee - C 70,Milwaukee - C 0067
550790051001001,0,Milwaukee - C 70,Milwaukee - C 0067
550790051001002,0,Milwaukee - C 70,Milwaukee - C 0067
550790051001003,0,Milwaukee - C 70,Milwaukee - C 0067
550790051001004,0,Milwaukee - C 91,Milwaukee - C 0088
550790051001005,0,Milwaukee - C 91,Milwaukee - C 0088
550790051001006,0,Milwaukee - C 91,Milwaukee - C 0088
550790051001007,0,Milwaukee - C 91,Milwaukee - C 0088
550790051001008,0,Milwaukee - C 91,Milwaukee - C 0088
550790051001009,0,Milwaukee - C 91,Milwaukee - C 0088
550790051001010,37,Milwaukee - C 91,Milwaukee - C 0088
550790051001011,68,Milwaukee - C 91,Milwaukee - C 0088
550790051001012,98,Milwaukee - C 91,Milwaukee - C 0088
550790051001013,58,Milwaukee - C 91,Milwaukee - C 0088
550790051001014,50,Milwaukee - C 91,Milwaukee - C 0088
550790051001015,65,Milwaukee - C 91,Milwaukee - C 0088
550790051001016,29,Milwaukee - C 70,Milwaukee - C 0067
550790051001017,69,Milwaukee - C 70,Milwaukee - C 0067
550790051001018,49,Milwaukee - C 70,Milwaukee - C 0067
550790051001019,77,Milwaukee - C 70,Milwaukee - C 0067
550790051001020,71,Milwaukee - C 91,Milwaukee - C 0088
550790051001021,21,Milwaukee - C 91,Milwaukee - C 0088
550790051001022,61,Milwaukee - C 91,Milwaukee - C 0088
550790051001023,143,Milwaukee - C 91,Milwaukee - C 0088
550790051001024,111,Milwaukee - C 91,Milwaukee - C 0088
550790051001025,51,Milwaukee - C 91,Milwaukee - C 0088
550790051001026,81,Milwaukee - C 91,Milwaukee - C 0088
550790051002000,310,Milwaukee - C 91,Milwaukee - C 0088
550790051002001,69,Milwaukee - C 91,Milwaukee - C 0088
550790051002002,87,Milwaukee - C 91,Milwaukee - C 0088
550790051002003,849,Milwaukee - C 94,Milwaukee - C 0091
550790051002004,0,Milwaukee - C 92,Milwaukee - C 0089
550790051003000,0,Milwaukee - C 91,Milwaukee - C 0088
550790051003001,0,Milwaukee - C 91,Milwaukee - C 0088
550790051003002,0,Milwaukee - C 91,Milwaukee - C 0088
550790051003003,41,Milwaukee - C 91,Milwaukee - C 0088
550790051003004,93,Milwaukee - C 91,Milwaukee - C 0088
550790051003005,25,Milwaukee - C 91,Milwaukee - C 0088
550790051003006,116,Milwaukee - C 91,Milwaukee - C 0088
550790051003007,124,Milwaukee - C 91,Milwaukee - C 0088
550790051003008,0,Milwaukee - C 91,Milwaukee - C 0088
550790051003009,182,Milwaukee - C 91,Milwaukee - C 0088
550790051003010,165,Milwaukee - C 91,Milwaukee - C 0088
550790051003011,12,Milwaukee - C 91,Milwaukee - C 0088
550790051003012,79,Milwaukee - C 91,Milwaukee - C 0088
550790051003013,78,Milwaukee - C 91,Milwaukee - C 0088
550790052001000,0,Milwaukee - C 75,Milwaukee - C 0072
550790052001001,0,Milwaukee - C 75,Milwaukee - C 0072
550790052001002,0,Milwaukee - C 75,Milwaukee - C 0072
550790052001003,0,Milwaukee - C 75,Milwaukee - C 0072
550790052001004,28,Milwaukee - C 90,Milwaukee - C 0087
550790052001005,43,Milwaukee - C 90,Milwaukee - C 0087
550790052001006,72,Milwaukee - C 90,Milwaukee - C 0087
550790052001007,53,Milwaukee - C 90,Milwaukee - C 0087
550790052001008,56,Milwaukee - C 90,Milwaukee - C 0087
550790052001009,89,Milwaukee - C 90,Milwaukee - C 0087
550790052001010,37,Milwaukee - C 90,Milwaukee - C 0087
550790052001011,92,Milwaukee - C 90,Milwaukee - C 0087
550790052001012,49,Milwaukee - C 90,Milwaukee - C 0087
550790052001013,42,Milwaukee - C 90,Milwaukee - C 0087
550790052001014,0,Milwaukee - C 90,Milwaukee - C 0087
550790052001015,34,Milwaukee - C 90,Milwaukee - C 0086
550790052001016,45,Milwaukee - C 90,Milwaukee - C 0086
550790052001017,50,Milwaukee - C 89,Milwaukee - C 0086
550790052001018,59,Milwaukee - C 89,Milwaukee - C 0086
550790052002000,0,Milwaukee - C 75,Milwaukee - C 0072
550790052002001,0,Milwaukee - C 75,Milwaukee - C 0072
550790052002002,0,Milwaukee - C 75,Milwaukee - C 0072
550790052002003,0,Milwaukee - C 75,Milwaukee - C 0072
550790052002004,31,Milwaukee - C 90,Milwaukee - C 0087
550790052002005,47,Milwaukee - C 90,Milwaukee - C 0087
550790052002006,60,Milwaukee - C 90,Milwaukee - C 0087
550790052002007,65,Milwaukee - C 90,Milwaukee - C 0087
550790052002008,104,Milwaukee - C 90,Milwaukee - C 0087
550790052002009,75,Milwaukee - C 90,Milwaukee - C 0087
550790052002010,70,Milwaukee - C 90,Milwaukee - C 0087
550790052002011,78,Milwaukee - C 90,Milwaukee - C 0087
550790052002012,61,Milwaukee - C 90,Milwaukee - C 0087
550790052002013,76,Milwaukee - C 90,Milwaukee - C 0087
550790052002014,101,Milwaukee - C 89,Milwaukee - C 0086
550790052002015,56,Milwaukee - C 89,Milwaukee - C 0086
550790052002016,37,Milwaukee - C 89,Milwaukee - C 0086
550790052002017,50,Milwaukee - C 89,Milwaukee - C 0086
550790053001000,81,Milwaukee - C 89,Milwaukee - C 0086
550790053001001,103,Milwaukee - C 89,Milwaukee - C 0086
550790053001002,64,Milwaukee - C 89,Milwaukee - C 0086
550790053001003,106,Milwaukee - C 89,Milwaukee - C 0086
550790053001004,64,Milwaukee - C 89,Milwaukee - C 0086
550790053001005,56,Milwaukee - C 89,Milwaukee - C 0086
550790053001006,83,Milwaukee - C 89,Milwaukee - C 0086
550790053001007,54,Milwaukee - C 89,Milwaukee - C 0086
550790053001008,58,Milwaukee - C 89,Milwaukee - C 0086
550790053001009,78,Milwaukee - C 89,Milwaukee - C 0086
550790053001010,67,Milwaukee - C 89,Milwaukee - C 0086
550790053001011,85,Milwaukee - C 89,Milwaukee - C 0086
550790053002000,73,Milwaukee - C 88,Milwaukee - C 0085
550790053002001,52,Milwaukee - C 88,Milwaukee - C 0085
550790053002002,68,Milwaukee - C 88,Milwaukee - C 0085
550790053002003,82,Milwaukee - C 88,Milwaukee - C 0085
550790053002004,93,Milwaukee - C 88,Milwaukee - C 0085
550790053002005,105,Milwaukee - C 84,Milwaukee - C 0081
550790053002006,44,Milwaukee - C 83,Milwaukee - C 0080
550790053002007,88,Milwaukee - C 83,Milwaukee - C 0080
550790053002008,43,Milwaukee - C 84,Milwaukee - C 0081
550790053002009,73,Milwaukee - C 84,Milwaukee - C 0081
550790053002010,45,Milwaukee - C 84,Milwaukee - C 0081
550790053002011,56,Milwaukee - C 84,Milwaukee - C 0081
550790053002012,59,Milwaukee - C 88,Milwaukee - C 0085
550790053002013,51,Milwaukee - C 88,Milwaukee - C 0085
550790053002014,55,Milwaukee - C 88,Milwaukee - C 0085
550790053002015,48,Milwaukee - C 88,Milwaukee - C 0085
550790053002016,33,Milwaukee - C 88,Milwaukee - C 0085
550790053002017,55,Milwaukee - C 84,Milwaukee - C 0081
550790054001000,0,Milwaukee - C 90,Milwaukee - C 0076
550790054001001,0,Milwaukee - C 90,Milwaukee - C 0076
550790054001002,0,Milwaukee - C 79,Milwaukee - C 0076
550790054001003,631,Milwaukee - C 80,Milwaukee - C 0082
550790054001004,5,Milwaukee - C 90,Milwaukee - C 0321
550790054001005,75,Milwaukee - C 89,Milwaukee - C 0321
550790054001006,113,Milwaukee - C 90,Milwaukee - C 0321
550790054001007,27,Milwaukee - C 90,Milwaukee - C 0087
550790054001008,167,Milwaukee - C 90,Milwaukee - C 0087
550790054001009,73,Milwaukee - C 89,Milwaukee - C 0321
550790054002000,67,Milwaukee - C 90,Milwaukee - C 0087
550790054002001,72,Milwaukee - C 89,Milwaukee - C 0087
550790054002002,63,Milwaukee - C 89,Milwaukee - C 0321
550790054002003,109,Milwaukee - C 89,Milwaukee - C 0321
550790054002004,75,Milwaukee - C 89,Milwaukee - C 0321
550790054002005,91,Milwaukee - C 89,Milwaukee - C 0086
550790054002006,81,Milwaukee - C 90,Milwaukee - C 0086
550790054002007,64,Milwaukee - C 89,Milwaukee - C 0086
550790054002008,0,Milwaukee - C 89,Milwaukee - C 0321
550790054002009,84,Milwaukee - C 83,Milwaukee - C 0080
550790054002010,17,Milwaukee - C 89,Milwaukee - C 0321
550790054002011,67,Milwaukee - C 83,Milwaukee - C 0080
550790054002012,72,Milwaukee - C 83,Milwaukee - C 0080
550790054002013,54,Milwaukee - C 83,Milwaukee - C 0080
550790054003000,77,Milwaukee - C 83,Milwaukee - C 0080
550790054003001,64,Milwaukee - C 83,Milwaukee - C 0080
550790054003002,0,Milwaukee - C 83,Milwaukee - C 0080
550790054003003,75,Milwaukee - C 83,Milwaukee - C 0080
550790054003004,54,Milwaukee - C 84,Milwaukee - C 0081
550790054003005,89,Milwaukee - C 84,Milwaukee - C 0081
550790054003006,54,Milwaukee - C 84,Milwaukee - C 0081
550790054003007,43,Milwaukee - C 84,Milwaukee - C 0081
550790054003008,73,Milwaukee - C 84,Milwaukee - C 0081
550790054003009,0,Milwaukee - C 84,Milwaukee - C 0081
550790054003010,67,Milwaukee - C 84,Milwaukee - C 0081
550790054003011,0,Milwaukee - C 84,Milwaukee - C 0081
550790054003012,47,Milwaukee - C 84,Milwaukee - C 0081
550790054003013,52,Milwaukee - C 84,Milwaukee - C 0081
550790054003014,33,Milwaukee - C 84,Milwaukee - C 0081
550790054003015,45,Milwaukee - C 84,Milwaukee - C 0081
