block_2020,pop_2020,ward_2011,ward_2022
550790002013001,114,Milwaukee - C 1,Milwaukee - C 0001
550790002013002,257,Milwaukee - C 1,Milwaukee - C 0001
550790002013003,57,Milwaukee - C 1,Milwaukee - C 0001
550790002013004,346,Milwaukee - C 1,Milwaukee - C 0001
550790002013005,0,Milwaukee - C 1,Milwaukee - C 0006
550790002013006,0,Milwaukee - C 1,Milwaukee - C 0006
550790002014000,308,Milwaukee - C 1,Milwaukee - C 0001
550790002014001,29,Milwaukee - C 1,Milwaukee - C 0001
550790002014002,26,Milwaukee - C 1,Milwaukee - C 0001
550790002014003,0,Milwaukee - C 1,Milwaukee - C 0001
550790002014004,0,Milwaukee - C 1,Milwaukee - C 0001
550790002014005,0,Milwaukee - C 1,Milwaukee - C 0001
550790002014006,329,Milwaukee - C 1,Milwaukee - C 0001
550790002014007,162,Milwaukee - C 1,Milwaukee - C 0001
550790002014008,0,Milwaukee - C 1,Milwaukee - C 0001
550790002014009,0,Milwaukee - C 1,Milwaukee - C 0001
550790002014010,0,Milwaukee - C 1,Milwaukee - C 0001
550790002021000,42,Milwaukee - C 7,Milwaukee - C 0007
550790002021001,292,Milwaukee - C 7,Milwaukee - C 0007
550790002021002,113,Milwaukee - C 7,Milwaukee - C 0007
550790002021003,353,Milwaukee - C 7,Milwaukee - C 0007
550790002021004,61,Milwaukee - C 7,Milwaukee - C 0007
550790002021005,71,Milwaukee - C 7,Milwaukee - C 0007
550790002021006,50,Milwaukee - C 7,Milwaukee - C 0007
550790002021007,44,Milwaukee - C 6,Milwaukee - C 0006
550790002021008,46,Milwaukee - C 6,Milwaukee - C 0006
550790002021009,60,Milwaukee - C 7,Milwaukee - C 0007
550790002021010,87,Milwaukee - C 7,Milwaukee - C 0007
550790002021011,20,Milwaukee - C 6,Milwaukee - C 0006
550790002021012,56,Milwaukee - C 7,Milwaukee - C 0007
550790002021013,54,Milwaukee - C 7,Milwaukee - C 0007
550790002021014,66,Milwaukee - C 7,Milwaukee - C 0007
550790002021015,88,Milwaukee - C 7,Milwaukee - C 0007
550790002021016,57,Milwaukee - C 6,Milwaukee - C 0006
550790002021017,60,Milwaukee - C 6,Milwaukee - C 0006
550790002021018,76,Milwaukee - C 6,Milwaukee - C 0006
550790002021019,110,Milwaukee - C 6,Milwaukee - C 0006
550790002021020,52,Milwaukee - C 6,Milwaukee - C 0006
550790002021021,46,Milwaukee - C 6,Milwaukee - C 0006
550790002021022,49,Milwaukee - C 6,Milwaukee - C 0006
550790002021023,22,Milwaukee - C 6,Milwaukee - C 0006
550790002021024,43,Milwaukee - C 6,Milwaukee - C 0006
550790002022000,0,Milwaukee - C 6,Milwaukee - C 0006
550790002022001,0,Milwaukee - C 6,Milwaukee - C 0006
550790002022002,0,Milwaukee - C 7,Milwaukee - C 0007
550790002022003,17,Milwaukee - C 6,Milwaukee - C 0006
550790002022004,535,Milwaukee - C 6,Milwaukee - C 0006
550790002022005,90,Milwaukee - C 6,Milwaukee - C 0006
550790002022006,82,Milwaukee - C 6,Milwaukee - C 0006
550790002022007,27,Milwaukee - C 6,Milwaukee - C 0006
550790002022008,104,Milwaukee - C 6,Milwaukee - C 0006
550790002022009,69,Milwaukee - C 6,Milwaukee - C 0006
550790002022010,70,Milwaukee - C 6,Milwaukee - C 0006
550790002022011,66,Milwaukee - C 6,Milwaukee - C 0006
550790002022012,26,Milwaukee - C 6,Milwaukee - C 0006
550790002022013,114,Milwaukee - C 6,Milwaukee - C 0006
550790002022014,0,Milwaukee - C 6,Milwaukee - C 0006
550790002022015,327,Milwaukee - C 6,Milwaukee - C 0006
550790002023000,0,Milwaukee - C 6,Milwaukee - C 0008
550790002023001,124,Milwaukee - C 6,Milwaukee - C 0008
550790002023002,52,Milwaukee - C 6,Milwaukee - C 0008
550790002023003,109,Milwaukee - C 6,Milwaukee - C 0008
550790002023004,108,Milwaukee - C 6,Milwaukee - C 0008
550790002023005,117,Milwaukee - C 6,Milwaukee - C 0008
550790002023006,588,Milwaukee - C 6,Milwaukee - C 0008
550790002023007,154,Milwaukee - C 6,Milwaukee - C 0008
550790002023008,45,Milwaukee - C 6,Milwaukee - C 0008
550790002023009,16,Milwaukee - C 6,Milwaukee - C 0008
550790002023010,0,Milwaukee - C 8,Milwaukee - C 0008
550790002023011,18,Milwaukee - C 8,Milwaukee - C 0008
550790002023012,0,Milwaukee - C 8,Milwaukee - C 0008
550790002023013,0,Milwaukee - C 8,Milwaukee - C 0008
550790002023014,0,Milwaukee - C 8,Milwaukee - C 0008
550790002023015,0,Milwaukee - C 8,Milwaukee - C 0008
550790002023016,20,Milwaukee - C 8,Milwaukee - C 0008
550790002023017,0,Milwaukee - C 8,Milwaukee - C 0008
550790002023018,0,Milwaukee - C 8,Milwaukee - C 0008
550790002023019,0,Milwaukee - C 8,Milwaukee - C 0008
550790002023020,0,Milwaukee - C 8,Milwaukee - C 0008
550790002023021,0,Milwaukee - C 8,Milwaukee - C 0008
550790002023022,0,Milwaukee - C 8,Milwaukee - C 0008
550790002023023,0,Milwaukee - C 8,Milwaukee - C 0008
550790002023024,0,Milwaukee - C 8,Milwaukee - C 0008
550790002023025,75,Milwaukee - C 8,Milwaukee - C 0008
550790002023026,113,Milwaukee - C 6,Milwaukee - C 0008
550790002023027,171,Milwaukee - C 6,Milwaukee - C 0008
550790002023028,170,Milwaukee - C 8,Milwaukee - C 0008
550790002023029,175,Milwaukee - C 8,Milwaukee - C 0008
550790002023030,65,Milwaukee - C 8,Milwaukee - C 0008
550790002023031,113,Milwaukee - C 8,Milwaukee - C 0008
550790002023032,0,Milwaukee - C 8,Milwaukee - C 0008
550790002023033,0,Milwaukee - C 8,Milwaukee - C 0008
550790002023034,86,Milwaukee - C 8,Milwaukee - C 0008
550790002023035,99,Milwaukee - C 8,Milwaukee - C 0008
550790002023036,72,Milwaukee - C 8,Milwaukee - C 0008
550790002023037,74,Milwaukee - C 8,Milwaukee - C 0008
550790003011000,0,Milwaukee - C 33,Milwaukee - C 0033
550790003011001,51,Milwaukee - C 33,Milwaukee - C 0033
550790003011002,75,Milwaukee - C 33,Milwaukee - C 0033
550790003011003,0,Milwaukee - C 33,Milwaukee - C 0033
550790003011004,0,Milwaukee - C 33,Milwaukee - C 0033
550790003011005,0,Milwaukee - C 33,Milwaukee - C 0033
550790003011006,212,Milwaukee - C 33,Milwaukee - C 0033
550790003011007,182,Milwaukee - C 33,Milwaukee - C 0033
550790003011008,137,Milwaukee - C 33,Milwaukee - C 0033
550790003011009,94,Milwaukee - C 33,Milwaukee - C 0033
550790003011010,33,Milwaukee - C 33,Milwaukee - C 0033
550790003011011,46,Milwaukee - C 33,Milwaukee - C 0033
550790003011012,73,Milwaukee - C 33,Milwaukee - C 0033
550790003011013,25,Milwaukee - C 33,Milwaukee - C 0033
550790003011014,54,Milwaukee - C 33,Milwaukee - C 0033
550790003011015,42,Milwaukee - C 33,Milwaukee - C 0033
550790003011016,0,Milwaukee - C 33,Milwaukee - C 0033
550790003011017,116,Milwaukee - C 33,Milwaukee - C 0033
550790003011018,105,Milwaukee - C 33,Milwaukee - C 0033
550790003011019,91,Milwaukee - C 33,Milwaukee - C 0033
550790003011020,31,Milwaukee - C 33,Milwaukee - C 0033
550790003011021,10,Milwaukee - C 33,Milwaukee - C 0033
550790003011022,0,Milwaukee - C 33,Milwaukee - C 0033
550790003021000,265,Milwaukee - C 32,Milwaukee - C 0315
550790003021001,187,Milwaukee - C 32,Milwaukee - C 0315
550790003021002,185,Milwaukee - C 32,Milwaukee - C 0315
550790003021003,139,Milwaukee - C 32,Milwaukee - C 0315
550790003021004,169,Milwaukee - C 32,Milwaukee - C 0315
550790003021005,214,Milwaukee - C 32,Milwaukee - C 0315
550790003021006,0,Milwaukee - C 32,Milwaukee - C 0315
550790003021007,0,Milwaukee - C 8,Milwaukee - C 0315
550790003021008,162,Milwaukee - C 32,Milwaukee - C 0315
550790003021009,80,Milwaukee - C 32,Milwaukee - C 0315
550790003021010,50,Milwaukee - C 32,Milwaukee - C 0315
550790003021011,100,Milwaukee - C 32,Milwaukee - C 0315
550790003022000,0,Milwaukee - C 33,Milwaukee - C 0033
550790003022001,0,Milwaukee - C 33,Milwaukee - C 0033
550790003022002,0,Milwaukee - C 33,Milwaukee - C 0033
550790003022003,0,Milwaukee - C 33,Milwaukee - C 0033
550790003022004,0,Milwaukee - C 8,Milwaukee - C 0315
550790003022005,334,Milwaukee - C 8,Milwaukee - C 0315
550790003022006,0,Milwaukee - C 33,Milwaukee - C 0033
550790003022007,417,Milwaukee - C 8,Milwaukee - C 0315
550790003022008,105,Milwaukee - C 33,Milwaukee - C 0033
550790003022009,50,Milwaukee - C 33,Milwaukee - C 0033
550790003022010,96,Milwaukee - C 33,Milwaukee - C 0033
550790003022011,46,Milwaukee - C 33,Milwaukee - C 0033
550790003022012,53,Milwaukee - C 33,Milwaukee - C 0033
550790003022013,117,Milwaukee - C 33,Milwaukee - C 0033
550790003022014,44,Milwaukee - C 33,Milwaukee - C 0033
550790003022015,61,Milwaukee - C 33,Milwaukee - C 0033
550790003022016,0,Milwaukee - C 33,Milwaukee - C 0033
550790003022017,0,Milwaukee - C 33,Milwaukee - C 0033
550790003031000,0,Milwaukee - C 33,Milwaukee - C 0033
550790003031001,0,Milwaukee - C 33,Milwaukee - C 0033
550790003031002,0,Milwaukee - C 33,Milwaukee - C 0033
550790003031003,0,Milwaukee - C 33,Milwaukee - C 0033
550790003031004,25,Milwaukee - C 33,Milwaukee - C 0033
550790003031005,103,Milwaukee - C 33,Milwaukee - C 0033
550790003031006,38,Milwaukee - C 33,Milwaukee - C 0033
550790003031007,132,Milwaukee - C 33,Milwaukee - C 0033
550790003031008,315,Milwaukee - C 33,Milwaukee - C 0033
550790003031009,55,Milwaukee - C 33,Milwaukee - C 0033
550790003031010,203,Milwaukee - C 33,Milwaukee - C 0033
550790003031011,76,Milwaukee - C 33,Milwaukee - C 0033
550790003031012,33,Milwaukee - C 33,Milwaukee - C 0033
550790003032000,0,Milwaukee - C 32,Milwaukee - C 0032
550790003032001,168,Milwaukee - C 32,Milwaukee - C 0032
550790003032002,42,Milwaukee - C 32,Milwaukee - C 0032
550790003032003,65,Milwaukee - C 32,Milwaukee - C 0032
550790003032004,46,Milwaukee - C 32,Milwaukee - C 0032
550790003032005,53,Milwaukee - C 32,Milwaukee - C 0032
550790003032006,42,Milwaukee - C 32,Milwaukee - C 0032
550790003032007,61,Milwaukee - C 32,Milwaukee - C 0032
550790003032008,73,Milwaukee - C 32,Milwaukee - C 0032
550790003032009,135,Milwaukee - C 33,Milwaukee - C 0033
550790003032010,0,Milwaukee - C 33,Milwaukee - C 0033
550790003032011,55,Milwaukee - C 32,Milwaukee - C 0032
550790003032012,62,Milwaukee - C 32,Milwaukee - C 0032
550790003032013,38,Milwaukee - C 32,Milwaukee - C 0032
550790003041000,104,Milwaukee - C 8,Milwaukee - C 0315
550790003041001,0,Milwaukee - C 8,Milwaukee - C 0315
550790003041002,78,Milwaukee - C 8,Milwaukee - C 0315
550790003041003,53,Milwaukee - C 8,Milwaukee - C 0315
550790003041004,28,Milwaukee - C 8,Milwaukee - C 0315
550790003041005,26,Milwaukee - C 8,Milwaukee - C 0315
550790003041006,50,Milwaukee - C 8,Milwaukee - C 0315
550790003041007,23,Milwaukee - C 8,Milwaukee - C 0315
550790003041008,24,Milwaukee - C 8,Milwaukee - C 0315
550790003041009,63,Milwaukee - C 8,Milwaukee - C 0315
550790003041010,52,Milwaukee - C 8,Milwaukee - C 0315
550790003041011,112,Milwaukee - C 8,Milwaukee - C 0315
550790003041012,48,Milwaukee - C 8,Milwaukee - C 0315
550790003041013,24,Milwaukee - C 8,Milwaukee - C 0315
550790003041014,34,Milwaukee - C 8,Milwaukee - C 0315
550790003041015,33,Milwaukee - C 8,Milwaukee - C 0315
550790003041016,37,Milwaukee - C 8,Milwaukee - C 0315
550790003041017,39,Milwaukee - C 8,Milwaukee - C 0315
550790003041018,35,Milwaukee - C 8,Milwaukee - C 0315
550790003041019,37,Milwaukee - C 8,Milwaukee - C 0315
550790003042000,0,Milwaukee - C 9,Milwaukee - C 0013
550790003042001,119,Milwaukee - C 9,Milwaukee - C 0009
550790003042002,254,Milwaukee - C 9,Milwaukee - C 0009
550790003042003,60,Milwaukee - C 11,Milwaukee - C 0011
550790003042004,90,Milwaukee - C 9,Milwaukee - C 0009
550790003042005,81,Milwaukee - C 9,Milwaukee - C 0009
550790003042006,65,Milwaukee - C 10,Milwaukee - C 0010
550790003042007,61,Milwaukee - C 10,Milwaukee - C 0010
550790003042008,127,Milwaukee - C 11,Milwaukee - C 0011
550790003042009,60,Milwaukee - C 11,Milwaukee - C 0011
550790003042010,98,Milwaukee - C 11,Milwaukee - C 0011
550790003042011,0,Milwaukee - C 11,Milwaukee - C 0011
550790003042012,0,Milwaukee - C 11,Milwaukee - C 0011
550790003042013,0,Milwaukee - C 9,Milwaukee - C 0012
550790003042014,78,Milwaukee - C 10,Milwaukee - C 0010
550790003042015,145,Milwaukee - C 10,Milwaukee - C 0010
550790003042016,70,Milwaukee - C 10,Milwaukee - C 0010
550790003042017,96,Milwaukee - C 9,Milwaukee - C 0009
550790003042018,110,Milwaukee - C 10,Milwaukee - C 0010
550790003042019,89,Milwaukee - C 10,Milwaukee - C 0010
550790003042020,125,Milwaukee - C 11,Milwaukee - C 0011
550790003042021,305,Milwaukee - C 32,Milwaukee - C 0032
550790003042022,74,Milwaukee - C 32,Milwaukee - C 0032
550790003042023,124,Milwaukee - C 32,Milwaukee - C 0032
550790003042024,71,Milwaukee - C 10,Milwaukee - C 0010
550790003042025,106,Milwaukee - C 10,Milwaukee - C 0010
550790003042026,127,Milwaukee - C 10,Milwaukee - C 0010
550790003042027,0,Milwaukee - C 32,Milwaukee - C 0032
550790003042028,0,Milwaukee - C 32,Milwaukee - C 0032
550790003042029,0,Milwaukee - C 32,Milwaukee - C 0315
550790004001000,157,Milwaukee - C 34,Milwaukee - C 0035
550790004001001,104,Milwaukee - C 34,Milwaukee - C 0035
550790004001002,68,Milwaukee - C 34,Milwaukee - C 0035
550790004001003,42,Milwaukee - C 34,Milwaukee - C 0035
550790004001004,56,Milwaukee - C 34,Milwaukee - C 0035
550790004001005,127,Milwaukee - C 34,Milwaukee - C 0035
550790004001006,58,Milwaukee - C 34,Milwaukee - C 0035
550790004001007,60,Milwaukee - C 34,Milwaukee - C 0035
550790004001008,62,Milwaukee - C 34,Milwaukee - C 0035
550790004001009,107,Milwaukee - C 34,Milwaukee - C 0035
550790004001010,107,Milwaukee - C 34,Milwaukee - C 0035
550790004002000,1233,Milwaukee - C 34,Milwaukee - C 0034
550790004002001,341,Milwaukee - C 34,Milwaukee - C 0034
550790004002002,0,Milwaukee - C 34,Milwaukee - C 0034
550790004002003,0,Milwaukee - C 34,Milwaukee - C 0034
550790004002004,0,Milwaukee - C 34,Milwaukee - C 0034
550790004002005,0,Milwaukee - C 34,Milwaukee - C 0034
550790004002006,0,Milwaukee - C 34,Milwaukee - C 0034
550790004002007,0,Milwaukee - C 34,Milwaukee - C 0034
550790004002008,0,Milwaukee - C 34,Milwaukee - C 0034
550790004002009,0,Milwaukee - C 34,Milwaukee - C 0034
550790004002010,0,Milwaukee - C 34,Milwaukee - C 0034
550790004002011,0,Milwaukee - C 34,Milwaukee - C 0034
550790004002012,33,Milwaukee - C 34,Milwaukee - C 0034
550790004002013,0,Milwaukee - C 34,Milwaukee - C 0034
550790004002014,0,Milwaukee - C 34,Milwaukee - C 0034
550790005011000,135,Milwaukee - C 33,Milwaukee - C 0033
550790005011001,39,Milwaukee - C 33,Milwaukee - C 0033
550790005011002,99,Milwaukee - C 33,Milwaukee - C 0033
550790005011003,0,Milwaukee - C 33,Milwaukee - C 0033
550790005011004,0,Milwaukee - C 35,Milwaukee - C 0033
550790005011005,233,Milwaukee - C 35,Milwaukee - C 0031
550790005011006,0,Milwaukee - C 33,Milwaukee - C 0033
550790005011007,0,Milwaukee - C 33,Milwaukee - C 0033
550790005011008,0,Milwaukee - C 33,Milwaukee - C 0033
550790005011009,0,Milwaukee - C 33,Milwaukee - C 0033
550790005011010,0,Milwaukee - C 33,Milwaukee - C 0033
550790005011011,98,Milwaukee - C 33,Milwaukee - C 0033
550790005011012,50,Milwaukee - C 33,Milwaukee - C 0033
550790005011013,35,Milwaukee - C 33,Milwaukee - C 0033
550790005011014,15,Milwaukee - C 33,Milwaukee - C 0033
550790005011015,0,Milwaukee - C 33,Milwaukee - C 0033
550790005011016,0,Milwaukee - C 33,Milwaukee - C 0033
550790005011017,0,Milwaukee - C 33,Milwaukee - C 0033
550790005011018,0,Milwaukee - C 33,Milwaukee - C 0033
550790005011019,0,Milwaukee - C 33,Milwaukee - C 0033
550790005012000,0,Milwaukee - C 36,Milwaukee - C 0036
550790005012001,13,Milwaukee - C 36,Milwaukee - C 0036
550790005012002,146,Milwaukee - C 35,Milwaukee - C 0035
550790005012003,104,Milwaukee - C 35,Milwaukee - C 0035
550790005012004,100,Milwaukee - C 35,Milwaukee - C 0035
550790005012005,103,Milwaukee - C 35,Milwaukee - C 0035
550790005012006,71,Milwaukee - C 35,Milwaukee - C 0035
550790005012007,85,Milwaukee - C 35,Milwaukee - C 0035
550790005012008,73,Milwaukee - C 35,Milwaukee - C 0035
550790005012009,76,Milwaukee - C 35,Milwaukee - C 0035
550790005012010,75,Milwaukee - C 35,Milwaukee - C 0035
550790005012011,70,Milwaukee - C 35,Milwaukee - C 0035
550790005012012,92,Milwaukee - C 35,Milwaukee - C 0035
550790005012013,82,Milwaukee - C 35,Milwaukee - C 0035
550790005012014,223,Milwaukee - C 36,Milwaukee - C 0036
550790005012015,107,Milwaukee - C 36,Milwaukee - C 0036
550790005012016,132,Milwaukee - C 35,Milwaukee - C 0035
550790005012017,87,Milwaukee - C 35,Milwaukee - C 0035
550790005012018,32,Milwaukee - C 35,Milwaukee - C 0035
550790005012019,176,Milwaukee - C 35,Milwaukee - C 0035
550790005012020,58,Milwaukee - C 34,Milwaukee - C 0035
550790005012021,339,Milwaukee - C 34,Milwaukee - C 0035
550790005012022,106,Milwaukee - C 35,Milwaukee - C 0035
550790005012023,140,Milwaukee - C 35,Milwaukee - C 0035
550790005012024,26,Milwaukee - C 34,Milwaukee - C 0035
550790005012025,22,Milwaukee - C 34,Milwaukee - C 0035
550790005012026,26,Milwaukee - C 35,Milwaukee - C 0035
550790005012027,10,Milwaukee - C 35,Milwaukee - C 0035
550790005012028,65,Milwaukee - C 36,Milwaukee - C 0036
550790005021000,47,Milwaukee - C 32,Milwaukee - C 0032
550790005021001,0,Milwaukee - C 32,Milwaukee - C 0032
550790005021002,140,Milwaukee - C 32,Milwaukee - C 0032
550790005021003,453,Milwaukee - C 32,Milwaukee - C 0032
550790005021004,111,Milwaukee - C 32,Milwaukee - C 0032
550790005021005,151,Milwaukee - C 32,Milwaukee - C 0032
550790005021006,96,Milwaukee - C 32,Milwaukee - C 0032
550790005022000,0,Milwaukee - C 31,Milwaukee - C 0031
550790005022001,0,Milwaukee - C 31,Milwaukee - C 0031
550790005022002,0,Milwaukee - C 31,Milwaukee - C 0031
550790005022003,111,Milwaukee - C 31,Milwaukee - C 0031
550790005022004,69,Milwaukee - C 31,Milwaukee - C 0031
550790005022005,101,Milwaukee - C 31,Milwaukee - C 0031
550790005022006,0,Milwaukee - C 31,Milwaukee - C 0031
550790005022007,70,Milwaukee - C 31,Milwaukee - C 0031
550790005022008,163,Milwaukee - C 31,Milwaukee - C 0031
550790005022009,121,Milwaukee - C 31,Milwaukee - C 0031
550790005022010,129,Milwaukee - C 31,Milwaukee - C 0031
550790005022011,119,Milwaukee - C 31,Milwaukee - C 0031
550790005022012,423,Milwaukee - C 31,Milwaukee - C 0031
550790005022013,149,Milwaukee - C 31,Milwaukee - C 0031
550790005022014,76,Milwaukee - C 31,Milwaukee - C 0031
550790005022015,115,Milwaukee - C 31,Milwaukee - C 0031
550790005022016,41,Milwaukee - C 31,Milwaukee - C 0031
550790005022017,0,Milwaukee - C 31,Milwaukee - C 0031
550790005022018,220,Milwaukee - C 31,Milwaukee - C 0031
550790005022019,105,Milwaukee - C 31,Milwaukee - C 0031
550790005022020,93,Milwaukee - C 31,Milwaukee - C 0031
550790005022021,0,Milwaukee - C 31,Milwaukee - C 0031
550790005022022,31,Milwaukee - C 31,Milwaukee - C 0031
550790005022023,0,Milwaukee - C 31,Milwaukee - C 0031
550790005023000,257,Milwaukee - C 37,Milwaukee - C 0037
550790005023001,296,Milwaukee - C 37,Milwaukee - C 0037
550790005023002,58,Milwaukee - C 37,Milwaukee - C 0037
550790005023003,0,Milwaukee - C 37,Milwaukee - C 0037
550790005023004,58,Milwaukee - C 37,Milwaukee - C 0037
550790005023005,146,Milwaukee - C 37,Milwaukee - C 0037
550790005023006,347,Milwaukee - C 37,Milwaukee - C 0037
550790006001000,0,Milwaukee - C 11,Milwaukee - C 0011
550790006001001,132,Milwaukee - C 11,Milwaukee - C 0011
550790006001002,70,Milwaukee - C 11,Milwaukee - C 0011
550790006001003,99,Milwaukee - C 11,Milwaukee - C 0011
550790006001004,248,Milwaukee - C 11,Milwaukee - C 0011
550790006001005,0,Milwaukee - C 11,Milwaukee - C 0012
550790006001006,0,Milwaukee - C 11,Milwaukee - C 0012
550790006001007,67,Milwaukee - C 11,Milwaukee - C 0011
550790006001008,45,Milwaukee - C 11,Milwaukee - C 0011
550790006001009,36,Milwaukee - C 11,Milwaukee - C 0011
550790006001010,33,Milwaukee - C 11,Milwaukee - C 0011
550790006002000,112,Milwaukee - C 11,Milwaukee - C 0011
550790006002001,63,Milwaukee - C 11,Milwaukee - C 0011
550790006002002,43,Milwaukee - C 11,Milwaukee - C 0011
550790006002003,0,Milwaukee - C 11,Milwaukee - C 0011
550790006002004,39,Milwaukee - C 11,Milwaukee - C 0011
550790006002005,38,Milwaukee - C 11,Milwaukee - C 0011
550790006002006,94,Milwaukee - C 11,Milwaukee - C 0011
550790006002007,73,Milwaukee - C 11,Milwaukee - C 0011
550790006002008,91,Milwaukee - C 11,Milwaukee - C 0011
550790006002009,59,Milwaukee - C 11,Milwaukee - C 0011
550790006002010,111,Milwaukee - C 11,Milwaukee - C 0011
550790006002011,81,Milwaukee - C 11,Milwaukee - C 0011
550790006002012,95,Milwaukee - C 11,Milwaukee - C 0011
550790006002013,19,Milwaukee - C 11,Milwaukee - C 0011
550790006002014,45,Milwaukee - C 11,Milwaukee - C 0011
550790006002015,36,Milwaukee - C 11,Milwaukee - C 0011
550790006003000,177,Milwaukee - C 10,Milwaukee - C 0010
550790006003001,73,Milwaukee - C 10,Milwaukee - C 0010
550790006003002,93,Milwaukee - C 10,Milwaukee - C 0010
550790006003003,97,Milwaukee - C 10,Milwaukee - C 0010
